reviewId,review,score,gender,location,date,,
39,I like this app. But I regret this app for premiums and ads.,1,male,"Brasília, Brazil",2024-09-15,,
40,I don't have any problem while using sp for free but it always show me ads and tell 30 minute of uninterrupted listening but then after one song I always get that irritated me more,1,female,"Christchurch, New Zealand",2025-12-09,,
41,"just 3 songs per day, wow... i thought of not giving that one star also...",1,male,"Brasília, Brazil",2024-09-11,,
42,plans are expensive,1,male,"Karachi, Pakistan",2022-04-12,,
43,bad,1,male,"Montevideo, Uruguay",2024-11-28,,
44,i hacked my app idk it was unusable normally,1,male,"Oslo, Norway",2021-05-12,,
45,it became worst now,1,male,"Windhoek, Namibia",2023-02-22,,
46,because Hindi Ako nakakapag download,1,female,"Gold Coast, Australia",2025-07-11,,
47,Very Worst . May Ads And Can't Change Nest Song . 🤦🏻 I Hate Lot This App Very Very Wost . 😡 All Are Use YouTube,1,male,"Bangalore, India",2022-05-07,,
48,HORRIBLEEEE. You can't even play music without paying. don't get this app.,1,male,"Kuala Lumpur, Malaysia",2022-04-26,,
49,👍👍👍👍,1,male,"Dublin, Ireland",2021-07-02,,
50,"so I cnt choose the song I want to listen now, unless I pay premium",1,male,"Birmingham, United Kingdom",2020-12-05,,
51,too many advertisement 😞,1,male,"Toronto, Canada",2024-05-03,,
52,fed up of adds ......they say 30 min uninterrupted music but after each song they give adds,1,male,"Kathmandu, Nepal",2021-12-03,,
53,this app is turned a worst app now. we can't forword or select a song by our own decision .,1,male,"Mumbai, India",2022-03-15,,
54,"Getting worst Day by day Too many ads, can't play a specific part of the song, can't play previous songs(the option has been disabled for non premium users), can't shuffle play the playlist, can't listen songs on loop, can't see lyrics for most songs(everything has been shifted to premium). Does anyone has a better alternative for this.",1,male,"Rabat, Morocco",2023-05-15,,
55,This app sucks so don't bother downloading it. I can't play any songs without a premium because I reached the daily limit to what songs I can choose to listen to. They are clearly saying come back tomorrow so ya I ain't coming back to y'all,1,male,"Valencia, Spain",2021-02-07,,
56,I can't see lyrics as I did without premium...,1,male,"Boston, United States",2023-10-18,,
57,worst aap ever,1,male,"Frankfurt, Germany",2021-08-02,,
58,Can't login again,1,male,"New York, United States",2023-11-16,,
59,if you don't have subscription of this app then this app is like hell.,1,male,"Fortaleza, Brazil",2024-06-12,,
60,why on earth would the average user want a create button where the library button was. what.,1,male,"Lisbon, Portugal",2021-05-11,,
61,many ads I am unpleasant,1,male,"Rabat, Morocco",2022-12-20,,
62,"Edit: the new ""Create"" shortcut is 100% useless in functionality, and worse than that, messing with muscle memory for where I press to listen to what I want. Previous complaint worthy of a 1 star review: Adding podcasts to My Episodes adds them to the beginning instead of the end, and then editing the order is impossible, rendering the Playlist useless as a ""to do"" Playlist. Instead I have to manage my own Playlist and go through extra steps to add new podcast episodes to the list.",1,male,"Bogotá, Colombia",2024-06-01,,
63,"worst music app, there will be ad after every song which takes atleast 1 min and there is no skip button for ads",1,male,"Tripoli, Libya",2022-12-20,,
64,"This is ridiculous, I can't choose the songs I'd like to play, I can't even play them in order of the playlists, random stuff keeps getting mixed in. You say you want us Spotify users to have a great experience with this app yet this is absolute BS. All you care about is money, at this rate, you might lose all your users. Spotify used to let us do whatever we like, that was a great experience, not this. If you REALLY want money, pull an Ao3. Ask for donations, you'll probably get a few bucks.",1,male,"Birmingham, United Kingdom",2021-02-01,,
65,Don't allow to play song repeatly,1,male,"Tijuana, Mexico",2023-08-07,,
66,"Doesn't play the song you specifically search and select, despite it having the correct name, band, etc. You had one job and couldn't even do that.",1,male,"Ottawa, Canada",2024-04-05,,
67,"is it just me or spotify stops my songs out of the blue, and then it just plays them like nothing happened(i am a premium user, and it has happened while am ofline)",1,male,"Pretoria, South Africa",2023-06-29,,
68,"I'll say it right here. Spotify is scummy. They won't even let us loop a singular song without having premium. They play ads during ""30 minutes of ad free listening"" just for profit.",1,female,"Perth, Australia",2025-09-17,,
69,four or so ads 30 seconds long each every like 15 minutes Want a break from the ads?,1,male,"Houston, United States",2023-11-11,,
70,so more advertisment chep aap,1,female,"Port Moresby, Papua New Guinea",2025-07-01,,
71,very bad it even play's an incorrect song,1,male,"Barcelona, Spain",2021-07-16,,
72,worst app ever used ...they just want us to buy their membership...wanna give negative rating ....other apps are too gudd from this,1,male,"Athens, Greece",2021-07-19,,
73,first time i liked and the now spotify is only for rich,1,male,"Guayaquil, Ecuador",2025-01-01,,
74,"why lock the device broadcast status setting?? thank you, I quit Spotify",1,male,"Nairobi, Kenya",2022-11-19,,
75,"They put time stamps in their native podcast episode descriptions. Clicking on those time stamps just starts the episode over at the beginning. Just, why? The enshitification continues.",1,male,"Geneva, Switzerland",2021-09-07,,
76,IL n'est pas a mon goût parce que je peux pas entendre sans connexion resaux,1,female,"Perth, Australia",2025-08-16,,
77,This app doesn't contain Assamese language.,1,male,"Shanghai, China",2022-08-17,,
78,The free version keeps getting worse and worse. No wonder people have to pirate Spotify for it to even be usable,1,male,"Brasília, Brazil",2024-09-16,,
79,Everything requires premium,1,male,"Bogotá, Colombia",2024-07-31,,
80,🤮💩,1,male,"Auckland, New Zealand",2025-05-24,,
81,App constantly asks me to rate it,1,male,"Denver, United States",2024-01-20,,
82,Hungry for money,1,male,"Caracas, Venezuela",2024-09-16,,
83,"New UI is terrible, the create button does not need to be there",1,male,"Osaka, Japan",2022-08-19,,
84,so Bad .....,1,male,"Hanoi, Vietnam",2022-03-23,,
85,more ads and less songs very disappointed,1,female,"Nadi, Fiji",2025-06-17,,
86,hindi ko ma play yung mga favorite songs ko,1,male,"Lagos, Nigeria",2023-01-16,,
87,"horrible, crashes every time you try to open the app",1,female,"Wellington, New Zealand",2025-10-25,,
88,"Horrible. The usability and policies of this app are terrible. We don't see the time of the songs in advance, in the free option you can't listen to the same song. Disorganized, slow environment... Horrible.",1,male,"Washington DC, United States",2024-04-04,,
89,great way to ruin mood while we're feeling the musics,1,male,"San Francisco, United States",2024-01-16,,
90,Just uninstalled. Spotify has gone from best to worst! Giving ads is not enough? Now we can't even choose the song we want to play!! LOL! Wait we can't even skip songs more than 6 times a day now. Don't even deserve one star now. Hope one day they'll resolve it so that I can come back to Spotify,1,male,"Marseille, France",2021-06-03,,
91,bad app,1,female,"Auckland, New Zealand",2025-09-26,,
92,worst app everrrrrr,1,male,"Marrakesh, Morocco",2023-02-26,,
93,you can't even play the songs of your choice they then ask you to explore premium what the hell is this?,1,male,"Jacksonville, United States",2023-10-26,,
94,worst music experience 😪,1,male,"Rabat, Morocco",2022-12-09,,
95,non stop music × non stop adds✓,1,male,"Tel Aviv, Israel",2022-01-20,,
96,"disgusting, ads ads ads",1,female,"Port Moresby, Papua New Guinea",2025-07-01,,
97,constantly crashes,1,male,"Los Angeles, United States",2023-10-18,,
98,isnt responding on my chromebook,1,male,"Marseille, France",2020-11-04,,
99,"Personally, the recommendations are not always accurate. That part could definitely be improved.",1,male,"San Antonio, United States",2024-01-08,,
100,I’d say it’s hard to discover truly new music sometimes. It disrupts the experience.,1,male,"Tel Aviv, Israel",2022-07-08,,
101,One issue is that the app can feel cluttered. It makes it harder to discover music.,1,male,"San Diego, United States",2023-07-21,,
102,One issue is that personalized playlists sometimes repeat the same songs. It makes it harder to discover music.,1,male,"Perth, Australia",2025-05-29,,
103,"So far, switching devices can occasionally be inconsistent. That part could definitely be improved.",1,male,"Manila, Philippines",2022-09-04,,
104,One issue is that the app behaves differently across platforms. It makes the app harder to enjoy.,1,female,"Melbourne, Australia",2025-07-11,,
105,"I wanted to like it, but ads in the free version are disruptive. It ends up feeling repetitive.",1,male,"Montreal, Canada",2024-01-19,,
106,"Personally, social features feel limited. It gets frustrating after a while.",1,male,"Frankfurt, Germany",2020-11-28,,
107,"Personally, some songs or albums are missing.",1,female,"Port Moresby, Papua New Guinea",2025-08-19,,
108,The main problem is that playback can lag or buffer sometimes. It ends up feeling repetitive.,1,male,"Rio de Janeiro, Brazil",2024-05-26,,
109,One issue is that the recommendations are not always accurate. It makes it harder to discover music.,1,female,"Canberra, Australia",2025-12-25,,
110,"In my experience, it’s hard to discover truly new music sometimes. It makes it harder to discover music.",1,male,"Amsterdam, Netherlands",2021-09-20,,
111,One issue is that the app can feel cluttered. It makes it harder to discover music.,1,male,"Oslo, Norway",2021-07-15,,
112,What bothers me is that personalized playlists sometimes repeat the same songs. It gets frustrating after a while.,1,female,"Auckland, New Zealand",2025-08-25,,
113,What bothers me is that switching devices can occasionally be inconsistent. It makes it harder to discover music.,1,male,"Santa Cruz, Bolivia",2024-06-06,,
114,"Honestly, the app behaves differently across platforms. It disrupts the experience.",1,male,"Glasgow, United Kingdom",2021-03-03,,
115,"In my experience, ads in the free version are disruptive. It makes the app feel less reliable.",1,male,"Cali, Colombia",2024-09-25,,
116,"For me, social features feel limited. It ends up feeling repetitive.",1,male,"Brasília, Brazil",2024-09-22,,
117,"In my experience, some songs or albums are missing. It makes the app harder to enjoy.",1,female,"Adelaide, Australia",2025-08-07,,
118,"I wanted to like it, but playback can lag or buffer sometimes. It gets frustrating after a while.",1,male,"Asunción, Paraguay",2024-07-04,,
119,"I wanted to like it, but the recommendations are not always accurate. It makes it harder to discover music.",1,male,"Glasgow, United Kingdom",2021-06-21,,
120,"In my experience, it’s hard to discover truly new music sometimes.",1,male,"Stockholm, Sweden",2020-12-06,,
121,I’d say the app can feel cluttered. It makes the app feel less reliable.,1,male,"Brussels, Belgium",2020-12-18,,
122,I’d say personalized playlists sometimes repeat the same songs.,1,male,"Prague, Czech Republic",2020-12-22,,
123,"I wanted to like it, but switching devices can occasionally be inconsistent. It disrupts the experience.",1,male,"Hong Kong, China",2022-02-06,,
124,The main problem is that the app behaves differently across platforms. It disrupts the experience.,1,male,"Sydney, Australia",2025-04-10,,
125,"Personally, ads in the free version are disruptive. It disrupts the experience.",1,male,"Vancouver, Canada",2023-08-13,,
126,The main problem is that social features feel limited. It makes the app harder to enjoy.,1,male,"Boston, United States",2023-09-08,,
127,"Honestly, some songs or albums are missing. It gets frustrating after a while.",1,male,"Gold Coast, Australia",2025-03-07,,
128,"For me, playback can lag or buffer sometimes. It makes it harder to discover music.",1,male,"Lyon, France",2021-06-21,,
129,One issue is that the recommendations are not always accurate. It gets frustrating after a while.,1,male,"Jerusalem, Israel",2022-04-09,,
130,The main problem is that it’s hard to discover truly new music sometimes. It makes it harder to discover music.,1,male,"Calgary, Canada",2023-11-09,,
131,The main problem is that the app can feel cluttered. It makes the app harder to enjoy.,1,female,"Sydney, Australia",2025-11-03,,
132,The main problem is that personalized playlists sometimes repeat the same songs. It gets frustrating after a while.,1,male,"Houston, United States",2023-09-24,,
133,The main problem is that switching devices can occasionally be inconsistent. It makes the app harder to enjoy.,1,male,"Birmingham, United Kingdom",2020-12-04,,
134,One issue is that the app behaves differently across platforms. It makes the app harder to enjoy.,1,male,"Guayaquil, Ecuador",2024-12-19,,
135,"I wanted to like it, but ads in the free version are disruptive. It makes the app harder to enjoy.",1,male,"Bangkok, Thailand",2022-01-12,,
136,"I wanted to like it, but social features feel limited. That part could definitely be improved.",1,male,"Santiago, Chile",2024-12-31,,
137,What bothers me is that some songs or albums are missing.,1,male,"Tunis, Tunisia",2022-11-01,,
138,"I wanted to like it, but playback can lag or buffer sometimes. It makes it harder to discover music.",1,male,"Adelaide, Australia",2025-04-17,,
139,What bothers me is that the recommendations are not always accurate.,1,male,"Fortaleza, Brazil",2024-09-09,,
140,One issue is that it’s hard to discover truly new music sometimes. It makes the app harder to enjoy.,1,male,"Phoenix, United States",2023-09-15,,
141,"For me, the app can feel cluttered. It gets frustrating after a while.",1,male,"Brussels, Belgium",2021-07-14,,
142,I’d say personalized playlists sometimes repeat the same songs. It gets frustrating after a while.,1,male,"Valencia, Spain",2021-02-19,,
143,"So far, switching devices can occasionally be inconsistent. It makes the app feel less reliable.",1,male,"Stockholm, Sweden",2021-06-15,,
144,"I wanted to like it, but the app behaves differently across platforms. That part could definitely be improved.",1,male,"Hamburg, Germany",2021-01-21,,
145,"Personally, ads in the free version are disruptive. That part could definitely be improved.",1,male,"Lisbon, Portugal",2021-05-20,,
146,"Personally, social features feel limited. It ends up feeling repetitive.",1,male,"Ho Chi Minh City, Vietnam",2021-12-29,,
147,What bothers me is that some songs or albums are missing. It makes the app harder to enjoy.,1,male,"Lima, Peru",2024-07-07,,
148,"Honestly, playback can lag or buffer sometimes. It makes the app harder to enjoy.",1,male,"San Antonio, United States",2023-09-21,,
149,The main problem is that the recommendations are not always accurate. That part could definitely be improved.,1,male,"Rome, Italy",2020-11-22,,
150,One issue is that it’s hard to discover truly new music sometimes. It gets frustrating after a while.,1,male,"Copenhagen, Denmark",2021-03-14,,
151,One issue is that the app can feel cluttered. It makes the app feel less reliable.,1,female,"Christchurch, New Zealand",2025-10-30,,
152,"In my experience, personalized playlists sometimes repeat the same songs. That part could definitely be improved.",1,male,"San Diego, United States",2023-10-07,,
153,"Honestly, switching devices can occasionally be inconsistent. It makes the app feel less reliable.",1,male,"Lyon, France",2021-11-17,,
154,"For me, the app behaves differently across platforms. That part could definitely be improved.",1,male,"Guangzhou, China",2022-02-18,,
155,One issue is that ads in the free version are disruptive. It disrupts the experience.,1,male,"Arequipa, Peru",2024-09-03,,
156,One issue is that social features feel limited. It ends up feeling repetitive.,1,male,"Athens, Greece",2021-11-02,,
157,"For me, some songs or albums are missing. It makes it harder to discover music.",1,male,"Cancun, Mexico",2023-11-01,,
158,"In my experience, playback can lag or buffer sometimes. It makes it harder to discover music.",1,female,"Auckland, New Zealand",2025-11-04,,
159,"Personally, the recommendations are not always accurate. It makes the app feel less reliable.",1,male,"Port Moresby, Papua New Guinea",2025-03-16,,
160,"In my experience, it’s hard to discover truly new music sometimes. It gets frustrating after a while.",1,male,"Jeddah, Saudi Arabia",2022-01-25,,
161,"I wanted to like it, but the app can feel cluttered. It ends up feeling repetitive.",1,male,"Lagos, Nigeria",2023-05-20,,
162,"In my experience, personalized playlists sometimes repeat the same songs. It ends up feeling repetitive.",1,male,"Toronto, Canada",2024-01-13,,
163,"So far, switching devices can occasionally be inconsistent. It makes the app feel less reliable.",1,male,"Buenos Aires, Argentina",2025-02-11,,
164,"So far, the app behaves differently across platforms. It ends up feeling repetitive.",1,male,"Helsinki, Finland",2021-08-21,,
165,One issue is that ads in the free version are disruptive. It ends up feeling repetitive.,1,male,"Manchester, United Kingdom",2020-12-03,,
166,"So far, social features feel limited. It makes the app harder to enjoy.",1,male,"Paris, France",2021-03-11,,
167,"For me, some songs or albums are missing. That part could definitely be improved.",1,male,"Durban, South Africa",2023-05-06,,
168,I’d say playback can lag or buffer sometimes. It makes the app harder to enjoy.,1,male,"Boston, United States",2023-12-18,,
169,"Honestly, the recommendations are not always accurate. It disrupts the experience.",1,male,"San Francisco, United States",2023-10-08,,
170,"For me, it’s hard to discover truly new music sometimes. It makes the app feel less reliable.",1,male,"Bali, Indonesia",2022-06-21,,
171,"I wanted to like it, but the app can feel cluttered. It gets frustrating after a while.",1,female,"Suva, Fiji",2025-12-09,,
172,"Personally, personalized playlists sometimes repeat the same songs. It disrupts the experience.",1,male,"Toronto, Canada",2023-10-29,,
173,What bothers me is that switching devices can occasionally be inconsistent. It makes it harder to discover music.,1,male,"Cairo, Egypt",2022-10-17,,
174,"Personally, the app behaves differently across platforms. It ends up feeling repetitive.",1,male,"Calgary, Canada",2023-09-05,,
175,"So far, ads in the free version are disruptive. It disrupts the experience.",1,male,"Bogotá, Colombia",2024-09-06,,
176,"Honestly, social features feel limited. It disrupts the experience.",1,male,"Houston, United States",2024-04-15,,
177,The main problem is that some songs or albums are missing. It makes it harder to discover music.,1,male,"Osaka, Japan",2022-03-14,,
178,"Personally, playback can lag or buffer sometimes. It disrupts the experience.",1,male,"Munich, Germany",2021-03-04,,
179,"Personally, the recommendations are not always accurate.",1,male,"Nairobi, Kenya",2022-09-28,,
180,"Personally, it’s hard to discover truly new music sometimes. It gets frustrating after a while.",1,male,"Denver, United States",2024-01-31,,
181,"So far, the app can feel cluttered. It makes the app feel less reliable.",1,male,"Kuala Lumpur, Malaysia",2021-11-30,,
182,"For me, personalized playlists sometimes repeat the same songs. That part could definitely be improved.",1,male,"Montevideo, Uruguay",2024-09-20,,
183,"Honestly, switching devices can occasionally be inconsistent. It makes the app feel less reliable.",1,male,"Birmingham, United Kingdom",2021-03-04,,
184,One issue is that the app behaves differently across platforms. That part could definitely be improved.,1,male,"Tel Aviv, Israel",2022-03-05,,
185,What bothers me is that ads in the free version are disruptive.,1,male,"Brasília, Brazil",2024-12-27,,
186,"Personally, social features feel limited. It gets frustrating after a while.",1,male,"Oslo, Norway",2021-10-30,,
187,"In my experience, some songs or albums are missing.",1,male,"Washington DC, United States",2024-02-19,,
188,What bothers me is that playback can lag or buffer sometimes. It makes it harder to discover music.,1,male,"Kumasi, Ghana",2023-07-17,,
189,"In my experience, the recommendations are not always accurate. It makes the app harder to enjoy.",1,female,"Sydney, Australia",2025-08-11,,
190,"Personally, it’s hard to discover truly new music sometimes. It makes it harder to discover music.",1,male,"Osaka, Japan",2022-03-10,,
191,"Honestly, the app can feel cluttered. It makes it harder to discover music.",1,male,"Helsinki, Finland",2021-03-03,,
192,What bothers me is that personalized playlists sometimes repeat the same songs. It makes the app harder to enjoy.,1,male,"Lima, Peru",2024-08-17,,
193,I’d say switching devices can occasionally be inconsistent. It makes it harder to discover music.,1,male,"Cali, Colombia",2024-10-26,,
194,I’d say the app behaves differently across platforms. That part could definitely be improved.,1,female,"Adelaide, Australia",2025-07-09,,
195,The main problem is that ads in the free version are disruptive. That part could definitely be improved.,1,female,"Nadi, Fiji",2025-08-24,,
196,"So far, social features feel limited.",1,male,"Frankfurt, Germany",2020-11-25,,
197,One issue is that some songs or albums are missing.,1,male,"Kuala Lumpur, Malaysia",2022-01-15,,
198,"In my experience, playback can lag or buffer sometimes.",1,male,"Chicago, United States",2024-01-07,,
199,The main problem is that the recommendations are not always accurate. It ends up feeling repetitive.,1,female,"Adelaide, Australia",2025-09-25,,
200,One issue is that it’s hard to discover truly new music sometimes. It gets frustrating after a while.,1,female,"Queenstown, New Zealand",2025-09-27,,
201,The main problem is that the app can feel cluttered. It disrupts the experience.,1,male,"Mexico City, Mexico",2023-09-15,,
202,"For me, personalized playlists sometimes repeat the same songs. It gets frustrating after a while.",1,female,"Suva, Fiji",2025-07-24,,
203,"For me, switching devices can occasionally be inconsistent. It makes the app harder to enjoy.",1,male,"Chicago, United States",2024-02-23,,
204,"I wanted to like it, but the app behaves differently across platforms. It makes the app feel less reliable.",1,male,"Cairo, Egypt",2022-11-05,,
205,"Personally, ads in the free version are disruptive.",1,male,"Rabat, Morocco",2023-05-05,,
206,"I wanted to like it, but social features feel limited.",1,male,"New York, United States",2023-12-14,,
207,"In my experience, some songs or albums are missing. It makes it harder to discover music.",1,male,"Vancouver, Canada",2023-09-02,,
208,"In my experience, playback can lag or buffer sometimes. It makes the app harder to enjoy.",1,female,"Gold Coast, Australia",2025-08-13,,
209,"I wanted to like it, but the recommendations are not always accurate.",1,female,"Sydney, Australia",2025-07-30,,
210,"So far, it’s hard to discover truly new music sometimes. It makes the app feel less reliable.",1,male,"Lusaka, Zambia",2022-11-14,,
211,"I wanted to like it, but the app can feel cluttered. It gets frustrating after a while.",1,female,"Wellington, New Zealand",2025-10-22,,
212,"So far, personalized playlists sometimes repeat the same songs. That part could definitely be improved.",1,male,"Paris, France",2021-09-23,,
213,"In my experience, switching devices can occasionally be inconsistent. That part could definitely be improved.",1,male,"Hamburg, Germany",2021-06-25,,
214,The main problem is that the app behaves differently across platforms. It makes the app feel less reliable.,1,male,"Marseille, France",2021-07-11,,
215,The main problem is that ads in the free version are disruptive. It ends up feeling repetitive.,1,male,"Marrakesh, Morocco",2023-06-11,,
216,"Personally, social features feel limited. It ends up feeling repetitive.",1,male,"Dublin, Ireland",2020-12-09,,
217,"In my experience, some songs or albums are missing. It makes the app feel less reliable.",1,female,"Canberra, Australia",2025-09-23,,
218,"I wanted to like it, but playback can lag or buffer sometimes. It ends up feeling repetitive.",1,male,"Cali, Colombia",2025-02-07,,
219,"For me, the recommendations are not always accurate. It makes the app feel less reliable.",1,male,"Stockholm, Sweden",2020-11-27,,
220,One issue is that it’s hard to discover truly new music sometimes. It disrupts the experience.,1,male,"Zurich, Switzerland",2021-09-27,,
221,One issue is that the app can feel cluttered. That part could definitely be improved.,1,male,"Bangalore, India",2022-07-18,,
222,"I wanted to like it, but personalized playlists sometimes repeat the same songs.",1,male,"Oslo, Norway",2021-07-04,,
223,The main problem is that switching devices can occasionally be inconsistent. It makes the app harder to enjoy.,1,male,"São Paulo, Brazil",2025-01-05,,
224,"For me, the app behaves differently across platforms. It makes the app feel less reliable.",1,male,"Tokyo, Japan",2022-08-11,,
225,I’d say ads in the free version are disruptive. It makes the app harder to enjoy.,1,female,"Sydney, Australia",2025-09-08,,
226,"Personally, social features feel limited. It makes the app harder to enjoy.",1,male,"San Francisco, United States",2023-11-02,,
227,"I wanted to like it, but some songs or albums are missing. It disrupts the experience.",1,male,"Perth, Australia",2025-05-16,,
228,One issue is that playback can lag or buffer sometimes. It ends up feeling repetitive.,1,male,"Sydney, Australia",2025-03-12,,
229,"I wanted to like it, but the recommendations are not always accurate. It ends up feeling repetitive.",1,female,"Gold Coast, Australia",2025-07-05,,
230,What bothers me is that it’s hard to discover truly new music sometimes. It gets frustrating after a while.,1,male,"Abuja, Nigeria",2023-03-17,,
231,"Honestly, the app can feel cluttered. It gets frustrating after a while.",1,male,"Ottawa, Canada",2023-08-27,,
232,"Personally, personalized playlists sometimes repeat the same songs.",1,male,"Medellín, Colombia",2024-12-15,,
233,"Personally, switching devices can occasionally be inconsistent. It makes the app harder to enjoy.",1,male,"Doha, Qatar",2022-04-22,,
234,I’d say the app behaves differently across platforms. It makes the app harder to enjoy.,1,male,"Nairobi, Kenya",2023-05-13,,
235,One issue is that ads in the free version are disruptive. It makes the app feel less reliable.,1,male,"Calgary, Canada",2023-12-05,,
236,I’d say social features feel limited.,1,male,"Rome, Italy",2020-11-28,,
237,"Honestly, some songs or albums are missing. It makes the app feel less reliable.",1,male,"San Diego, United States",2023-11-24,,
238,What bothers me is that playback can lag or buffer sometimes.,1,male,"Tripoli, Libya",2023-01-26,,
239,The main problem is that the recommendations are not always accurate.,1,male,"Córdoba, Argentina",2025-01-01,,
240,"Personally, it’s hard to discover truly new music sometimes.",1,male,"Beijing, China",2022-06-17,,
241,"In my experience, the app can feel cluttered. It makes the app harder to enjoy.",1,female,"Melbourne, Australia",2025-06-11,,
242,What bothers me is that personalized playlists sometimes repeat the same songs. It disrupts the experience.,1,male,"Washington DC, United States",2023-10-25,,
243,I’d say switching devices can occasionally be inconsistent. It makes it harder to discover music.,1,male,"Munich, Germany",2021-10-12,,
244,What bothers me is that the app behaves differently across platforms. It gets frustrating after a while.,1,male,"Córdoba, Argentina",2024-11-25,,
245,"I wanted to like it, but ads in the free version are disruptive. It makes it harder to discover music.",1,male,"Quebec City, Canada",2023-12-29,,
246,"In my experience, social features feel limited. It ends up feeling repetitive.",1,male,"Copenhagen, Denmark",2021-02-08,,
247,One issue is that some songs or albums are missing.,1,male,"Abuja, Nigeria",2023-01-01,,
248,"Personally, playback can lag or buffer sometimes. It disrupts the experience.",1,male,"Toronto, Canada",2024-05-04,,
249,"For me, the recommendations are not always accurate. It makes the app feel less reliable.",1,female,"Sydney, Australia",2025-07-30,,
250,"In my experience, it’s hard to discover truly new music sometimes. It makes it harder to discover music.",1,male,"Stockholm, Sweden",2020-10-30,,
251,"I wanted to like it, but the app can feel cluttered. It makes the app harder to enjoy.",1,female,"Melbourne, Australia",2025-11-17,,
