reviewId;review;score;gender;location;date
90;False messages from apple about multiple devices. Pushing for family upgrade. This is intrusive fake and a corporate dishonesty. A person or office in apple actually allowed this to be happening! Bad signal for us all;negative;male;Seattle, United States;2024-11-20
91;You wait until you have someone's card number,then you up the price.. Can't talk to anyone, now I have to download Apple, and I'm not getting anywhere....I will be calling my bank;negative;male;Montreal, Canada;2025-01-15
92;It doesn't work unless you pay subscription. I've tried numerous times to make it work with no avail.;negative;male;Shenzhen, China;2023-06-16
93;Having issues lately w/ it not playing.;negative;male;Santa Cruz, Bolivia;2025-04-07
94;I seriously can't play any music without paying??? Why not just make it a paid app from the app store then, instead of wasting my time???;negative;male;Casablanca, Morocco;2023-11-25
95;I can't believe it my birthday is correct but it can not sing in;negative;male;Los Angeles, United States;2024-03-24
96;"Was making a Playlist and it ""updated the library"" during the middle of it and removed every song I had on the Playlist";negative;male;Addis Ababa, Ethiopia;2023-11-07
97;Garbage that forces to create an account, sign in and also wants money. Just like a spouse with borderline syndrome.;negative;male;Toronto, Canada;2024-08-21
98;Nice;negative;male;Dallas, United States;2024-12-03
99;For me, the interface is confusing and hard to navigate. It ends up feeling clunky.;negative;male;Quebec City, Canada;2024-08-29
100;What bothers me is that my music library doesn’t sync properly across devices. It makes it harder to manage my music.;negative;male;Johannesburg, South Africa;2023-11-07
101;I’d say songs sometimes disappear or get duplicated. It ends up feeling clunky.;negative;male;Busan, South Korea;2023-07-14
102;One issue is that recommendations aren’t very accurate. It ends up feeling clunky.;negative;male;Brasília, Brazil;2025-07-05
103;Personally, it feels slow and laggy, especially on desktop. It ends up feeling clunky.;negative;male;Dakar, Senegal;2023-10-19
104;Honestly, managing playlists is more difficult than it should be. It makes the experience less enjoyable.;negative;male;Denver, United States;2024-03-24
105;So far, it lacks strong social features. It makes the experience less enjoyable.;negative;male;Glasgow, United Kingdom;2023-02-19
106;So far, search results are inconsistent. It gets frustrating after a while.;negative;male;Cairo, Egypt;2023-10-18
107;Personally, you have to pay to use it at all. It slows things down.;negative;male;Edinburgh, United Kingdom;2023-02-12
108;What bothers me is that it works best only within Apple devices. That part could definitely be improved.;negative;male;Abuja, Nigeria;2023-12-06
109;I wanted to like it, but the interface is confusing and hard to navigate. That part could definitely be improved.;negative;male;Vancouver, Canada;2025-01-30
110;The main problem is that my music library doesn’t sync properly across devices. That part could definitely be improved.;negative;female;Gold Coast, Australia;2025-12-01
111;What bothers me is that songs sometimes disappear or get duplicated.;negative;male;Montreal, Canada;2024-10-25
112;What bothers me is that recommendations aren’t very accurate. It ends up feeling clunky.;negative;male;Cape Town, South Africa;2023-09-11
113;The main problem is that it feels slow and laggy, especially on desktop. It makes the experience less enjoyable.;negative;male;Ottawa, Canada;2024-11-30
114;Personally, managing playlists is more difficult than it should be. It makes the app harder to use.;negative;male;New York, United States;2024-10-27
115;So far, it lacks strong social features. It makes the experience less enjoyable.;negative;male;Santiago, Chile;2025-06-13
116;One issue is that search results are inconsistent. It makes it harder to manage my music.;negative;male;San Francisco, United States;2024-07-12
117;So far, you have to pay to use it at all. It slows things down.;negative;female;Christchurch, New Zealand;2025-09-19
118;In my experience, it works best only within Apple devices. It gets frustrating after a while.;negative;male;Boston, United States;2024-02-27
119;For me, the interface is confusing and hard to navigate. It makes it harder to manage my music.;negative;male;Johannesburg, South Africa;2023-10-01
120;So far, my music library doesn’t sync properly across devices.;negative;male;Philadelphia, United States;2024-06-25
121;The main problem is that songs sometimes disappear or get duplicated. That part could definitely be improved.;negative;female;Queenstown, New Zealand;2025-10-02
122;The main problem is that recommendations aren’t very accurate. It gets frustrating after a while.;negative;male;Cancun, Mexico;2025-02-16
123;For me, it feels slow and laggy, especially on desktop.;negative;male;San Francisco, United States;2024-05-27
124;In my experience, managing playlists is more difficult than it should be. It makes the app harder to use.;negative;male;Cancun, Mexico;2024-05-31
125;Personally, it lacks strong social features. It makes the app harder to use.;negative;male;Guadalajara, Mexico;2024-11-21
126;I’d say search results are inconsistent. That part could definitely be improved.;negative;male;Boston, United States;2024-04-04
127;I’d say you have to pay to use it at all. It gets frustrating after a while.;negative;male;San Antonio, United States;2024-07-31
128;For me, it works best only within Apple devices. It gets frustrating after a while.;negative;female;Auckland, New Zealand;2025-11-27
129;For me, the interface is confusing and hard to navigate. It makes the app harder to use.;negative;female;Queenstown, New Zealand;2025-10-14
130;Honestly, my music library doesn’t sync properly across devices. It gets frustrating after a while.;negative;male;Arequipa, Peru;2025-06-30
131;For me, songs sometimes disappear or get duplicated. It makes it harder to manage my music.;negative;male;Prague, Czech Republic;2023-04-01
132;Personally, recommendations aren’t very accurate. It makes it harder to manage my music.;negative;male;Dallas, United States;2024-08-07
133;So far, it feels slow and laggy, especially on desktop. It makes it harder to manage my music.;negative;male;Kumasi, Ghana;2024-01-01
134;In my experience, managing playlists is more difficult than it should be.;negative;female;Adelaide, Australia;2025-09-20
135;One issue is that it lacks strong social features. It makes the app harder to use.;negative;male;Dakar, Senegal;2023-11-01
136;So far, search results are inconsistent. It slows things down.;negative;female;Christchurch, New Zealand;2025-10-12
137;Personally, you have to pay to use it at all. It slows things down.;negative;male;Manila, Philippines;2023-08-07
138;I’d say it works best only within Apple devices. That part could definitely be improved.;negative;male;Montreal, Canada;2024-03-03
139;Personally, the interface is confusing and hard to navigate. It makes the app harder to use.;negative;female;Canberra, Australia;2025-11-14
140;Honestly, my music library doesn’t sync properly across devices. It makes it harder to manage my music.;negative;male;Washington DC, United States;2024-09-21
141;I’d say songs sometimes disappear or get duplicated.;negative;female;Nadi, Fiji;2025-10-13
142;So far, recommendations aren’t very accurate. It ends up feeling clunky.;negative;male;San Antonio, United States;2024-07-18
143;The main problem is that it feels slow and laggy, especially on desktop. It makes the experience less enjoyable.;negative;male;Chennai, India;2023-07-26
144;I’d say managing playlists is more difficult than it should be. It makes it harder to manage my music.;negative;male;San Antonio, United States;2025-02-03
145;Personally, it lacks strong social features. It makes the app harder to use.;negative;male;Chicago, United States;2024-06-28
146;For me, search results are inconsistent. It gets frustrating after a while.;negative;male;Monterrey, Mexico;2024-06-09
147;What bothers me is that you have to pay to use it at all. It slows things down.;negative;male;Tokyo, Japan;2023-04-12
148;Personally, it works best only within Apple devices. It slows things down.;negative;male;Kathmandu, Nepal;2023-04-21
149;I’d say the interface is confusing and hard to navigate. It gets frustrating after a while.;negative;female;Port Moresby, Papua New Guinea;2025-10-10
150;In my experience, my music library doesn’t sync properly across devices. It ends up feeling clunky.;negative;female;Nadi, Fiji;2025-11-10
151;I’d say songs sometimes disappear or get duplicated.;negative;female;Christchurch, New Zealand;2025-11-21
152;For me, recommendations aren’t very accurate. It makes the experience less enjoyable.;negative;male;Rabat, Morocco;2023-12-22
153;So far, it feels slow and laggy, especially on desktop. It makes the experience less enjoyable.;negative;male;Hamburg, Germany;2022-12-28
154;In my experience, managing playlists is more difficult than it should be. It makes the experience less enjoyable.;negative;male;Guadalajara, Mexico;2024-08-04
155;I wanted to like it, but it lacks strong social features. It gets frustrating after a while.;negative;male;Austin, United States;2025-03-02
156;For me, search results are inconsistent. It makes the app harder to use.;negative;male;Los Angeles, United States;2024-11-20
157;For me, you have to pay to use it at all. It ends up feeling clunky.;negative;male;Lyon, France;2023-01-05
158;The main problem is that it works best only within Apple devices. It slows things down.;negative;male;Jakarta, Indonesia;2023-07-31
159;The main problem is that the interface is confusing and hard to navigate. It makes it harder to manage my music.;negative;male;Seattle, United States;2025-01-26
160;One issue is that my music library doesn’t sync properly across devices. It gets frustrating after a while.;negative;male;Amsterdam, Netherlands;2023-01-08
161;Honestly, songs sometimes disappear or get duplicated.;negative;male;Córdoba, Argentina;2025-07-07
162;Honestly, recommendations aren’t very accurate. It slows things down.;negative;female;Queenstown, New Zealand;2025-12-18
163;One issue is that it feels slow and laggy, especially on desktop. It ends up feeling clunky.;negative;male;Kuala Lumpur, Malaysia;2023-08-18
164;For me, managing playlists is more difficult than it should be.;negative;male;Stockholm, Sweden;2023-01-07
165;For me, it lacks strong social features. That part could definitely be improved.;negative;female;Canberra, Australia;2025-12-07
166;Personally, search results are inconsistent.;negative;male;La Paz, Bolivia;2025-04-07
167;Personally, you have to pay to use it at all.;negative;male;Phoenix, United States;2024-04-11
168;Personally, it works best only within Apple devices. It slows things down.;negative;male;Tijuana, Mexico;2024-05-09
169;Honestly, the interface is confusing and hard to navigate. It gets frustrating after a while.;negative;female;Brisbane, Australia;2025-09-24
170;Honestly, my music library doesn’t sync properly across devices. That part could definitely be improved.;negative;male;Casablanca, Morocco;2023-12-20
171;One issue is that songs sometimes disappear or get duplicated. It makes the app harder to use.;negative;male;Krakow, Poland;2023-01-06
172;In my experience, recommendations aren’t very accurate. It ends up feeling clunky.;negative;male;Tijuana, Mexico;2024-10-12
173;Honestly, it feels slow and laggy, especially on desktop. It makes the experience less enjoyable.;negative;male;Dar es Salaam, Tanzania;2023-10-31
174;So far, managing playlists is more difficult than it should be. It makes it harder to manage my music.;negative;male;San Jose, United States;2024-12-29
175;I wanted to like it, but it lacks strong social features. It ends up feeling clunky.;negative;female;Hobart, Australia;2025-11-01
176;One issue is that search results are inconsistent. That part could definitely be improved.;negative;male;Alexandria, Egypt;2023-12-25
177;I’d say you have to pay to use it at all.;negative;male;Hong Kong, China;2023-08-17
178;The main problem is that it works best only within Apple devices. It makes it harder to manage my music.;negative;male;Milan, Italy;2023-01-05
179;The main problem is that the interface is confusing and hard to navigate. It makes the app harder to use.;negative;male;Santiago, Chile;2025-06-20
180;Honestly, my music library doesn’t sync properly across devices. It gets frustrating after a while.;negative;male;Krakow, Poland;2023-02-04
181;For me, songs sometimes disappear or get duplicated. It slows things down.;negative;female;Hobart, Australia;2025-11-05
182;What bothers me is that recommendations aren’t very accurate. That part could definitely be improved.;negative;male;San Francisco, United States;2025-01-26
183;I’d say it feels slow and laggy, especially on desktop. It makes the experience less enjoyable.;negative;female;Sydney, Australia;2025-09-20
184;I wanted to like it, but managing playlists is more difficult than it should be. It makes the experience less enjoyable.;negative;male;Bogotá, Colombia;2025-05-31
185;So far, it lacks strong social features. It slows things down.;negative;male;Karachi, Pakistan;2023-06-13
186;The main problem is that search results are inconsistent.;negative;male;Tel Aviv, Israel;2023-05-27
187;The main problem is that you have to pay to use it at all. It makes the experience less enjoyable.;negative;female;Melbourne, Australia;2025-11-16
188;For me, it works best only within Apple devices. It gets frustrating after a while.;negative;male;Cairo, Egypt;2023-10-06
189;The main problem is that the interface is confusing and hard to navigate. That part could definitely be improved.;negative;male;Rosario, Argentina;2025-05-03
190;What bothers me is that my music library doesn’t sync properly across devices. It makes it harder to manage my music.;negative;male;Karachi, Pakistan;2023-05-21
191;The main problem is that songs sometimes disappear or get duplicated. It makes it harder to manage my music.;negative;male;Harare, Zimbabwe;2023-10-16
192;Honestly, recommendations aren’t very accurate. It ends up feeling clunky.;negative;male;Ottawa, Canada;2024-12-20
193;I wanted to like it, but it feels slow and laggy, especially on desktop. It slows things down.;negative;male;Bangkok, Thailand;2023-08-18
194;I wanted to like it, but managing playlists is more difficult than it should be. It ends up feeling clunky.;negative;male;Fortaleza, Brazil;2025-03-20
195;One issue is that it lacks strong social features. It slows things down.;negative;male;Melbourne, Australia;2025-08-14
196;Personally, search results are inconsistent. It slows things down.;negative;male;Mombasa, Kenya;2023-11-09
197;I’d say you have to pay to use it at all. It makes the app harder to use.;negative;male;Rabat, Morocco;2023-10-15
198;For me, it works best only within Apple devices. It gets frustrating after a while.;negative;male;Brussels, Belgium;2022-12-07
199;So far, the interface is confusing and hard to navigate.;negative;male;Boston, United States;2024-03-06
200;One issue is that my music library doesn’t sync properly across devices. It makes it harder to manage my music.;negative;male;Hamburg, Germany;2023-01-20
201;Personally, songs sometimes disappear or get duplicated. It slows things down.;negative;male;Austin, United States;2024-08-28
202;The main problem is that recommendations aren’t very accurate. It makes it harder to manage my music.;negative;male;Monterrey, Mexico;2025-01-05
203;For me, it feels slow and laggy, especially on desktop.;negative;male;Chicago, United States;2024-08-21
204;Personally, managing playlists is more difficult than it should be.;negative;male;San Jose, United States;2024-09-30
205;The main problem is that it lacks strong social features.;negative;male;Austin, United States;2024-09-26
206;What bothers me is that search results are inconsistent.;negative;female;Suva, Fiji;2025-09-09
207;One issue is that you have to pay to use it at all. It makes the app harder to use.;negative;male;Ottawa, Canada;2024-07-09
208;One issue is that it works best only within Apple devices. It makes the app harder to use.;negative;male;La Paz, Bolivia;2025-07-24
209;So far, the interface is confusing and hard to navigate. It ends up feeling clunky.;negative;male;Durban, South Africa;2023-12-16
210;In my experience, my music library doesn’t sync properly across devices. It makes it harder to manage my music.;negative;male;Beijing, China;2023-04-16
211;Personally, songs sometimes disappear or get duplicated. That part could definitely be improved.;negative;male;Busan, South Korea;2023-07-19
212;I wanted to like it, but recommendations aren’t very accurate. That part could definitely be improved.;negative;male;Medellín, Colombia;2025-05-07
213;In my experience, it feels slow and laggy, especially on desktop. It makes it harder to manage my music.;negative;male;Shanghai, China;2023-07-28
214;What bothers me is that managing playlists is more difficult than it should be. It makes it harder to manage my music.;negative;male;Cali, Colombia;2025-04-13
215;So far, it lacks strong social features. It ends up feeling clunky.;negative;female;Canberra, Australia;2025-09-10
216;What bothers me is that search results are inconsistent. That part could definitely be improved.;negative;male;Philadelphia, United States;2024-07-24
217;I’d say you have to pay to use it at all. It ends up feeling clunky.;negative;male;Phuket, Thailand;2023-04-19
218;The main problem is that it works best only within Apple devices. It makes it harder to manage my music.;negative;male;Guadalajara, Mexico;2024-10-23
219;The main problem is that the interface is confusing and hard to navigate. It gets frustrating after a while.;negative;male;Mombasa, Kenya;2024-01-16
220;I wanted to like it, but my music library doesn’t sync properly across devices. That part could definitely be improved.;negative;female;Gold Coast, Australia;2025-09-16
221;I wanted to like it, but songs sometimes disappear or get duplicated. That part could definitely be improved.;negative;male;Delhi, India;2023-07-21
222;I wanted to like it, but recommendations aren’t very accurate.;negative;male;Manila, Philippines;2023-08-02
223;What bothers me is that it feels slow and laggy, especially on desktop. It gets frustrating after a while.;negative;male;Toronto, Canada;2024-05-14
224;For me, managing playlists is more difficult than it should be. It makes it harder to manage my music.;negative;male;Denver, United States;2024-05-27
225;I wanted to like it, but it lacks strong social features. It slows things down.;negative;male;Shenzhen, China;2023-06-10
226;I’d say search results are inconsistent.;negative;male;Rabat, Morocco;2024-01-10
227;What bothers me is that you have to pay to use it at all. It makes the app harder to use.;negative;male;San Diego, United States;2024-12-14
228;For me, it works best only within Apple devices. It ends up feeling clunky.;negative;male;San Antonio, United States;2024-04-30
229;One issue is that the interface is confusing and hard to navigate. It ends up feeling clunky.;negative;male;Lisbon, Portugal;2023-01-13
230;Honestly, my music library doesn’t sync properly across devices. It makes the experience less enjoyable.;negative;male;San Jose, United States;2024-02-26
231;What bothers me is that songs sometimes disappear or get duplicated.;negative;male;New York, United States;2024-02-27
232;So far, recommendations aren’t very accurate. It ends up feeling clunky.;negative;male;Toronto, Canada;2024-04-04
233;One issue is that it feels slow and laggy, especially on desktop.;negative;male;Birmingham, United Kingdom;2022-12-03
234;I wanted to like it, but managing playlists is more difficult than it should be. It makes the experience less enjoyable.;negative;male;Durban, South Africa;2023-09-17
235;So far, it lacks strong social features. It makes the experience less enjoyable.;negative;female;Sydney, Australia;2025-11-03
236;So far, search results are inconsistent. It makes it harder to manage my music.;negative;male;Queenstown, New Zealand;2025-08-18
237;I’d say you have to pay to use it at all. It makes the experience less enjoyable.;negative;female;Gold Coast, Australia;2025-10-23
238;Honestly, it works best only within Apple devices.;negative;male;Valparaíso, Chile;2025-03-28
239;Personally, the interface is confusing and hard to navigate. It makes the app harder to use.;negative;male;Houston, United States;2024-03-19
240;For me, my music library doesn’t sync properly across devices. It makes it harder to manage my music.;negative;female;Queenstown, New Zealand;2025-10-20
241;In my experience, songs sometimes disappear or get duplicated. It gets frustrating after a while.;negative;male;Cape Town, South Africa;2023-10-17
242;The main problem is that recommendations aren’t very accurate. It ends up feeling clunky.;negative;male;Montreal, Canada;2024-09-18
243;One issue is that it feels slow and laggy, especially on desktop. It ends up feeling clunky.;negative;male;San Antonio, United States;2024-09-12
244;Personally, managing playlists is more difficult than it should be. It makes it harder to manage my music.;negative;male;Monterrey, Mexico;2024-03-27
245;In my experience, it lacks strong social features. It makes the experience less enjoyable.;negative;male;Chennai, India;2023-08-21
246;Honestly, search results are inconsistent. It slows things down.;negative;male;Dakar, Senegal;2023-11-21
