review;score;Topico_Dominante;Porcentaje_Similitud
"I have had Spotify Premium for several years, without any issues. I recently switched to Duo and the service has never worked correctly, when trying to listen on Amazon Echo devices. I was FINALLY able to find the ""contact us"" option and after 30 (pre scripted) emails, the issue still exists. I asked for a refund for the 2 months of having Duo & was told ""as a courtesy"", they could refund 1 MONTH!!! Are you kidding me! Much better streaming options available.....I do NOT recommend Spotify.";1;1;37.34000015258789%
worst app only ads this is worst app for music;1;2;87.7300033569336%
👎👎;1;0;14.289999961853027%
ismein Kai bar hatane ke bekar aise;1;2;53.56999969482422%
worst please, yt music is much better than this;1;1;56.209999084472656%
I like this app. But I regret this app for premiums and ads.;1;3;69.31999969482422%
I don't have any problem while using sp for free but it always show me ads and tell 30 minute of uninterrupted listening but then after one song I always get that irritated me more;1;0;68.19999694824219%
just 3 songs per day, wow... i thought of not giving that one star also...;1;1;40.7599983215332%
plans are expensive;1;5;71.41999816894531%
bad;1;2;57.13999938964844%
i hacked my app idk it was unusable normally;1;5;57.15999984741211%
it became worst now;1;2;71.43000030517578%
because Hindi Ako nakakapag download;1;2;38.09000015258789%
Very Worst . May Ads And Can't Change Nest Song . 🤦🏻 I Hate Lot This App Very Very Wost . 😡 All Are Use YouTube;1;1;58.97999954223633%
HORRIBLEEEE. You can't even play music without paying. don't get this app.;1;3;89.23999786376953%
👍👍👍👍;1;0;14.289999961853027%
so I cnt choose the song I want to listen now, unless I pay premium;1;3;89.2699966430664%
too many advertisement 😞;1;0;71.41999816894531%
fed up of adds ......they say 30 min uninterrupted music but after each song they give adds;1;0;61.849998474121094%
this app is turned a worst app now. we can't forword or select a song by our own decision .;1;2;45.43000030517578%
Getting worst Day by day Too many ads, can't play a specific part of the song, can't play previous songs(the option has been disabled for non premium users), can't shuffle play the playlist, can't listen songs on loop, can't see lyrics for most songs(everything has been shifted to premium). Does anyone has a better alternative for this.;1;4;50.689998626708984%
This app sucks so don't bother downloading it. I can't play any songs without a premium because I reached the daily limit to what songs I can choose to listen to. They are clearly saying come back tomorrow so ya I ain't coming back to y'all;1;4;52.22999954223633%
I can't see lyrics as I did without premium...;1;5;82.83999633789062%
worst aap ever;1;2;53.56999969482422%
Can't login again;1;3;57.119998931884766%
if you don't have subscription of this app then this app is like hell.;1;3;66.68000030517578%
why on earth would the average user want a create button where the library button was. what.;1;6;74.05999755859375%
many ads I am unpleasant;1;0;71.41999816894531%
"Edit: the new ""Create"" shortcut is 100% useless in functionality, and worse than that, messing with muscle memory for where I press to listen to what I want. Previous complaint worthy of a 1 star review: Adding podcasts to My Episodes adds them to the beginning instead of the end, and then editing the order is impossible, rendering the Playlist useless as a ""to do"" Playlist. Instead I have to manage my own Playlist and go through extra steps to add new podcast episodes to the list.";1;6;56.56999969482422%
worst music app, there will be ad after every song which takes atleast 1 min and there is no skip button for ads;1;0;34.81999969482422%
This is ridiculous, I can't choose the songs I'd like to play, I can't even play them in order of the playlists, random stuff keeps getting mixed in. You say you want us Spotify users to have a great experience with this app yet this is absolute BS. All you care about is money, at this rate, you might lose all your users. Spotify used to let us do whatever we like, that was a great experience, not this. If you REALLY want money, pull an Ao3. Ask for donations, you'll probably get a few bucks.;1;3;46.08000183105469%
Don't allow to play song repeatly;1;4;78.55999755859375%
Doesn't play the song you specifically search and select, despite it having the correct name, band, etc. You had one job and couldn't even do that.;1;3;80.08999633789062%
is it just me or spotify stops my songs out of the blue, and then it just plays them like nothing happened(i am a premium user, and it has happened while am ofline);1;4;56.90999984741211%
"I'll say it right here. Spotify is scummy. They won't even let us loop a singular song without having premium. They play ads during ""30 minutes of ad free listening"" just for profit.";1;3;55.939998626708984%
four or so ads 30 seconds long each every like 15 minutes Want a break from the ads?;1;0;59.720001220703125%
so more advertisment chep aap;1;0;57.13999938964844%
very bad it even play's an incorrect song;1;4;62.939998626708984%
worst app ever used ...they just want us to buy their membership...wanna give negative rating ....other apps are too gudd from this;1;3;55.880001068115234%
first time i liked and the now spotify is only for rich;1;4;57.720001220703125%
why lock the device broadcast status setting?? thank you, I quit Spotify;1;6;50.59000015258789%
They put time stamps in their native podcast episode descriptions. Clicking on those time stamps just starts the episode over at the beginning. Just, why? The enshitification continues.;1;6;92.19000244140625%
IL n'est pas a mon goût parce que je peux pas entendre sans connexion resaux;1;2;82.8499984741211%
This app doesn't contain Assamese language.;1;2;57.06999969482422%
The free version keeps getting worse and worse. No wonder people have to pirate Spotify for it to even be usable;1;5;63.97999954223633%
Everything requires premium;1;5;46.959999084472656%
🤮💩;1;0;14.289999961853027%
App constantly asks me to rate it;1;5;29.690000534057617%
Hungry for money;1;3;71.43000030517578%
New UI is terrible, the create button does not need to be there;1;6;87.73999786376953%
so Bad .....;1;2;57.13999938964844%
more ads and less songs very disappointed;1;0;42.20000076293945%
hindi ko ma play yung mga favorite songs ko;1;4;59.16999816894531%
horrible, crashes every time you try to open the app;1;6;89.25%
Horrible. The usability and policies of this app are terrible. We don't see the time of the songs in advance, in the free option you can't listen to the same song. Disorganized, slow environment... Horrible.;1;4;74.04000091552734%
great way to ruin mood while we're feeling the musics;1;0;46.150001525878906%
Just uninstalled. Spotify has gone from best to worst! Giving ads is not enough? Now we can't even choose the song we want to play!! LOL! Wait we can't even skip songs more than 6 times a day now. Don't even deserve one star now. Hope one day they'll resolve it so that I can come back to Spotify;1;4;63.959999084472656%
bad app;1;2;71.41000366210938%
worst app everrrrrr;1;2;71.41000366210938%
you can't even play the songs of your choice they then ask you to explore premium what the hell is this?;1;3;58.45000076293945%
worst music experience 😪;1;2;78.52999877929688%
non stop music × non stop adds✓;1;4;63.15999984741211%
disgusting, ads ads ads;1;0;56.810001373291016%
constantly crashes;1;6;71.41999816894531%
isnt responding on my chromebook;1;6;38.099998474121094%
Personally, the recommendations are not always accurate. That part could definitely be improved.;1;3;51.20000076293945%
I’d say it’s hard to discover truly new music sometimes. It disrupts the experience.;1;0;53.65999984741211%
One issue is that the app can feel cluttered. It makes it harder to discover music.;1;0;91.41000366210938%
One issue is that personalized playlists sometimes repeat the same songs. It makes it harder to discover music.;1;0;50.630001068115234%
So far, switching devices can occasionally be inconsistent. That part could definitely be improved.;1;0;51.43000030517578%
One issue is that the app behaves differently across platforms. It makes the app harder to enjoy.;1;0;48.45000076293945%
I wanted to like it, but ads in the free version are disruptive. It ends up feeling repetitive.;1;0;70.66999816894531%
Personally, social features feel limited. It gets frustrating after a while.;1;0;89.27999877929688%
Personally, some songs or albums are missing.;1;4;62.86000061035156%
The main problem is that playback can lag or buffer sometimes. It ends up feeling repetitive.;1;0;91.43000030517578%
One issue is that the recommendations are not always accurate. It makes it harder to discover music.;1;0;91.41999816894531%
In my experience, it’s hard to discover truly new music sometimes. It makes it harder to discover music.;1;0;57.029998779296875%
One issue is that the app can feel cluttered. It makes it harder to discover music.;1;0;91.41000366210938%
What bothers me is that personalized playlists sometimes repeat the same songs. It gets frustrating after a while.;1;3;57.650001525878906%
What bothers me is that switching devices can occasionally be inconsistent. It makes it harder to discover music.;1;0;91.41999816894531%
Honestly, the app behaves differently across platforms. It disrupts the experience.;1;2;67.0999984741211%
In my experience, ads in the free version are disruptive. It makes the app feel less reliable.;1;0;92.19999694824219%
For me, social features feel limited. It ends up feeling repetitive.;1;0;89.27999877929688%
In my experience, some songs or albums are missing. It makes the app harder to enjoy.;1;0;53.54999923706055%
I wanted to like it, but playback can lag or buffer sometimes. It gets frustrating after a while.;1;0;66.52999877929688%
I wanted to like it, but the recommendations are not always accurate. It makes it harder to discover music.;1;0;64.33000183105469%
In my experience, it’s hard to discover truly new music sometimes.;1;1;53.650001525878906%
I’d say the app can feel cluttered. It makes the app feel less reliable.;1;0;91.41000366210938%
I’d say personalized playlists sometimes repeat the same songs.;1;3;87.7300033569336%
I wanted to like it, but switching devices can occasionally be inconsistent. It disrupts the experience.;1;0;68.25%
The main problem is that the app behaves differently across platforms. It disrupts the experience.;1;2;61.45000076293945%
Personally, ads in the free version are disruptive. It disrupts the experience.;1;0;89.27999877929688%
The main problem is that social features feel limited. It makes the app harder to enjoy.;1;0;92.19999694824219%
Honestly, some songs or albums are missing. It gets frustrating after a while.;1;4;52.81999969482422%
For me, playback can lag or buffer sometimes. It makes it harder to discover music.;1;0;90.47000122070312%
One issue is that the recommendations are not always accurate. It gets frustrating after a while.;1;0;89.27999877929688%
The main problem is that it’s hard to discover truly new music sometimes. It makes it harder to discover music.;1;0;60.880001068115234%
The main problem is that the app can feel cluttered. It makes the app harder to enjoy.;1;0;91.41000366210938%
The main problem is that personalized playlists sometimes repeat the same songs. It gets frustrating after a while.;1;3;53.7400016784668%
The main problem is that switching devices can occasionally be inconsistent. It makes the app harder to enjoy.;1;0;92.19999694824219%
One issue is that the app behaves differently across platforms. It makes the app harder to enjoy.;1;0;48.45000076293945%
I wanted to like it, but ads in the free version are disruptive. It makes the app harder to enjoy.;1;0;68.52999877929688%
I wanted to like it, but social features feel limited. That part could definitely be improved.;1;3;65.91999816894531%
What bothers me is that some songs or albums are missing.;1;4;62.86000061035156%
I wanted to like it, but playback can lag or buffer sometimes. It makes it harder to discover music.;1;0;69.97000122070312%
What bothers me is that the recommendations are not always accurate.;1;0;82.8499984741211%
One issue is that it’s hard to discover truly new music sometimes. It makes the app harder to enjoy.;1;0;61.04999923706055%
For me, the app can feel cluttered. It gets frustrating after a while.;1;0;85.69000244140625%
I’d say personalized playlists sometimes repeat the same songs. It gets frustrating after a while.;1;3;60.45000076293945%
So far, switching devices can occasionally be inconsistent. It makes the app feel less reliable.;1;0;92.19999694824219%
I wanted to like it, but the app behaves differently across platforms. That part could definitely be improved.;1;3;52.97999954223633%
Personally, ads in the free version are disruptive. That part could definitely be improved.;1;0;49.29999923706055%
Personally, social features feel limited. It ends up feeling repetitive.;1;0;90.47000122070312%
What bothers me is that some songs or albums are missing. It makes the app harder to enjoy.;1;0;54.619998931884766%
Honestly, playback can lag or buffer sometimes. It makes the app harder to enjoy.;1;0;91.41999816894531%
The main problem is that the recommendations are not always accurate. That part could definitely be improved.;1;3;52.86000061035156%
One issue is that it’s hard to discover truly new music sometimes. It gets frustrating after a while.;1;0;53.06999969482422%
One issue is that the app can feel cluttered. It makes the app feel less reliable.;1;0;92.19000244140625%
In my experience, personalized playlists sometimes repeat the same songs. That part could definitely be improved.;1;3;82.66999816894531%
Honestly, switching devices can occasionally be inconsistent. It makes the app feel less reliable.;1;0;92.19999694824219%
For me, the app behaves differently across platforms. That part could definitely be improved.;1;2;51.93000030517578%
One issue is that ads in the free version are disruptive. It disrupts the experience.;1;0;90.47000122070312%
One issue is that social features feel limited. It ends up feeling repetitive.;1;0;91.41999816894531%
For me, some songs or albums are missing. It makes it harder to discover music.;1;0;46.13999938964844%
In my experience, playback can lag or buffer sometimes. It makes it harder to discover music.;1;0;91.41999816894531%
Personally, the recommendations are not always accurate. It makes the app feel less reliable.;1;0;91.41999816894531%
In my experience, it’s hard to discover truly new music sometimes. It gets frustrating after a while.;1;0;48.79999923706055%
I wanted to like it, but the app can feel cluttered. It ends up feeling repetitive.;1;0;64.18000030517578%
In my experience, personalized playlists sometimes repeat the same songs. It ends up feeling repetitive.;1;0;50.0099983215332%
So far, switching devices can occasionally be inconsistent. It makes the app feel less reliable.;1;0;92.19999694824219%
So far, the app behaves differently across platforms. It ends up feeling repetitive.;1;2;46.459999084472656%
One issue is that ads in the free version are disruptive. It ends up feeling repetitive.;1;0;91.41999816894531%
So far, social features feel limited. It makes the app harder to enjoy.;1;0;91.41999816894531%
For me, some songs or albums are missing. That part could definitely be improved.;1;3;55.459999084472656%
I’d say playback can lag or buffer sometimes. It makes the app harder to enjoy.;1;0;91.41999816894531%
Honestly, the recommendations are not always accurate. It disrupts the experience.;1;0;87.75%
For me, it’s hard to discover truly new music sometimes. It makes the app feel less reliable.;1;0;58.31999969482422%
I wanted to like it, but the app can feel cluttered. It gets frustrating after a while.;1;0;56.439998626708984%
Personally, personalized playlists sometimes repeat the same songs. It disrupts the experience.;1;3;47.9900016784668%
What bothers me is that switching devices can occasionally be inconsistent. It makes it harder to discover music.;1;0;91.41999816894531%
Personally, the app behaves differently across platforms. It ends up feeling repetitive.;1;2;46.459999084472656%
So far, ads in the free version are disruptive. It disrupts the experience.;1;0;89.27999877929688%
Honestly, social features feel limited. It disrupts the experience.;1;0;89.27999877929688%
The main problem is that some songs or albums are missing. It makes it harder to discover music.;1;0;55.90999984741211%
Personally, playback can lag or buffer sometimes. It disrupts the experience.;1;0;89.27999877929688%
Personally, the recommendations are not always accurate.;1;0;82.8499984741211%
Personally, it’s hard to discover truly new music sometimes. It gets frustrating after a while.;1;0;52.59000015258789%
So far, the app can feel cluttered. It makes the app feel less reliable.;1;0;91.41000366210938%
For me, personalized playlists sometimes repeat the same songs. That part could definitely be improved.;1;3;91.41999816894531%
Honestly, switching devices can occasionally be inconsistent. It makes the app feel less reliable.;1;0;92.19999694824219%
One issue is that the app behaves differently across platforms. That part could definitely be improved.;1;2;43.119998931884766%
What bothers me is that ads in the free version are disruptive.;1;0;85.70999908447266%
Personally, social features feel limited. It gets frustrating after a while.;1;0;89.27999877929688%
In my experience, some songs or albums are missing.;1;4;69.05999755859375%
What bothers me is that playback can lag or buffer sometimes. It makes it harder to discover music.;1;0;91.41999816894531%
In my experience, the recommendations are not always accurate. It makes the app harder to enjoy.;1;0;90.45999908447266%
Personally, it’s hard to discover truly new music sometimes. It makes it harder to discover music.;1;0;59.380001068115234%
Honestly, the app can feel cluttered. It makes it harder to discover music.;1;0;90.45999908447266%
What bothers me is that personalized playlists sometimes repeat the same songs. It makes the app harder to enjoy.;1;3;54.13999938964844%
I’d say switching devices can occasionally be inconsistent. It makes it harder to discover music.;1;0;91.41999816894531%
I’d say the app behaves differently across platforms. That part could definitely be improved.;1;3;47.630001068115234%
The main problem is that ads in the free version are disruptive. That part could definitely be improved.;1;0;48.650001525878906%
So far, social features feel limited.;1;0;85.69999694824219%
One issue is that some songs or albums are missing.;1;4;85.68000030517578%
In my experience, playback can lag or buffer sometimes.;1;0;85.70999908447266%
The main problem is that the recommendations are not always accurate. It ends up feeling repetitive.;1;0;90.47000122070312%
One issue is that it’s hard to discover truly new music sometimes. It gets frustrating after a while.;1;0;53.09000015258789%
The main problem is that the app can feel cluttered. It disrupts the experience.;1;0;89.2699966430664%
For me, personalized playlists sometimes repeat the same songs. It gets frustrating after a while.;1;3;62.15999984741211%
For me, switching devices can occasionally be inconsistent. It makes the app harder to enjoy.;1;0;90.47000122070312%
I wanted to like it, but the app behaves differently across platforms. It makes the app feel less reliable.;1;2;43.349998474121094%
Personally, ads in the free version are disruptive.;1;0;85.70999908447266%
I wanted to like it, but social features feel limited.;1;0;52.130001068115234%
In my experience, some songs or albums are missing. It makes it harder to discover music.;1;0;52.02000045776367%
In my experience, playback can lag or buffer sometimes. It makes the app harder to enjoy.;1;0;91.41999816894531%
I wanted to like it, but the recommendations are not always accurate.;1;0;46.130001068115234%
So far, it’s hard to discover truly new music sometimes. It makes the app feel less reliable.;1;0;60.9900016784668%
I wanted to like it, but the app can feel cluttered. It gets frustrating after a while.;1;0;56.439998626708984%
So far, personalized playlists sometimes repeat the same songs. That part could definitely be improved.;1;3;79.4800033569336%
In my experience, switching devices can occasionally be inconsistent. That part could definitely be improved.;1;0;51.41999816894531%
The main problem is that the app behaves differently across platforms. It makes the app feel less reliable.;1;0;51.060001373291016%
The main problem is that ads in the free version are disruptive. It ends up feeling repetitive.;1;0;91.41999816894531%
Personally, social features feel limited. It ends up feeling repetitive.;1;0;90.47000122070312%
In my experience, some songs or albums are missing. It makes the app feel less reliable.;1;0;58.5%
I wanted to like it, but playback can lag or buffer sometimes. It ends up feeling repetitive.;1;0;70.94999694824219%
For me, the recommendations are not always accurate. It makes the app feel less reliable.;1;0;90.45999908447266%
One issue is that it’s hard to discover truly new music sometimes. It disrupts the experience.;1;0;54.4900016784668%
One issue is that the app can feel cluttered. That part could definitely be improved.;1;3;49.720001220703125%
I wanted to like it, but personalized playlists sometimes repeat the same songs.;1;3;89.2699966430664%
The main problem is that switching devices can occasionally be inconsistent. It makes the app harder to enjoy.;1;0;92.19999694824219%
For me, the app behaves differently across platforms. It makes the app feel less reliable.;1;2;53.0%
I’d say ads in the free version are disruptive. It makes the app harder to enjoy.;1;0;91.41999816894531%
Personally, social features feel limited. It makes the app harder to enjoy.;1;0;91.41999816894531%
I wanted to like it, but some songs or albums are missing. It disrupts the experience.;1;4;50.9900016784668%
One issue is that playback can lag or buffer sometimes. It ends up feeling repetitive.;1;0;91.43000030517578%
I wanted to like it, but the recommendations are not always accurate. It ends up feeling repetitive.;1;0;66.19000244140625%
What bothers me is that it’s hard to discover truly new music sometimes. It gets frustrating after a while.;1;0;52.59000015258789%
Honestly, the app can feel cluttered. It gets frustrating after a while.;1;0;87.73999786376953%
Personally, personalized playlists sometimes repeat the same songs.;1;3;64.58000183105469%
Personally, switching devices can occasionally be inconsistent. It makes the app harder to enjoy.;1;0;91.41999816894531%
I’d say the app behaves differently across platforms. It makes the app harder to enjoy.;1;2;50.150001525878906%
One issue is that ads in the free version are disruptive. It makes the app feel less reliable.;1;0;92.8499984741211%
I’d say social features feel limited.;1;0;85.69999694824219%
Honestly, some songs or albums are missing. It makes the app feel less reliable.;1;0;59.27000045776367%
What bothers me is that playback can lag or buffer sometimes.;1;0;85.70999908447266%
The main problem is that the recommendations are not always accurate.;1;0;85.69999694824219%
Personally, it’s hard to discover truly new music sometimes.;1;1;47.63999938964844%
In my experience, the app can feel cluttered. It makes the app harder to enjoy.;1;0;90.44999694824219%
What bothers me is that personalized playlists sometimes repeat the same songs. It disrupts the experience.;1;3;51.77000045776367%
I’d say switching devices can occasionally be inconsistent. It makes it harder to discover music.;1;0;91.41999816894531%
What bothers me is that the app behaves differently across platforms. It gets frustrating after a while.;1;2;52.90999984741211%
I wanted to like it, but ads in the free version are disruptive. It makes it harder to discover music.;1;0;69.62999725341797%
In my experience, social features feel limited. It ends up feeling repetitive.;1;0;90.47000122070312%
One issue is that some songs or albums are missing.;1;4;85.68000030517578%
Personally, playback can lag or buffer sometimes. It disrupts the experience.;1;0;89.27999877929688%
For me, the recommendations are not always accurate. It makes the app feel less reliable.;1;0;90.45999908447266%
In my experience, it’s hard to discover truly new music sometimes. It makes it harder to discover music.;1;0;57.029998779296875%
I wanted to like it, but the app can feel cluttered. It makes the app harder to enjoy.;1;0;59.81999969482422%
I wanted to like it, but personalized playlists sometimes repeat the same songs. It makes it harder to discover music.;1;3;65.0%
In my experience, switching devices can occasionally be inconsistent. It disrupts the experience.;1;0;89.27999877929688%
I’d say the app behaves differently across platforms.;1;2;71.88999938964844%
Personally, ads in the free version are disruptive. It gets frustrating after a while.;1;0;89.27999877929688%
I wanted to like it, but social features feel limited. It makes the app feel less reliable.;1;0;69.86000061035156%
I’d say some songs or albums are missing. That part could definitely be improved.;1;3;60.720001220703125%
I’d say playback can lag or buffer sometimes. It makes the app feel less reliable.;1;0;92.19999694824219%
I’d say the recommendations are not always accurate. It makes the app feel less reliable.;1;0;91.41999816894531%
One issue is that it’s hard to discover truly new music sometimes. It disrupts the experience.;1;0;54.47999954223633%
The main problem is that the app can feel cluttered. It disrupts the experience.;1;0;89.2699966430664%
What bothers me is that personalized playlists sometimes repeat the same songs. It gets frustrating after a while.;1;3;57.63999938964844%
So far, switching devices can occasionally be inconsistent. It ends up feeling repetitive.;1;0;90.47000122070312%
I’d say the app behaves differently across platforms. It makes the app feel less reliable.;1;0;47.150001525878906%
For me, ads in the free version are disruptive.;1;0;82.8499984741211%
One issue is that social features feel limited.;1;0;87.73999786376953%
One issue is that some songs or albums are missing. It makes it harder to discover music.;1;0;52.43000030517578%
For me, playback can lag or buffer sometimes.;1;0;82.86000061035156%
What bothers me is that the recommendations are not always accurate. It ends up feeling repetitive.;1;0;89.27999877929688%
I wanted to like it, but it’s hard to discover truly new music sometimes. It ends up feeling repetitive.;1;1;48.29999923706055%
I wanted to like it, but the app can feel cluttered. It makes the app feel less reliable.;1;0;65.26000213623047%
Personally, personalized playlists sometimes repeat the same songs. It makes the app harder to enjoy.;1;3;49.779998779296875%
In my experience, switching devices can occasionally be inconsistent.;1;0;85.70999908447266%
Personally, the app behaves differently across platforms. That part could definitely be improved.;1;2;46.290000915527344%
Personally, ads in the free version are disruptive. It gets frustrating after a while.;1;0;89.27999877929688%
The main problem is that social features feel limited. It makes the app harder to enjoy.;1;0;92.19999694824219%
In my experience, some songs or albums are missing. It ends up feeling repetitive.;1;0;50.61000061035156%
One issue is that playback can lag or buffer sometimes.;1;0;87.75%
The main problem is that the recommendations are not always accurate. It gets frustrating after a while.;1;0;89.27999877929688%
In my experience, it’s hard to discover truly new music sometimes.;1;1;53.630001068115234%
I’d say the app can feel cluttered. That part could definitely be improved.;1;3;62.7599983215332%
For me, personalized playlists sometimes repeat the same songs.;1;3;85.68000030517578%
Personally, switching devices can occasionally be inconsistent. It ends up feeling repetitive.;1;0;90.4800033569336%
For me, the app behaves differently across platforms. It makes it harder to discover music.;1;2;51.900001525878906%
Personally, ads in the free version are disruptive. That part could definitely be improved.;1;0;49.29999923706055%
In my experience, social features feel limited. It makes the app harder to enjoy.;1;0;91.41999816894531%
I’d say some songs or albums are missing. It gets frustrating after a while.;1;4;55.0099983215332%
Honestly, playback can lag or buffer sometimes. It gets frustrating after a while.;1;0;89.27999877929688%
What bothers me is that the recommendations are not always accurate.;1;0;82.8499984741211%
What bothers me is that it’s hard to discover truly new music sometimes.;1;1;47.63999938964844%
One issue is that the app can feel cluttered. It makes it harder to discover music.;1;0;91.41000366210938%
I wanted to like it, but personalized playlists sometimes repeat the same songs. It ends up feeling repetitive.;1;3;58.13999938964844%
What bothers me is that switching devices can occasionally be inconsistent. That part could definitely be improved.;1;0;49.130001068115234%
I wanted to like it, but the app behaves differently across platforms. It makes it harder to discover music.;1;2;41.150001525878906%
One issue is that ads in the free version are disruptive. It gets frustrating after a while.;1;0;90.47000122070312%
I’d say social features feel limited. It makes the app feel less reliable.;1;0;92.19999694824219%
I wanted to like it, but some songs or albums are missing. It ends up feeling repetitive.;1;4;42.150001525878906%
Personally, playback can lag or buffer sometimes. It makes it harder to discover music.;1;0;91.41999816894531%
The main problem is that the recommendations are not always accurate. That part could definitely be improved.;1;3;52.86000061035156%
The main problem is that it’s hard to discover truly new music sometimes. It gets frustrating after a while.;1;0;54.540000915527344%
What bothers me is that the app can feel cluttered. It makes it harder to discover music.;1;0;90.45999908447266%
One issue is that personalized playlists sometimes repeat the same songs. It makes it harder to discover music.;1;0;50.630001068115234%
I’d say switching devices can occasionally be inconsistent. It makes the app harder to enjoy.;1;0;91.41999816894531%
What bothers me is that the app behaves differently across platforms. It ends up feeling repetitive.;1;2;46.459999084472656%
What bothers me is that ads in the free version are disruptive. It disrupts the experience.;1;0;89.27999877929688%
Honestly, social features feel limited. It makes the app harder to enjoy.;1;0;91.41999816894531%
For me, some songs or albums are missing. That part could definitely be improved.;1;3;55.459999084472656%
One issue is that playback can lag or buffer sometimes. It makes the app harder to enjoy.;1;0;92.19999694824219%
For me, the recommendations are not always accurate. It makes the app feel less reliable.;1;0;90.45999908447266%
I’d say it’s hard to discover truly new music sometimes.;1;1;48.06999969482422%
In my experience, the app can feel cluttered. It ends up feeling repetitive.;1;0;89.2699966430664%
For me, personalized playlists sometimes repeat the same songs. It makes the app feel less reliable.;1;3;49.70000076293945%
So far, switching devices can occasionally be inconsistent. It disrupts the experience.;1;0;89.27999877929688%
I wanted to like it, but the app behaves differently across platforms. It makes the app harder to enjoy.;1;2;45.31999969482422%
Honestly, ads in the free version are disruptive.;1;0;85.70999908447266%
What bothers me is that social features feel limited. It makes it harder to discover music.;1;0;91.41999816894531%
One issue is that some songs or albums are missing.;1;4;85.68000030517578%
One issue is that playback can lag or buffer sometimes. It makes the app feel less reliable.;1;0;92.8499984741211%
In my experience, the recommendations are not always accurate. It gets frustrating after a while.;1;0;87.73999786376953%
So far, it’s hard to discover truly new music sometimes. That part could definitely be improved.;1;1;37.380001068115234%
The main problem is that the app can feel cluttered. It makes it harder to discover music.;1;0;91.41999816894531%
I wanted to like it, but personalized playlists sometimes repeat the same songs. It makes the app harder to enjoy.;1;3;68.2300033569336%
One issue is that switching devices can occasionally be inconsistent. It makes the app harder to enjoy.;1;0;92.19999694824219%
For me, the app behaves differently across platforms. It makes the app harder to enjoy.;1;2;56.689998626708984%
What bothers me is that ads in the free version are disruptive. It gets frustrating after a while.;1;0;89.27999877929688%
Honestly, social features feel limited. It disrupts the experience.;1;0;89.27999877929688%
One issue is that some songs or albums are missing. It makes the app harder to enjoy.;1;0;54.02000045776367%
I wanted to like it, but playback can lag or buffer sometimes. It gets frustrating after a while.;1;0;66.52999877929688%
I’d say the recommendations are not always accurate. It makes the app feel less reliable.;1;0;91.41999816894531%
So far, it’s hard to discover truly new music sometimes. That part could definitely be improved.;1;1;37.380001068115234%
So far, the app can feel cluttered. It ends up feeling repetitive.;1;0;89.2699966430664%
One issue is that personalized playlists sometimes repeat the same songs.;1;3;44.40999984741211%
What bothers me is that switching devices can occasionally be inconsistent. It gets frustrating after a while.;1;0;89.27999877929688%
I wanted to like it, but the app behaves differently across platforms. It disrupts the experience.;1;2;70.23999786376953%
