review;score;Topico_Dominante;Porcentaje_Similitud
great;4;2;58.29999923706055%
GOOD APP FOR SONGS PLAYING;4;2;54.279998779296875%
After this last update it closes eveytime you play a track and see the info of it.;4;1;88.06999969482422%
I love everything about Spotify except the way it plays audiobooks. It would keep skipping chapters.;4;1;80.33999633789062%
I've been trying to renew my subscription but for some days now it's not been working.;4;1;83.29000091552734%
good but need data( network);4;4;79.08999633789062%
overall it is a good music app. if you can add caller tunes on the app then it becomes super;4;5;36.130001068115234%
The amount of adds are unbearable if you don't get premium, however the podcasts redeem this as ypu don't need premium and there are often an exclusive video element on spotify.;4;1;72.33999633789062%
I use Spotify every day, and now, the song will just pause on its own every few songs or so. This is really getting on my nerves, and it's only gotten worse in the last few months. PLEASE FIX THIS.;4;1;51.43000030517578%
excellent features. great music library. top quality sound as well. AI DJ is a vibe. Premium access for me is a little expensive but it could be worth it...;4;1;33.18000030517578%
love this app but one thing can be added which will make the app so better u can add like friend system in which when u add someone in ur friendlist then you can see what other person is hearing or u guys can listen at same time while sitting away from each other I would love this feature;4;1;35.41999816894531%
this is the best song app I love it;4;0;61.029998779296875%
nice makkala;4;3;58.33000183105469%
6 skips as a limit is not fair hope you fix it;4;1;47.5099983215332%
👍🥇;4;0;16.670000076293945%
before I have it a 3 because i hated the switch to premium. every single thing was premium. but i realised you can't switch to another music app. Spotify is just better at everything. so I was using cracked for a while then I just thought I'd get the student plan which is 60 per month and i think that's fair and reasonable. now am giving this a 4 star cause it's got some bugs and lags i hope they fix it soon. keep it on Spotify;4;1;56.25%
I like this app;4;1;38.90999984741211%
it used to be good, until it becomes greedy.. 😟 but still good of you have premium, which I don't have.;4;1;43.869998931884766%
Spotify is the best app for listening music ,but it's bores me with advertisement;4;0;72.6500015258789%
sen ne guzel uygulamasin sensiz bir saniyem gecmez sensiz yasayamam. sadece telefonlarda birden fazla sarkiyi ayni anda secip liste degistirebilsem seninle evlenirim canim spotify'im;4;2;39.099998474121094%
simply the best app for streaming music;4;0;86.08999633789062%
Only thing is I can't stand these not skippable adds and VERY limited skips.;4;5;47.099998474121094%
easy to listen to music and it's world wide;4;5;45.72999954223633%
Blank/loading on the library & sudden offline after this recent update.;4;1;36.130001068115234%
it plays music smoothly and I can get access to all different genres;4;2;40.939998626708984%
Spotify has always been known for how good it is and how it is the best music player ever, but the app appearance is a little outdated, so it would be a hundred times better if you would make a change to the appearance that would look satisfying. and appreciate it if you read my rating.;4;1;41.95000076293945%
very good mostly;4;4;72.22000122070312%
the only thing holding this app from getting 5 stars is their algorithm;4;1;52.25%
wonderful;4;1;58.33000183105469%
I think it's really good I just find the ads a bit annoying sometimes but I understand why there is ads;4;4;61.47999954223633%
I absolutely LOVE Spotify, there's no limit to what you can watch and you get so many things even without Premium. The only thing I'd change is the amount of ads. I'm not sure about anyone else but I get a ridiculous amount of ads (three or four) every two songs. And you know those 'Ad free listening for 30 minutes'? Less than 7 minutes later I get an add. Please fix this Spotify :);4;2;54.34000015258789%
1) Fix the queue menu. Can't remove songs at all anymore, even with premium, and you can't see additional info on the song or artist without actually playing the song. Including adding music to playlists. It's pointless. 2) Fix editing on the app. It doesn't work hardly at all. If I move more than 2 songs at once it doesn't save. I've spent like 40 minutes trying to move 6 songs because it won't save it. Even tried closing the app. Nothing. 3) App crashes a lot more lately. It's infuriating;4;2;77.93000030517578%
ok but ads are too much it's best 😊😊;4;0;43.310001373291016%
play everything I like listening to.;4;2;58.11000061035156%
recommendations could be better;4;5;54.04999923706055%
Brand new phone with nothing installed or anything casuin things to slow down and this app takes like 10 min to start up. Still a good app it just has its moments to fix itself and take time to function before starting the first song;4;2;50.18000030517578%
after every song too many ads are played please fix this and listening experience is excellent;4;2;52.20000076293945%
just started so fat so good;4;4;72.12999725341797%
good 👍;4;4;58.33000183105469%
takes way to much space in my phone;4;2;86.06999969482422%
"I love this app, but i have a problem with it too. I currently live in New Zealand, but when I went overseas to Australia and used the 2 week period to use Spotify as usual. But when i returned back, it said that i needed to ""update my location"" but as i did, it said i still had to do so. I've done this process a lot, but nothing changes, its a massive issue for myself, all i ask is for it to be fixed. Thank you 🙏";4;1;53.02000045776367%
I really like this app, the only thing keeping me away from giving it from giving it a 5/5 is that sometimes when I try opening the app, it just stays on a black screen so I uave to delete it and reinstall it all over again.;4;2;68.25%
it's a great app and I'm enjoying using it;4;3;36.439998626708984%
premium is worth before they used to show ad in premium now they don't 100percent worth the premium;4;1;68.02999877929688%
fantastic 😍 man..;4;5;72.22000122070312%
please add HiRes plan;4;1;78.72000122070312%
10/10 experience with Spotify premium,the ai DJ and recommended playlist the free experience is not too bad;4;1;46.130001068115234%
just started using good till now.;4;4;65.69999694824219%
I like it;4;1;58.16999816894531%
thanks and i am from India;4;5;38.869998931884766%
The AI dj pulls songs from the same group of songs over and over again.;4;2;56.95000076293945%
I love Spotify, it is a great app of use for daily music, and it gives you monthly reviews of what you've listed to. The only thing I find annoying about Spotify is when you get the same ads over and over again. Other than that it's an amazing app.;4;0;27.399999618530273%
the best;4;0;58.33000183105469%
it hase all of musics i want, but after a few months if you are a free user of the app it will be unavailable.;4;1;45.439998626708984%
fantastic 😍;4;5;58.33000183105469%
the app is really great for finding new music of a simillartype to the ones you already like. you can discover new artists in a simillar fashion...;4;2;50.0%
Good selection;4;4;38.88999938964844%
Very bad and glitchy app;4;4;41.65999984741211%
I wish I had more access to things if I had premium. But besides that, I love listening to the music.;4;5;36.970001220703125%
best app but some time later suggest buy premium;4;1;63.68000030517578%
premium doesn't have many perks except no ads it's cool tho;4;1;38.27000045776367%
so far is okay;4;4;72.0999984741211%
keep up with the standards;4;5;72.20999908447266%
playback is not cool though;4;0;29.170000076293945%
ads r pissin me off;4;1;38.97999954223633%
it's fine if u pay for premium and I love how whenever I tell them about a bug it's usually fixed with the week I do appreciate that;4;1;38.16999816894531%
good 👍;4;4;58.33000183105469%
This is a very good appp🎧🎧🎧🎧🎵🎵;4;4;38.90999984741211%
it's good but after the update it's crashing whenever i click on a song :/;4;2;44.2400016784668%
"Everything is fine but I can't play ""Pure Souls"" by Kanye West and be in the app.When I do that the app closes immediately.";4;2;53.86000061035156%
please let us enjoy music not so much recharge conditions.;4;1;52.540000915527344%
great 👍😃;4;2;58.29999923706055%
the premium version is great but without it the app sucks;4;1;38.93000030517578%
excellent;4;3;58.33000183105469%
it's all good but ads are not good and ads disturbs our music feel;4;4;59.52000045776367%
does just enough on every front to barely be the best. tidal/ytm has better recs, literally every service has higher quality audio, but they don't perform/have as much support as Spotify.;4;0;22.239999771118164%
wow;4;4;58.33000183105469%
it's very useless without premium but once you buy premium it's best app there for music;4;1;45.279998779296875%
a very good app with sufficient features and no competition but Spotify and Youtube are asking for premium to download songs which is a pain;4;1;61.439998626708984%
some regional songs don't have lyrics;4;2;72.20999908447266%
great but has to many ADS;4;4;53.790000915527344%
Brilliant 👏;4;3;58.33000183105469%
don't ask for primium;4;1;72.22000122070312%
music is peace of mental;4;4;38.869998931884766%
nice app;4;3;72.0999984741211%
"It'll play music just fine, but if I try to fully open the song that's playing to look at the lyrics or something, it just closes. I've restarted my phone and un/re-installed the app. Spotify locks up and says, ""This app has stopped working.""";4;2;49.880001068115234%
good;4;4;58.33000183105469%
best app for music only if you don't have Spotify premium ads are annoying;4;0;45.22999954223633%
Very good;4;4;58.33000183105469%
great app;4;2;72.0199966430664%
you should let us transfer for our music and likes of music from our old listening app onto this app and then it would be five stars;4;1;52.619998931884766%
very good for music lovers like me;4;3;43.2599983215332%
I would give spotify 5 stars, its definitely a great music app and im very happy with it only problem I have with it is on a tablet, at the moment its sort of broken the player isnt the best and there is no lyrics or insights only in portrait mode. Hopefully they fix this in an update and make it more optimised for android tablets, then I'll be able to give 5 stars 😊;4;1;35.56999969482422%
how do I change my email without losing the music I downloaded;4;1;52.95000076293945%
good for listening music, with some irritation ads;4;4;48.31999969482422%
Omg I love it so much but it never loaddddddds so every time I want to use it I have to delete and readd the app it is sooooooooo annoying it never did this before but I still do it because It is such an amazing app;4;1;55.7599983215332%
superrr service;4;4;58.279998779296875%
I like to listen to songs with Spotify;4;2;50.349998474121094%
very nice 👍;4;3;58.33000183105469%
too many adds. otherwise best music app.;4;4;50.09000015258789%
l love Spotify except sometimes there are too many commercials, ads, especially in a different language, but other then that I love it;4;1;33.16999816894531%
It's really good, but the downfall is that after I skipped about 6-7 songs there was a ad.;4;4;83.27999877929688%
Good 👍;4;4;58.33000183105469%
Good App. & Ready Playlists. Updated 16052025.;4;1;43.43000030517578%
it'll show like 4 different versions of a song but the words don't scroll left to right, so you can read which version you're downloading when searching a song.;4;4;45.939998626708984%
There is a problem with the lyrics in this, the lyrics are not coming, can you fix it, that means play any song but the lyrics don't come in it, if I can get the lyrics then please do it quickly solve this problem 🙏🏻;4;2;65.9000015258789%
some ads were rly annoying and kept coming back :(;4;4;46.290000915527344%
It a wonderful 😊 app .....;4;1;39.02000045776367%
great app, especially if you go premium;4;2;52.25%
this app was help full for music production;4;2;83.16999816894531%
Please fix the widgets!;4;1;79.12000274658203%
I wish they would stop changing the playlists they make for me. I keep going back, wanting to the genre that Spotify thought I would like and I've been listening to on repeat, hoping to hear a specific song, but nope. It's gone. 🙃;4;2;61.0099983215332%
took Spotify a year to figure out replies to comments;4;1;86.0999984741211%
the repeat button never works...;4;1;39.90999984741211%
quite good;4;4;38.900001525878906%
best app music;4;0;79.12000274658203%
This is good but there should be less ads;4;4;79.16999816894531%
godd;4;0;16.670000076293945%
app is excellent but just bring in download option for single songs as in apple music and all .. now we can't download a single song in Spotify right. Provide an option for that and it ll be excellent;4;2;35.279998779296875%
nice app;4;3;72.11000061035156%
good;4;4;58.33000183105469%
I like it;4;1;58.16999816894531%
very good;4;4;58.33000183105469%
"While I think it's fine to not let me choose the order of my songs, I'd like for the songs to be played when I choose an album to only be from the album, instead of treating it like a radio, since I figured that's what the stations are for. I'd also like/recommend letting people add songs from an album when they search it rather than only when you press ""add to this playlist"". Overall minor gripes as the app has had improvements";4;2;56.93000030517578%
Hola. Con la última actualización rediseñaron ciertos apartados de la aplicación, que en lo personal, hacen que la aplicación sea más estética y limpia, sin embargo, el apartado de 'crear' que añadieron como un acceso directo es tanto molesto como innecesario tenerlo ahí, deberían volver a solo 3 pestañas (inicio, buscar y biblioteca), ya que, crear una playlist y una jam es algo que se puede hacer desde el la pestaña de 'biblioteca'. De antemano gracias! :);4;3;86.83000183105469%
the app is really good but why have they removed spotify mini week premium?;4;4;34.290000915527344%
Music unlimited;4;5;72.02999877929688%
"in early years, too much intruption; now doesn't start the selected music piece. Technically goddsoftware and content achieving...";4;1;55.61000061035156%
it's good but needs improvement in terms of Zimbabwe music you can't seriously move from a slow love song to a loud African Initiated Church Hymn then, next a traditional mbira themed song;4;4;33.939998626708984%
This app is good to be honest, but there should pe LYRICS option and DELETE HISTORY. I will be really happy if you work on these updates.;4;5;34.15999984741211%
Good however alot of adds;4;4;54.61000061035156%
the only down part about it is I just get a lot of ads and it gets annoying;4;4;55.310001373291016%
It dosent always come up with the right Songs;4;1;53.970001220703125%
it has gotten better but still I think there is a glitch whenever I open the song to see the lyrics it just crashes i hope they fix it;4;2;62.22999954223633%
started good at first, been using Spotify for years now. but today I accidentally deleted my Spotify n now when I'm trying to log it, it won't let me sign in using this email, and everytime when I wait, it would say that smth went wrong. can someone help me 😔🙏;4;1;53.61000061035156%
so many adds;4;4;72.11000061035156%
good one star is decreased because for some songs lyricsis not given so but other vise excellent;4;1;37.66999816894531%
They upgraded.. Now they are so much better.;4;1;72.11000061035156%
Great for music maybe can improve custimisation.;4;2;47.790000915527344%
this app is very much nice but sometime the ads game when I play any music and this make me unhappy.;4;1;41.790000915527344%
Good;4;4;58.33000183105469%
nice;4;3;58.33000183105469%
👌 very nice to see 👀 in my life;4;3;29.170000076293945%
I love it , but I don't like how they add songs to my Playlists;4;2;69.4000015258789%
it is okay to hear musics;4;0;32.029998779296875%
good app but ads;4;4;79.08000183105469%
You said I should try reinstall would you.ind telling me what I am reinstalling here do you mean I should reinstall the Bluetooth? or off my entire android smartphone you mean I shd reinstall or reboot the phone ?;4;2;81.11000061035156%
Very good for music would be 5 stars but just a little to many advertisements in between listening;4;4;56.4900016784668%
Love the app. I can listen to songs I want to hear.;4;2;64.8499984741211%
I have Spotify premium, very good and Spotify dj is so underrated, but it keeps crashing and idk what to do. I uninstalled it, I restarted my phone, and it still won't work. pls fix asap;4;1;56.93000030517578%
👌;4;0;16.670000076293945%
nice;4;3;58.33000183105469%
It's been ok for 90% of the time but then it wouldn't let me listen to my liked songs for 2 weeks.;4;2;47.83000183105469%
great app but a bit too much adds,maybe subscription would help but the sound quality is great and u would enjoy this app but it doesn't show lyrics to all the songs but still a pretty enjoyable experience as I won't usually look up at lyrics;4;2;69.25%
Spotify is great and the audio quality is good. But it would be better if it had a feature to identify songs playing around or voice search.;4;2;47.68000030517578%
Enjoy using it;4;1;38.88999938964844%
I don't like if it adds.;4;5;71.94000244140625%
but when you don't have the premium just don't install,because when you pout on a music the put you another one and it's really disturbing;4;2;78.43000030517578%
I am enjoying the app and use it daily , but I do not like the 'DJ' recommendations. Also, the Daily playlists used to provide new music, now it's just repetitive and recommending the same songs from the same artist from different albums. Please add sort by play count feature. I would like to listen to music that I have in my playlists, that have not had much attention. Thanks;4;2;50.61000061035156%
it's good but there are somethings we're in wish there weren't ads also,everytime I would try to play a song you would have to wait for the song to come on, and then it will start playing.;4;2;81.0999984741211%
I have premium but tbh when I didn't I can't say I liked the frequency of the ads, maybe a lil more spaced out would be better tbh. Other than that love the app!;4;2;38.27000045776367%
FIX THE QUEUE UI AND YOU'LL EARN MY 5 STARS BACK;4;1;58.2599983215332%
irritation ads;4;4;58.33000183105469%
beautiful;4;0;58.33000183105469%
its good but since right now i cant go in the lyrics or see the artist becasue it crashs;4;1;52.400001525878906%
good it's spotify.... like what else do i say;4;1;49.459999084472656%
Spotify is the best app for music streaming,but recently i can't view the song credentials or the lyrics ,the app keeps stopping.;4;0;48.400001525878906%
theirs to much if ads content bcuz of that the mood of listening to music not last for long so I'll request the content of the ads should be reduced;4;4;54.41999816894531%
everything is good but it doesn't show how many people has listened to the song;4;1;41.36000061035156%
Good App but so many Ads:);4;4;83.27999877929688%
if there was a way you could just continue from the old playlist where you left off it would have been great;4;2;74.5%
I'd rate Spotify 4 Stars because sometimes you add a song to your playlist automatically some song's just becomes blank 😒.....but it really a great app;4;2;55.58000183105469%
Amazing 😍;4;0;58.33000183105469%
the only music I use, the best one though! the only thing I don't like is if you don't have premium, you only have 6 skips an hour 😥;4;1;55.720001220703125%
if I asked for one to play. whole album will playing you may have correct these problem;4;1;89.52999877929688%
This app is good but only thing is that u have to pay to use most of the things but otherwise if u pay it very good.;4;1;37.470001220703125%
Sometimes confusing;4;2;38.900001525878906%
Nice app but lots of adds occur and the problem is that the songs can't be played by our choice...;4;2;73.27999877929688%
it has the music I like;4;1;39.0%
all OK, but the premium........... is not good. I mean why we should use premium and plans and all........... I really don't like it.;4;1;48.599998474121094%
It's great! However, I don't like how much premium costs...;4;2;42.56999969482422%
good music;4;4;38.88999938964844%
good;4;4;58.33000183105469%
please bring back the queue options;4;1;69.45999908447266%
So I love having Spotify, but I've had an issue starting May 15. I would start a song, click on the music bar to get canvas and the moment it shows canvas the app shuts down. I tried logging out and logging back in, un-installing the app and then re-installing the app and even tried a shutdown of my phone and restart. There is something wrong with my app and it's getting very annoying;4;2;51.119998931884766%
good;4;4;58.33000183105469%
It's a nice app but I hate the advert on sportify. It can be really annoying 😒;4;4;30.0%
Apart from not being able to stream offline, we are good to go. That's four stars for you;4;4;46.279998779296875%
Great choices for my favorite music for free. Is that awesome or what!;4;2;42.959999084472656%
perfect app for song addicters but the thing is they turning it to trash;4;2;51.90999984741211%
Bro, the app is amazing! No complaints at all. But I do feel it's missing a comment section. Just imagine how great it would be if you added that feature!;4;2;29.639999389648438%
why my spotify did not show the lyric during the song play ?;4;2;68.5999984741211%
okay but I can't see all my song;4;2;53.130001068115234%
i love spotify, BUT i really really wish i could know whos saved my playlist !!! its frustrating, going and using one of my playlists, then seeing some saves. i dont even SHARE my playlists ... that's why its 4 stars;4;2;43.90999984741211%
bazı şarkılar yok, o da Spotify'ın suçu değil;4;4;38.959999084472656%
much improved! still not perfect. still too difficult to access certain features.;4;1;58.5%
Spotify is great, convient and smooth and intuitive. I am traveling and using an e-sim and my premium has ads in the podcasts. kinda whack but overall a minor inconvenience. Will probably use Spotify till I die.;4;4;37.41999816894531%
great but have alot of adds💔;4;5;79.06999969482422%
I can search for all kinds of songs rather than other music app;4;2;70.66000366210938%
good;4;4;58.33000183105469%
I know that's how you generate income, but there's too much advertisement, apart from that i find it okay;4;4;45.220001220703125%
excellent;4;3;58.33000183105469%
love it just wished some of my favorite songs didn't disappear;4;2;42.810001373291016%
4 start couse to many ads over all sick app 100% recommend;4;4;44.22999954223633%
Good one;4;4;38.88999938964844%
awesome 👌 👏;4;0;58.33000183105469%
I wish I could use the app on two devices at the same time but other then that it's quite good;4;2;60.18000030517578%
it's a useful platform to listen to music or podcasts I appreciate the people who are working on this app..... but I really want you guys to know that not every student would be allowed to purchase the premium and I hope that you all may understand apart from the advertising section the app works marvellously....;4;2;35.83000183105469%
I have only gone into this app today and found it easy to use, and I looked up some records that I have not heard for some time. Great thanks;4;5;27.100000381469727%
the app is such a trash.I used to love it quite a while ago and after the constant updates , the app became the worst!!!! please bring back the Old spotify to us!;4;1;63.939998626708984%
It's OK.;4;3;58.33000183105469%
I love using this app to listen to music. However, I was given the option for 3 months of premium no charge, but it still says I'm on the free plan. After gaining the free trial, I canceled the auto renewal so I wouldn't be charged after the trial is done. I have lost my free trial, and without premium, the ads can be annoying but tolerable.;4;1;60.52000045776367%
good but lots of ads;4;4;79.16000366210938%
Nevermind, I can't even do anything once again, PLEASE FIX THIS, SPOFITY AB;4;1;83.29000091552734%
so many ads hyys but its okay;4;4;79.16000366210938%
after i update my spotify, there is a bug in my spotify app...i can't go to the song page please fix this bug;4;1;48.119998931884766%
not much issues with this app, cant really say anything bad, exept the fact how loud the ads are.... there is quite a noise difference wich annoys me and just hurts my ears...;4;1;61.4900016784668%
I think there are some issues on the app;4;2;78.98999786376953%
Spotify is a great app I use it WAY too much a bug I've found is on Android 12 it keeps crashing whenever I open certain apps or just randomly. thanks;4;2;40.56999969482422%
it is really nice;4;3;38.88999938964844%
nice app 🙂👍🏻;4;3;72.0999984741211%
this app is good and there is all types of music in this but only one thing is fault that is it uses more data...;4;5;42.54999923706055%
good app listen the song;4;2;53.689998626708984%
with DJ x it's amazing just make sure he knows the artist we like;4;1;79.61000061035156%
everything is good except ads every 2 songs!(when I select song). and it tells I'll get 30 min of ad free and a small music, that is too long!;4;2;53.869998931884766%
"Muy buena aplicación, pero el modo aleatorio tiende a crear una ""playlist fija""";4;3;45.27000045776367%
good app;4;4;72.0199966430664%
best music experience;4;0;52.650001525878906%
Much of the experience was ok but I only have one issue about the music pausing itself when I want it to play in the background as am doing something else .;4;2;50.34000015258789%
"Love it! Sadly idk why the lyrics won't show up when I click the ""show lyrics"" (T_T) i tried to reinstall it but it still won't work";4;2;76.80999755859375%
good 👍 (4 starts because of the UX of the app : some useless features are easier to access than the really useful ones, but I know Spotify already knows that...);4;1;44.689998626708984%
I dont get that many song skips;4;1;49.939998626708984%
"As Borat would say, ""Very nice!"" but ads every other song and not being able to pick what songs I want and when is ""Not nice!"".";4;2;57.29999923706055%
I love using Spotify. The only issue I have is with the limited hours of audio books. I think if you have premium it should be unlimited.;4;2;44.189998626708984%
i love it;4;0;58.31999969482422%
good but to many ads;4;4;79.16000366210938%
"plays music well, and has a very wide variety of music. after a while ""made for you"" playlists seem to have all the same songs on them. I HATE all the UI changes (""smart shuffle"", new + button where library button used to be is the worst update)";4;1;40.93000030517578%
bro ek dikkat hai too much ads in new updates;4;4;38.90999984741211%
it is 5 starts but the thing is for some reason I'm not able to listen to any music?like everytime I select a music it tells me that I have discovered a premium feature? can anyone please help me ?;4;2;62.25%
you can include some feature like Google's song detection but better and show lyrics of downloaded songs when there is no connection;4;2;63.029998779296875%
u cannot repeat a song;4;2;63.25%
for the any time and beat;4;0;71.91000366210938%
excellent;4;3;58.33000183105469%
verry niceee;4;0;58.31999969482422%
Spotify is the Business (Paid) I need you guys to investigate why the app keeps closing on me whenever I select the bar at the bottom of my phone screen? I've fixed my settings and permissions. it nothing on my end. Its been a smooth listening experience for years with you guys I'.e had Spotify Duo for a few years now. Wasn't sure how to email or contact the dev team,but I wouldappreciat it if you guys would send out an update to fix this issue,maybe? Im seeing other reviews stating this too.;4;1;37.369998931884766%
useful;4;4;58.33000183105469%
it's really good but when ever I try to play my Playlist when I press the green button it play a total different song then the on I have or when I press the song it only gets part of it so then I have to try to find the song but when I press it, it don't work the rest of it is good but can u do something about it please?;4;1;43.5099983215332%
"Pretty good! The shorts/videos stuff is obnoxious. Wish there were better social music sharing features and less garbage ""shorts"" content. Please don't try to be tiktok.";4;4;49.02000045776367%
I love spotify, its my number one music app. lately it has been crashing alot and it won't load any songs, I've checked my phone for faults but every other app is working perfectly. please fix this issue!;4;2;53.2599983215332%
all is good except shuffle mode which play the same songs everytime.;4;2;41.66999816894531%
fist impression, really good but it plays my playlist NOT in order unless you have a trial or membership (which I'M NOT PAYING FOR because I can't), and it's hard to find songs that have titles that aren't in English (but that's probably a skill issue) very cool, but needs an update for the playlist thing :>;4;2;52.0%
Op but not op;4;1;72.22000122070312%
The widgets need a major design update or something. Then I'll give 5 stars...;4;1;88.05000305175781%
isn't it a little too brutal that a freemium user can't even play a song found by beatfind?;4;2;69.37000274658203%
there's songs I didn't even listen to in my top songs 2022, pls fix (User: Дриппй <3);4;2;79.58000183105469%
is good but it have ads and no real videos;4;4;83.31999969482422%
song are so good and remix is on fire I love it so much can you pls aad some hindi remix in electrical guitar thanks;4;2;56.43000030517578%
gud to use;4;5;72.20999908447266%
decent enough, a bit over priced for American society being barely able to afford necessities considering your service is a luxury. thank you for the brief discount for music that has profited for so long.;4;4;35.20000076293945%
Spotify is the best;4;0;72.16999816894531%
ads are the problem nothing else ,Good;4;4;64.25%
ok for songs;4;2;39.15999984741211%
The would be better if it had LESS Ads;4;1;43.34000015258789%
I've had this app for years and paid for the premium, but since the last update it doesn't automatically start playing when I'm driving and connected. I have to go into the app now and click play, which kind of defeats the hands free safety feature since I have to then pick up my phone, go into the app, and click play while driving. Before the update it would just automatically play where you left off as soon as you turned your radio system on. Hopefully there's an update to fix this soon.;4;1;51.310001373291016%
best app for music.....top notch recommendations even u get recommendation of many superb songs of many underrated singers.... only one thing i suggest to Spotify...pls song quality should be little bit better for free users...;4;1;21.0%
