review;score;Topico_Dominante;Porcentaje_Similitud
In my experience, managing playlists is more difficult than it should be. It makes the experience less enjoyable.;1;5;90.47000122070312%
I wanted to like it, but it lacks strong social features. It gets frustrating after a while.;1;1;55.869998931884766%
For me, search results are inconsistent. It makes the app harder to use.;1;5;89.2300033569336%
For me, you have to pay to use it at all. It ends up feeling clunky.;1;5;85.69999694824219%
The main problem is that it works best only within Apple devices. It slows things down.;1;1;53.650001525878906%
The main problem is that the interface is confusing and hard to navigate. It makes it harder to manage my music.;1;5;53.869998931884766%
One issue is that my music library doesn’t sync properly across devices. It gets frustrating after a while.;1;6;69.5199966430664%
Honestly, songs sometimes disappear or get duplicated.;1;5;87.73999786376953%
Honestly, recommendations aren’t very accurate. It slows things down.;1;5;85.70999908447266%
One issue is that it feels slow and laggy, especially on desktop. It ends up feeling clunky.;1;5;92.19999694824219%
For me, managing playlists is more difficult than it should be.;1;5;78.55999755859375%
For me, it lacks strong social features. That part could definitely be improved.;1;5;46.029998779296875%
Personally, search results are inconsistent.;1;5;82.86000061035156%
Personally, you have to pay to use it at all.;1;5;78.55000305175781%
Personally, it works best only within Apple devices. It slows things down.;1;1;60.41999816894531%
Honestly, the interface is confusing and hard to navigate. It gets frustrating after a while.;1;4;53.790000915527344%
Honestly, my music library doesn’t sync properly across devices. That part could definitely be improved.;1;6;48.70000076293945%
One issue is that songs sometimes disappear or get duplicated. It makes the app harder to use.;1;5;92.83000183105469%
In my experience, recommendations aren’t very accurate. It ends up feeling clunky.;1;5;87.75%
Honestly, it feels slow and laggy, especially on desktop. It makes the experience less enjoyable.;1;5;92.20999908447266%
So far, managing playlists is more difficult than it should be. It makes it harder to manage my music.;1;5;90.45999908447266%
I wanted to like it, but it lacks strong social features. It ends up feeling clunky.;1;5;48.58000183105469%
One issue is that search results are inconsistent. That part could definitely be improved.;1;5;91.41999816894531%
I’d say you have to pay to use it at all.;1;5;78.52999877929688%
The main problem is that it works best only within Apple devices. It makes it harder to manage my music.;1;1;49.18000030517578%
The main problem is that the interface is confusing and hard to navigate. It makes the app harder to use.;1;4;51.41999816894531%
Honestly, my music library doesn’t sync properly across devices. It gets frustrating after a while.;1;6;63.77000045776367%
For me, songs sometimes disappear or get duplicated. It slows things down.;1;5;89.27999877929688%
What bothers me is that recommendations aren’t very accurate. That part could definitely be improved.;1;5;89.27999877929688%
I’d say it feels slow and laggy, especially on desktop. It makes the experience less enjoyable.;1;5;92.20999908447266%
I wanted to like it, but managing playlists is more difficult than it should be. It makes the experience less enjoyable.;1;5;91.41999816894531%
So far, it lacks strong social features. It slows things down.;1;1;54.83000183105469%
The main problem is that search results are inconsistent.;1;5;85.70999908447266%
The main problem is that you have to pay to use it at all. It makes the experience less enjoyable.;1;5;90.47000122070312%
For me, it works best only within Apple devices. It gets frustrating after a while.;1;1;89.25%
The main problem is that the interface is confusing and hard to navigate. That part could definitely be improved.;1;5;54.31999969482422%
What bothers me is that my music library doesn’t sync properly across devices. It makes it harder to manage my music.;1;6;55.9900016784668%
The main problem is that songs sometimes disappear or get duplicated. It makes it harder to manage my music.;1;5;92.8499984741211%
Honestly, recommendations aren’t very accurate. It ends up feeling clunky.;1;5;87.75%
I wanted to like it, but it feels slow and laggy, especially on desktop. It slows things down.;1;5;91.43000030517578%
I wanted to like it, but managing playlists is more difficult than it should be. It ends up feeling clunky.;1;5;90.47000122070312%
One issue is that it lacks strong social features. It slows things down.;1;1;56.84000015258789%
Personally, search results are inconsistent. It slows things down.;1;5;87.75%
I’d say you have to pay to use it at all. It makes the app harder to use.;1;5;89.22000122070312%
For me, it works best only within Apple devices. It gets frustrating after a while.;1;1;89.26000213623047%
So far, the interface is confusing and hard to navigate.;1;4;69.05000305175781%
One issue is that my music library doesn’t sync properly across devices. It makes it harder to manage my music.;1;6;59.310001373291016%
Personally, songs sometimes disappear or get duplicated. It slows things down.;1;5;90.47000122070312%
The main problem is that recommendations aren’t very accurate. It makes it harder to manage my music.;1;5;90.45999908447266%
For me, it feels slow and laggy, especially on desktop.;1;5;85.70999908447266%
Personally, managing playlists is more difficult than it should be.;1;5;82.8499984741211%
The main problem is that it lacks strong social features.;1;1;59.209999084472656%
What bothers me is that search results are inconsistent.;1;5;82.86000061035156%
One issue is that you have to pay to use it at all. It makes the app harder to use.;1;5;90.41999816894531%
One issue is that it works best only within Apple devices. It makes the app harder to use.;1;1;64.16000366210938%
So far, the interface is confusing and hard to navigate. It ends up feeling clunky.;1;5;46.029998779296875%
In my experience, my music library doesn’t sync properly across devices. It makes it harder to manage my music.;1;6;55.9900016784668%
Personally, songs sometimes disappear or get duplicated. That part could definitely be improved.;1;5;92.19999694824219%
I wanted to like it, but recommendations aren’t very accurate. That part could definitely be improved.;1;5;90.47000122070312%
In my experience, it feels slow and laggy, especially on desktop. It makes it harder to manage my music.;1;5;92.19999694824219%
What bothers me is that managing playlists is more difficult than it should be. It makes it harder to manage my music.;1;5;90.45999908447266%
So far, it lacks strong social features. It ends up feeling clunky.;1;5;46.029998779296875%
What bothers me is that search results are inconsistent. That part could definitely be improved.;1;5;90.4800033569336%
I’d say you have to pay to use it at all. It ends up feeling clunky.;1;5;87.73999786376953%
The main problem is that it works best only within Apple devices. It makes it harder to manage my music.;1;1;49.18000030517578%
The main problem is that the interface is confusing and hard to navigate. It gets frustrating after a while.;1;4;47.83000183105469%
I wanted to like it, but my music library doesn’t sync properly across devices. That part could definitely be improved.;1;5;49.630001068115234%
I wanted to like it, but songs sometimes disappear or get duplicated. That part could definitely be improved.;1;5;92.8499984741211%
I wanted to like it, but recommendations aren’t very accurate.;1;5;82.8499984741211%
What bothers me is that it feels slow and laggy, especially on desktop. It gets frustrating after a while.;1;5;90.47000122070312%
For me, managing playlists is more difficult than it should be. It makes it harder to manage my music.;1;5;89.2699966430664%
I wanted to like it, but it lacks strong social features. It slows things down.;1;1;52.810001373291016%
I’d say search results are inconsistent.;1;5;82.8499984741211%
What bothers me is that you have to pay to use it at all. It makes the app harder to use.;1;5;89.22000122070312%
For me, it works best only within Apple devices. It ends up feeling clunky.;1;1;57.13999938964844%
One issue is that the interface is confusing and hard to navigate. It ends up feeling clunky.;1;4;48.849998474121094%
Honestly, my music library doesn’t sync properly across devices. It makes the experience less enjoyable.;1;6;48.95000076293945%
What bothers me is that songs sometimes disappear or get duplicated.;1;5;87.73999786376953%
So far, recommendations aren’t very accurate. It ends up feeling clunky.;1;5;87.75%
One issue is that it feels slow and laggy, especially on desktop.;1;5;89.27999877929688%
I wanted to like it, but managing playlists is more difficult than it should be. It makes the experience less enjoyable.;1;5;91.41999816894531%
So far, it lacks strong social features. It makes the experience less enjoyable.;1;1;49.63999938964844%
So far, search results are inconsistent. It makes it harder to manage my music.;1;5;90.45999908447266%
I’d say you have to pay to use it at all. It makes the experience less enjoyable.;1;5;89.27999877929688%
Honestly, it works best only within Apple devices.;1;1;73.58999633789062%
Personally, the interface is confusing and hard to navigate. It makes the app harder to use.;1;4;57.790000915527344%
For me, my music library doesn’t sync properly across devices. It makes it harder to manage my music.;1;6;62.220001220703125%
In my experience, songs sometimes disappear or get duplicated. It gets frustrating after a while.;1;5;90.47000122070312%
The main problem is that recommendations aren’t very accurate. It ends up feeling clunky.;1;5;89.27999877929688%
One issue is that it feels slow and laggy, especially on desktop. It ends up feeling clunky.;1;5;92.19999694824219%
Personally, managing playlists is more difficult than it should be. It makes it harder to manage my music.;1;5;90.45999908447266%
In my experience, it lacks strong social features. It makes the experience less enjoyable.;1;1;58.880001068115234%
Honestly, search results are inconsistent. It slows things down.;1;5;87.75%
I’d say you have to pay to use it at all. It ends up feeling clunky.;1;5;87.73999786376953%
In my experience, it works best only within Apple devices. It makes the experience less enjoyable.;1;1;63.7400016784668%
I’d say the interface is confusing and hard to navigate.;1;4;85.69000244140625%
What bothers me is that my music library doesn’t sync properly across devices. It makes the app harder to use.;1;6;59.08000183105469%
So far, songs sometimes disappear or get duplicated. It makes the app harder to use.;1;5;92.18000030517578%
In my experience, recommendations aren’t very accurate.;1;5;78.55999755859375%
So far, it feels slow and laggy, especially on desktop. It makes it harder to manage my music.;1;5;92.19999694824219%
In my experience, managing playlists is more difficult than it should be. It makes the experience less enjoyable.;1;5;90.47000122070312%
I’d say it lacks strong social features.;1;1;85.62000274658203%
For me, search results are inconsistent. It slows things down.;1;5;85.70999908447266%
I wanted to like it, but you have to pay to use it at all. It gets frustrating after a while.;1;5;87.73999786376953%
So far, it works best only within Apple devices.;1;1;73.45999908447266%
Personally, the interface is confusing and hard to navigate.;1;4;69.05000305175781%
So far, my music library doesn’t sync properly across devices. It gets frustrating after a while.;1;6;63.77000045776367%
Honestly, songs sometimes disappear or get duplicated.;1;5;87.73999786376953%
I’d say recommendations aren’t very accurate. It gets frustrating after a while.;1;5;85.69999694824219%
What bothers me is that it feels slow and laggy, especially on desktop. It gets frustrating after a while.;1;5;90.47000122070312%
I wanted to like it, but managing playlists is more difficult than it should be. It makes the experience less enjoyable.;1;5;91.41999816894531%
In my experience, it lacks strong social features. It makes the app harder to use.;1;1;68.54000091552734%
For me, search results are inconsistent. It gets frustrating after a while.;1;5;85.70999908447266%
In my experience, you have to pay to use it at all. It makes the experience less enjoyable.;1;5;89.27999877929688%
I wanted to like it, but it works best only within Apple devices. That part could definitely be improved.;1;5;48.77000045776367%
Personally, the interface is confusing and hard to navigate. That part could definitely be improved.;1;5;49.7599983215332%
In my experience, my music library doesn’t sync properly across devices. It slows things down.;1;6;61.79999923706055%
What bothers me is that songs sometimes disappear or get duplicated. It makes it harder to manage my music.;1;5;92.19999694824219%
Personally, recommendations aren’t very accurate. It makes the app harder to use.;1;5;89.2300033569336%
Personally, it feels slow and laggy, especially on desktop. It ends up feeling clunky.;1;5;91.43000030517578%
Personally, managing playlists is more difficult than it should be. It makes the experience less enjoyable.;1;5;90.47000122070312%
Personally, it lacks strong social features. It slows things down.;1;1;54.84000015258789%
The main problem is that search results are inconsistent. That part could definitely be improved.;1;5;91.43000030517578%
One issue is that you have to pay to use it at all. It makes the experience less enjoyable.;1;5;90.45999908447266%
In my experience, it works best only within Apple devices. It gets frustrating after a while.;1;1;90.44999694824219%
What bothers me is that the interface is confusing and hard to navigate.;1;4;69.05000305175781%
Personally, my music library doesn’t sync properly across devices.;1;6;76.04000091552734%
The main problem is that songs sometimes disappear or get duplicated. It slows things down.;1;5;91.41999816894531%
Honestly, recommendations aren’t very accurate. That part could definitely be improved.;1;5;89.27999877929688%
So far, it feels slow and laggy, especially on desktop.;1;5;87.76000213623047%
In my experience, managing playlists is more difficult than it should be. It makes the app harder to use.;1;5;90.43000030517578%
I wanted to like it, but it lacks strong social features.;1;1;70.30000305175781%
The main problem is that search results are inconsistent. It makes it harder to manage my music.;1;5;91.41999816894531%
The main problem is that you have to pay to use it at all. It makes it harder to manage my music.;1;5;90.45999908447266%
I wanted to like it, but it works best only within Apple devices. It ends up feeling clunky.;1;1;49.869998931884766%
For me, the interface is confusing and hard to navigate. It slows things down.;1;4;59.18000030517578%
What bothers me is that my music library doesn’t sync properly across devices. It makes the experience less enjoyable.;1;6;48.95000076293945%
I’d say songs sometimes disappear or get duplicated.;1;5;87.73999786376953%
So far, recommendations aren’t very accurate. It slows things down.;1;5;85.70999908447266%
I wanted to like it, but it feels slow and laggy, especially on desktop. It slows things down.;1;5;91.43000030517578%
Personally, managing playlists is more difficult than it should be. It makes it harder to manage my music.;1;5;90.45999908447266%
One issue is that it lacks strong social features. That part could definitely be improved.;1;5;52.15999984741211%
The main problem is that search results are inconsistent. That part could definitely be improved.;1;5;91.43000030517578%
I wanted to like it, but you have to pay to use it at all. That part could definitely be improved.;1;5;90.47000122070312%
I’d say it works best only within Apple devices.;1;1;87.68000030517578%
For me, the interface is confusing and hard to navigate. It makes the app harder to use.;1;4;68.0199966430664%
What bothers me is that my music library doesn’t sync properly across devices. It makes it harder to manage my music.;1;6;55.97999954223633%
The main problem is that songs sometimes disappear or get duplicated. It makes it harder to manage my music.;1;5;92.8499984741211%
The main problem is that recommendations aren’t very accurate. It makes the experience less enjoyable.;1;5;90.47000122070312%
For me, it feels slow and laggy, especially on desktop. It makes the app harder to use.;1;5;91.38999938964844%
For me, managing playlists is more difficult than it should be. It ends up feeling clunky.;1;5;87.75%
The main problem is that it lacks strong social features. It gets frustrating after a while.;1;1;50.0%
Personally, search results are inconsistent. It makes the experience less enjoyable.;1;5;90.47000122070312%
Honestly, you have to pay to use it at all. It makes it harder to manage my music.;1;5;89.26000213623047%
One issue is that it works best only within Apple devices. It makes the app harder to use.;1;1;64.16000366210938%
I wanted to like it, but the interface is confusing and hard to navigate. That part could definitely be improved.;1;5;53.70000076293945%
One issue is that my music library doesn’t sync properly across devices. It ends up feeling clunky.;1;6;59.380001068115234%
For me, songs sometimes disappear or get duplicated. It gets frustrating after a while.;1;5;89.27999877929688%
What bothers me is that recommendations aren’t very accurate. It slows things down.;1;5;85.70999908447266%
In my experience, it feels slow and laggy, especially on desktop. It ends up feeling clunky.;1;5;91.43000030517578%
The main problem is that managing playlists is more difficult than it should be. It ends up feeling clunky.;1;5;90.47000122070312%
