review;score;Topico_Dominante;Porcentaje_Similitud
Notice short hiccups/slight pauses during a song playing even when songs are downloaded. I have a galaxy S22 U;4;1;71.7300033569336%
good;4;1;74.98999786376953%
nice but there are some missing songs;4;1;59.7599983215332%
Almost perfect. App is great and audio quality is great. But one thing I noticed is that the infinity button is broken currently. So after you finish an album, the music doesn't keep going....PLEASE FIX!;4;1;53.11000061035156%
song collection are very less and search result is not so intelligent, this is my feedback rest I am big fan of apple 🍎;4;1;59.47999954223633%
Mid;4;0;50.0%
Only for iphone it's nice app;4;1;55.18000030517578%
if you like music, you need this app that's all;4;1;88.0%
For being you know, *apple* music it's surprisingly good on android all things considered. Only reason I'm not giving it 5 stars is because it can be a bit buggy occasionally, sometimes only one song on albums will load or music won't play. Would love if some of those issues could be fixed but for the most part it's a good app.;4;1;93.61000061035156%
UI could be better.;4;1;62.2599983215332%
Con las actualizaciones han mejorado el rendimiento y la estabilidad de la app. En general es un buen servicio y diría que más que competitivo para las otras opciones de streaming. Lo que podría mejorarse es el buscador y las recomendaciones. En ese sentido Spotify me sigue pareciendo mejor.;4;0;97.87999725341797%
I use this app on my apple device but can't even download it on my android phone. Its not downloading at all;4;1;92.58000183105469%
The resing I don't know I've not tryd it;4;1;74.87000274658203%
Cant redeam iTunes CARD ???;4;1;65.38999938964844%
Great app with lossless support but the recommendation system of Spotify's is way better;4;0;92.81999969482422%
lately when listening to music on Apple music only the volume decreases randomly.;4;1;93.27999877929688%
Good app, should have a free teir tho.;4;1;89.68000030517578%
It's overall a great app, music quality is amazing, it's visually pleasing, 9/10, only problem is that it doesn't have the proper algorithm for its users. for example, I listen to Nicki Minaj, it won't give me recommendations on new music that's similar to her. And sometimes randomly the audio will go up if I'm on another streaming platform but that might just be my phone.;4;1;55.15999984741211%
If gapless playback gets added, it'll be perfect. It's one thing Spotify does better;4;1;87.19000244140625%
"Apple music has superior music quality compared to apps like spotify. Dolby atmos support is also great. the lyric feature is aesthetically pleasing and the app works well on a whole. 2 things which I believe need changing are: the queuing shortcut shouldn't require aswipe across the whole screen, it has often happened when I've not swiped all the way across and it hasn't registered to add the song to the queue; another issue being that on samsung tablet, lyrics aren't fullscreen like web.";4;0;51.790000915527344%
great ..just sometimes doesn't work without vpn!.. family sharing cannot be started on android;4;0;50.43000030517578%
Cast still not working what is this......;4;1;87.27999877929688%
Need screen to rotate like iPhone plus allows to do same on Samsung phones;4;1;71.48999786376953%
It has almost all my favorite songs on it;4;1;63.040000915527344%
Love it.;4;1;74.98999786376953%
Cool;4;1;74.97000122070312%
Wow;4;0;74.9800033569336%
Decent, still great sound quality. App is more functional on iOS, but it's still better in Android than on windows. Just wish we could navigate tracks on the standby screen;4;1;58.59000015258789%
The app runs smoother than other music streaming platforms I've subscribed to. Much less buffering than I've been accustomed to. Audio quality is fantastic, but who needs animated thumbnails? I subscribed because I'm a Walmart + member and there is a deal.;4;0;61.849998474121094%
vary god;4;1;68.81999969482422%
Been using it for years, back when it was iTunes. Can't say I agree with some of the changes but it does what it's supposed to. Most of the time. My main issues are that it never updates the new 'For You' section, which is where I get a lot of recommendations these days. This section works fine on my PC but the app has the same suggestions from months ago. Also adding things to the queue needs to be done before the previous song is halfway done or it will freeze/crash the whole app.;4;1;80.7300033569336%
amazing and has almost every song but could have more;4;1;59.77000045776367%
This is the best music streaming service ive found. The lossless audio is great, i love the UI, and it feels near-flawless. But there is a couple things i would like. Sometimes when a song starts it kind of skips like a bad cd player when its bumped too hard. Also an android tv app would be the dream!;4;1;63.810001373291016%
Apple has done a good job in providing top-notch music listening experience with lossless and spatial audio. The lyrics shown during music play are also accurately synced and available in multiple languages. 1 star less because recommended songs, albums, recent hit lost not good enough. it's not suggesting good songs. I like Spotify music suggestion way better.;4;1;66.41999816894531%
the app is soooo good but it needs payment so 4 stars;4;1;90.23999786376953%
Love the music content and always has music for any mood im in! The app since the update keeps on crashing on my phone since last night and the pop up message I get says it has a bug????;4;1;94.5%
the app is good i am enjoying the subscription but there is a problem i can't share lyrics to snapchat as i can send on Instagram stories pls also add support for snapchat;4;1;57.689998626708984%
It's great, though it has an issue where Bluetooth devices get disconnected on my Pixel Fold whenever I play music on the app;4;1;63.72999954223633%
This service very good and surprisingly cheap. But I have issues accessing the full feature set of the account I created with it.;4;1;93.30999755859375%
It shouldn't take a whole damn day to load all my playlists when the app crashes for no reason. Fix this! I have the fastest internet. It shouldn't take this long via my phone;4;1;95.9800033569336%
good app;4;1;82.30999755859375%
good but lot of glitches for android;4;1;89.36000061035156%
Sometimes works slowly;4;1;79.94000244140625%
Please fix the bug with playlist covers... The app never shows it permanently and always has to be loaded again.;4;1;94.30000305175781%
Very good music app, the only downside is that you can't connect to ps5 like you can on Spotify;4;1;70.18000030517578%
i love the app but it still has some issues with loading stuff;4;1;71.72000122070312%
la calidad de las canciones está muy bien, pero a la aplicación le hace falta ser mas intuitiva y mejorar otro aspectos. Ademas se pega mucho en. buffering;4;0;96.08000183105469%
I wish this showed the number of streams music have & the monthly listeners of artists.;4;1;80.05999755859375%
Good app;4;1;82.30999755859375%
good 👍;4;1;74.98999786376953%
App just started crashing.... what could i do to fix this;4;1;91.26000213623047%
The all crashes, good stuff tho;4;1;69.9000015258789%
I love the lossless quality so much and I'm glad that we have apple music on Android phone but can you pls release apple music also on Galaxy watch ?Thank you!;4;1;57.16999816894531%
not bad;4;0;74.87999725341797%
a really good option for music lovers;4;1;50.68000030517578%
Just started using the app and service, and so far so good. Audio quality is good, and for the most part I find the app easy to use. As of now, my only real nitpick is that the battery on my phone seems to drain a little quicker using this app/service than the others I have tried. It's not a terrible drain, but definitely can stand to be improved.;4;1;85.20999908447266%
Bug report: when a sub is renewed the app is full bugy lose all settings and have heavy bugs with music previously downloaded. And sometimes the library is buged and not show anything. The space in memory of old downloads doesnt update and doesnt playback but the files are here. i dont know how this passes the quality control of apple. The quality of sound is amazing!;4;1;78.16999816894531%
"Really enjoy the "" Create Station "" option Need to add podcast player to the app";4;1;63.130001068115234%
Saniya A;4;0;50.0%
"Used and liked for +10 years. REQUESTS -1. add an obvious place for app requests. 2 Enable blocking of songs/ artists / albums. PLEASE!! I can't stand the song Grenade by Bruno Mars but love a few of his other songs. I never want to hear Grenade ever again, but it keeps popping into playlists. I am sure others have songs they never want to hear again. we shouldn't only have the option to ""Like"" music.";4;1;94.9800033569336%
Been great except it just broke on me;4;0;85.41000366210938%
quite good but few bugs and crashes randomly sometimes;4;1;77.51000213623047%
Music selection is alright. Not nearly what Spotify provides. Missing a lot of the rare and older stuff. Won't play on my Echo 8 either which sucks. Overall it has a majority of the albums and singles I want, but could DEFINATELLY expand their library significantly and tweak a few functions of the app. Other than that it's pretty chill I guess.;4;1;70.56999969482422%
The audio quality is superior to that of other services. The payment system has been enhanced for Android users, and the app now integrates with the Google Play Subscription Manager. However, the recommendation algorithm appears to be flawed. While it requests preferences during initial setup, geographic location seems to heavily influence recommendations. Therefore, if you wish to avoid local or Hindi music, the app may persistently suggest it.;4;1;58.43000030517578%
Great app. Some issues on Android that makes it so you occasionally can't see the current songs playing. But probably the widest selection of on-demand music aside from YouTube.;4;1;82.13999938964844%
Love this app. So far I find it better than most music apps.;4;1;92.87999725341797%
Great app. Spotify premium Hi-Fi or Tidal Master are better choices, unless you use Apple Music premium. My only complaint, is that even on the latest beta, they still haven't included iTunes Match with any Android phone. That can only work on a iPhone or iPad. Since Apple includes Spatial Audio, and supports lossless audio, but hasn't released a Android version of iTunes is a bummer.;4;1;68.16000366210938%
this app helps me me a lot;4;1;86.9800033569336%
it's pretty great except that it ignores that my mobile wifi hotspot is set to metered (I use lossless on wifi which consumes insane amounts of data). YouTube Music streams with fewer skips on road trips with spotty coverage. Other than that, I really love this app. It works like on iPad OS, I don't feel it's scaled down though it probably is in unnoticeable ways.;4;1;61.599998474121094%
Good;4;1;74.98999786376953%
Where did the download option go?;4;1;87.41000366210938%
use full;4;1;82.18000030517578%
it was going great until this month, that even after downloading songs, I still need Internet connection to play them. what's going on?;4;1;85.80999755859375%
everything is super good except song recommendations.. recomend song is too bad;4;1;63.72999954223633%
recommendations are way not recommendable compared to Spotify.;4;0;63.45000076293945%
4 star cause it would be nice if the app had a commenting section!!;4;1;70.5%
The sound and beat of songs àre marvellously good❤💯;4;1;50.06999969482422%
fix your discovery system and you're good;4;1;81.66000366210938%
Hope it will support SRC bypass.;4;0;50.849998474121094%
it was very loud witch i lick;4;0;73.95999908447266%
Some songs are not present in the app.;4;1;86.6500015258789%
it's been cutting out even with good wifi other then that great;4;1;69.76000213623047%
I would give this app a 5 star rating, but I'm gonna give it a 4 only because there are some occasions where I'm not able to find certain songs that I would like to be able to stream and download. If I could stream and download every single song I searched for, then I would have given this app 5 stars.;4;1;98.06999969482422%
I love the curated playlists and audio quality options we got. Adding to library and playlists is a bit slow on android and PC. I'd go for Apple music esp if im using an IEM or high quality speakers. There are some ifs here and there when playing music videos. But overall experience is great.;4;1;58.650001525878906%
Hello Developers. please bring back Bengali lyrics for Bengali songs like it used to.People really do not like the Lyrics in english letters in a Bengali song. I hope this situation will change soon.;4;1;95.7300033569336%
Just about all the music you need in your life;4;1;83.11000061035156%
Good, but minimum volume is too loud, I have to use a third party eq app to make it bearable. If that ever stopped working, I'd have to move to a different service.;4;1;95.02999877929688%
Awesome;4;0;75.0%
Improve the shuffle and you will be the best player.;4;1;67.8499984741211%
would love it if I could set app language without changing my system language;4;1;53.7599983215332%
Fair;4;0;50.0%
Sound quality 💯 Algorithm 🤔;4;0;82.91000366210938%
Was so convenient when I switched to galaxy from iPhone;4;0;59.869998931884766%
Average;4;0;50.0%
apple good app but constantly has issues opening search and radio whether 5 g or wifi how can the home screen open and search spins....;4;1;96.58000183105469%
Why can't I use apple music for my alarms, luke spotify does ? Audio quality is exceptional, but recommendations have much room to improve.;4;0;74.44999694824219%
it's good, just not the best;4;1;83.33000183105469%
generally good service. However, it seems they have favored artists and tend to push those more readily than others, even in user made playlists. Also, has some trouble suggesting similar artists, particularly when source is lesser known (suggested Zach Bryan was similar to a Midwest emo band???). Pretty intuitive platform tho;4;1;96.04000091552734%
Best music player just need to more music songs of local indian singer Also better Suggestion algorithms need to build as per user;4;1;81.22000122070312%
Works great. Happy they added the option to turn off crossfade. Now, please, please, add the option to turn autoplay OFF by default.;4;1;88.37000274658203%
i love this app just the only drawback is that some songs are not available like in kpop and some jazz pop;4;1;92.48999786376953%
Hip hop;4;0;50.0%
Music experience is certainly great bcoz of lossless and hi res lossless. Nothing in India comes close;4;0;92.33999633789062%
good;4;1;74.98999786376953%
i see the developers have made noticeable changes, thank you, Im lookin for more improvements. rest, it is affordable and I'm happy with some updates till now !;4;1;80.43000030517578%
Good 😊;4;1;74.98999786376953%
Definitely improved over the years. Getting a little better and more stable with each update.;4;1;92.19000244140625%
B eee wa;4;1;74.7699966430664%
Honestly, for its basic functionality as a music player, it does well on android (using samsung s23). There are a few features that it lacks, but they can be overlooked if you are willing to put in the effort. Lossless audio is a big plus over Spotify . Request to apple : Could you make it easier to download all music in your library and to clear the song queue with a single button.;4;1;76.91999816894531%
Best;4;1;74.98999786376953%
عالیییییییییییییس;4;0;50.0%
Overall good. There is no option to like a song via Android Auto, yet Pandora and Spotify. Offer that. And in order to like a song or add it to a playlist, you have to click into the songs options which is unnecessary. Sound quality is good, music selection is good.;4;1;78.30999755859375%
it can be a bit laggy at times, but thats most likely just an issue with my phone. I'd have to say, for an Apple product running on Android, it actually works extremely well and I feel like I'm getting the full experience Apple users are getting. This app is especially great if you use it in tandem with the iTunes program on computers to upload your own audio and ripped albums, so you can stream your usually CD bound content anywhere. King Crimson fans get heavy use out of that feature.;4;1;57.119998931884766%
Well, had my first real issue with app when Apple ID login did not work. Throughout the years I have been dedicated and addicted to it's services. I have youtube music too but Apple Music just has that extra something to it. I was about to leave and go to spotify/Amazon but decided to stay as my login was fixed the next day. Hoping that Apple continues to improve App experience.;4;1;65.73999786376953%
maybe not as fluid as the iOS version. and apple does not give you free version. but I think the price's reasonable, with the sound quality.;4;1;50.650001525878906%
As of June 2023, the Android operating system version of the Apple Music does not perform the same as the IOS (iPhone) version. When checking the properties of a song so that you can view the entire album or CD, that menu item does not exist on the Android version. However, if you click on the Artist name, then it sometimes takes you to the album. We need a clear option to navigate to the album that the song is a part of. Thank you;4;1;97.81999969482422%
Lovely to listen;4;1;83.23999786376953%
Nice;4;0;75.0%
A bit clunky sometimes but good app and great service;4;0;51.93000030517578%
Apple Music has went through an immense transformation lately: in visuals (especially in the Now Playing tab), in quality, and in functionality and categorization. I can now honestly say that with Spatial Audio and the free addition of lossless tracks Apple Music is the best music streaming app.;4;1;64.70999908447266%
Once it's working it's good.;4;1;83.30999755859375%
Best Music platform ever! But it seems the app has glitches... sometimes downloaded music will be waiting on WiFi or Data to play which is appalling! Fix it!;4;1;96.76000213623047%
I only got this app cuz of the taylor swift thing lol but it's good I'm sticking to spotify tho...;4;1;54.34000015258789%
Great.;4;0;74.98999786376953%
This good app,but there's a sone strange album cover and some won't show an album cover,even i update imange via setting.;4;1;95.23999786376953%
can be a bit glitchy at times.;4;1;51.04999923706055%
Mhh works well for android phone 🌟🌟🌟✨;4;0;81.62999725341797%
"the UX/UI is not as good as Spotify. The songs library is not anywhere near YouTube. But the sound quality you get is the best over in Bluetooth or wired. Using on Android phone. Best Rs. 100 spent on Apple music than in YouTube premium or Spotify premium just for the sake of quality of the songs. And why the album ""the winning"" by IU not available?? why Apple why?";4;1;55.189998626708984%
In the favorites playlist, if a song becomes unavailable, then there should be an option for it to automatically skip said unavailable track. Stopping the music just to inform that the song is no longer available makes driving unsafe and dangerous. Fix this, please.;4;1;96.62999725341797%
The Best music app ever;4;1;89.54000091552734%
it's a good app!;4;1;82.30999755859375%
It's overall great, the organization of things is great, too. But a lot of the songs that I want or already had on here keep of disappearing. Give me my songs back!;4;1;63.779998779296875%
It's good for the most part but there are some small improvements that could be made to make it a 5.;4;1;92.47000122070312%
ok;4;1;74.91000366210938%
pure music not included any noise;4;1;80.5999984741211%
love on the iphone though laggy when switching tabs on laptops;4;1;53.45000076293945%
Great, but has potential to be one of the best!;4;1;61.95000076293945%
For me this is the best music app so far... Except that when I leave the app or just go to another app and I come back to apple music it just becomes blank and I have to clear the app and start the app again, I think this is just a bug considering it's an Android cause it has never happened to my iphone before;4;1;87.5%
Many music in my Playlist are dehilighted and I couldn't play them, that pains. Secondly, Ligali Mukaiba and Kayode Fashola's musics are not on the app, that also pains. Safe these, my experience on the app is seamless 👍;4;1;63.06999969482422%
It's great But I still prefer Spotify over lossless audio NO. 2🔸🔸WORLD BEST MUSIC APP ON ANDROID⭐;4;1;64.38999938964844%
Apple Music offers excellent sound quality, delivering a rich, immersive experience. However, it could improve by reducing the number of multiple versions of the same song, as some versions vary in sound quality. Additionally, the shuffle feature could use refinement, as it occasionally repeats the same song at the start. Despite these small issues, Apple Music remains one of my favorite platforms, and I’m overall very satisfied with the service. Keep up the great work!;4;1;66.2300033569336%
nothing special gets the job done needs work on the social side of it;4;0;73.1500015258789%
💪💪💪💪💪💪 good apo;4;1;50.4900016784668%
make all music available for all regions;4;1;88.58999633789062%
This is a good app, struggles occasionally with offline music, but other than that, highly recommended.;4;1;92.58000183105469%
It's alright. Alot of bugs. Alot of missing songs too. But its high quality audio 😅;4;1;61.9900016784668%
I literally have a 3 month trial that I can't even use. Keeps asking me to join apple music, even though I'm signed up for student. This, among other things, is why I'll be keeping my subscription to all access. I just wish Lady Gaga wouldn't have apple music exclusives.;4;1;69.80000305175781%
On my playlist I look up songs and when I click on a song the song that plays is the first song on my playlist.;4;1;95.22000122070312%
my music wont play even thou i have an android n my bd gave me his apple music;4;1;94.02999877929688%
music algorithm for radio and Playlist could be better;4;1;88.33999633789062%
Spotify is better, but this is still good. Isn't apple satanic or sum like that?;4;1;87.04000091552734%
pretty decent;4;0;82.86000061035156%
Buena calidad de sonido, pero no se puede instalar en galaxy watch 4.;4;0;94.41999816894531%
Mjpjl Hello Hi Qikn m;4;1;83.06999969482422%
Ok;4;1;74.91000366210938%
I like the app but there are a lot bugs;4;1;89.55000305175781%
Thres been some improvement that enhance my experience as a user, no laggy like they used to;4;0;62.81999969482422%
Me gusta, pero pasé mucho trabajo para crearme una cuenta de Apple porque no tengo Iphone. Deberían tener eso en cuenta, pero por lo demás me todo ok;4;0;80.66000366210938%
app crashed on Lenovo tablet PC. fix it plz.;4;0;54.16999816894531%
Lovely app, intuitive controls I love that I can swipe down on an album. It could do with better playlists and the lossless audio is a battery hog so I just turned that off;4;1;83.55999755859375%
Amazing;4;0;75.0%
