review;score;Topico_Dominante;Porcentaje_Similitud
Just uninstalled. Spotify has gone from best to worst! Giving ads is not enough? Now we can't even choose the song we want to play!! LOL! Wait we can't even skip songs more than 6 times a day now. Don't even deserve one star now. Hope one day they'll resolve it so that I can come back to Spotify;1;0;74.56999969482422%
bad app;1;1;82.73999786376953%
worst app everrrrrr;1;1;82.80999755859375%
you can't even play the songs of your choice they then ask you to explore premium what the hell is this?;1;0;89.19000244140625%
worst music experience 😪;1;0;53.130001068115234%
non stop music × non stop adds✓;1;1;84.5%
disgusting, ads ads ads;1;0;86.54000091552734%
constantly crashes;1;1;81.81999969482422%
isnt responding on my chromebook;1;1;83.05000305175781%
Personally, the recommendations are not always accurate. That part could definitely be improved.;1;1;87.0199966430664%
I’d say it’s hard to discover truly new music sometimes. It disrupts the experience.;1;1;88.41999816894531%
One issue is that the app can feel cluttered. It makes it harder to discover music.;1;1;87.4800033569336%
One issue is that personalized playlists sometimes repeat the same songs. It makes it harder to discover music.;1;1;88.81999969482422%
So far, switching devices can occasionally be inconsistent. That part could definitely be improved.;1;1;86.51000213623047%
One issue is that the app behaves differently across platforms. It makes the app harder to enjoy.;1;1;89.9000015258789%
I wanted to like it, but ads in the free version are disruptive. It ends up feeling repetitive.;1;1;69.83999633789062%
Personally, social features feel limited. It gets frustrating after a while.;1;1;73.30000305175781%
Personally, some songs or albums are missing.;1;1;82.3499984741211%
The main problem is that playback can lag or buffer sometimes. It ends up feeling repetitive.;1;1;87.4800033569336%
One issue is that the recommendations are not always accurate. It makes it harder to discover music.;1;1;75.26000213623047%
In my experience, it’s hard to discover truly new music sometimes. It makes it harder to discover music.;1;1;87.43000030517578%
One issue is that the app can feel cluttered. It makes it harder to discover music.;1;1;87.4800033569336%
What bothers me is that personalized playlists sometimes repeat the same songs. It gets frustrating after a while.;1;1;88.54000091552734%
What bothers me is that switching devices can occasionally be inconsistent. It makes it harder to discover music.;1;1;86.81999969482422%
Honestly, the app behaves differently across platforms. It disrupts the experience.;1;1;88.16999816894531%
In my experience, ads in the free version are disruptive. It makes the app feel less reliable.;1;0;79.4000015258789%
For me, social features feel limited. It ends up feeling repetitive.;1;1;83.30000305175781%
In my experience, some songs or albums are missing. It makes the app harder to enjoy.;1;0;51.79999923706055%
I wanted to like it, but playback can lag or buffer sometimes. It gets frustrating after a while.;1;1;87.4800033569336%
I wanted to like it, but the recommendations are not always accurate. It makes it harder to discover music.;1;1;75.2699966430664%
In my experience, it’s hard to discover truly new music sometimes.;1;1;87.16000366210938%
I’d say the app can feel cluttered. It makes the app feel less reliable.;1;0;72.37999725341797%
I’d say personalized playlists sometimes repeat the same songs.;1;1;74.81999969482422%
I wanted to like it, but switching devices can occasionally be inconsistent. It disrupts the experience.;1;1;87.13999938964844%
The main problem is that the app behaves differently across platforms. It disrupts the experience.;1;1;89.68000030517578%
Personally, ads in the free version are disruptive. It disrupts the experience.;1;0;86.58999633789062%
The main problem is that social features feel limited. It makes the app harder to enjoy.;1;1;69.37000274658203%
Honestly, some songs or albums are missing. It gets frustrating after a while.;1;1;85.16999816894531%
For me, playback can lag or buffer sometimes. It makes it harder to discover music.;1;1;83.30000305175781%
One issue is that the recommendations are not always accurate. It gets frustrating after a while.;1;1;87.47000122070312%
The main problem is that it’s hard to discover truly new music sometimes. It makes it harder to discover music.;1;1;89.94999694824219%
The main problem is that the app can feel cluttered. It makes the app harder to enjoy.;1;1;69.37999725341797%
The main problem is that personalized playlists sometimes repeat the same songs. It gets frustrating after a while.;1;1;88.81999969482422%
The main problem is that switching devices can occasionally be inconsistent. It makes the app harder to enjoy.;1;1;67.22000122070312%
One issue is that the app behaves differently across platforms. It makes the app harder to enjoy.;1;1;89.9000015258789%
I wanted to like it, but ads in the free version are disruptive. It makes the app harder to enjoy.;1;1;56.97999954223633%
I wanted to like it, but social features feel limited. That part could definitely be improved.;1;1;87.4800033569336%
What bothers me is that some songs or albums are missing.;1;1;82.73999786376953%
I wanted to like it, but playback can lag or buffer sometimes. It makes it harder to discover music.;1;1;87.4800033569336%
What bothers me is that the recommendations are not always accurate.;1;1;82.73999786376953%
One issue is that it’s hard to discover truly new music sometimes. It makes the app harder to enjoy.;1;1;87.31999969482422%
For me, the app can feel cluttered. It gets frustrating after a while.;1;1;83.30999755859375%
I’d say personalized playlists sometimes repeat the same songs. It gets frustrating after a while.;1;1;85.56999969482422%
So far, switching devices can occasionally be inconsistent. It makes the app feel less reliable.;1;0;80.87999725341797%
I wanted to like it, but the app behaves differently across platforms. That part could definitely be improved.;1;1;89.68000030517578%
Personally, ads in the free version are disruptive. That part could definitely be improved.;1;1;67.29000091552734%
Personally, social features feel limited. It ends up feeling repetitive.;1;1;73.30000305175781%
What bothers me is that some songs or albums are missing. It makes the app harder to enjoy.;1;1;67.6500015258789%
Honestly, playback can lag or buffer sometimes. It makes the app harder to enjoy.;1;1;59.380001068115234%
The main problem is that the recommendations are not always accurate. That part could definitely be improved.;1;1;87.43000030517578%
One issue is that it’s hard to discover truly new music sometimes. It gets frustrating after a while.;1;1;83.23999786376953%
One issue is that the app can feel cluttered. It makes the app feel less reliable.;1;0;57.83000183105469%
In my experience, personalized playlists sometimes repeat the same songs. That part could definitely be improved.;1;1;62.650001525878906%
Honestly, switching devices can occasionally be inconsistent. It makes the app feel less reliable.;1;0;87.33000183105469%
For me, the app behaves differently across platforms. That part could definitely be improved.;1;1;86.95999908447266%
One issue is that ads in the free version are disruptive. It disrupts the experience.;1;0;69.62999725341797%
One issue is that social features feel limited. It ends up feeling repetitive.;1;1;87.4800033569336%
For me, some songs or albums are missing. It makes it harder to discover music.;1;1;83.29000091552734%
In my experience, playback can lag or buffer sometimes. It makes it harder to discover music.;1;1;63.77000045776367%
Personally, the recommendations are not always accurate. It makes the app feel less reliable.;1;0;85.98999786376953%
In my experience, it’s hard to discover truly new music sometimes. It gets frustrating after a while.;1;1;83.25%
I wanted to like it, but the app can feel cluttered. It ends up feeling repetitive.;1;1;87.4800033569336%
In my experience, personalized playlists sometimes repeat the same songs. It ends up feeling repetitive.;1;1;62.650001525878906%
So far, switching devices can occasionally be inconsistent. It makes the app feel less reliable.;1;0;80.87999725341797%
So far, the app behaves differently across platforms. It ends up feeling repetitive.;1;1;89.30999755859375%
One issue is that ads in the free version are disruptive. It ends up feeling repetitive.;1;1;69.83999633789062%
So far, social features feel limited. It makes the app harder to enjoy.;1;1;66.08000183105469%
For me, some songs or albums are missing. That part could definitely be improved.;1;1;83.29000091552734%
I’d say playback can lag or buffer sometimes. It makes the app harder to enjoy.;1;1;58.18000030517578%
Honestly, the recommendations are not always accurate. It disrupts the experience.;1;1;85.16000366210938%
For me, it’s hard to discover truly new music sometimes. It makes the app feel less reliable.;1;1;50.47999954223633%
I wanted to like it, but the app can feel cluttered. It gets frustrating after a while.;1;1;87.4800033569336%
Personally, personalized playlists sometimes repeat the same songs. It disrupts the experience.;1;1;88.33999633789062%
What bothers me is that switching devices can occasionally be inconsistent. It makes it harder to discover music.;1;1;86.81999969482422%
Personally, the app behaves differently across platforms. It ends up feeling repetitive.;1;1;89.37000274658203%
So far, ads in the free version are disruptive. It disrupts the experience.;1;0;87.33000183105469%
Honestly, social features feel limited. It disrupts the experience.;1;1;85.18000030517578%
The main problem is that some songs or albums are missing. It makes it harder to discover music.;1;1;87.47000122070312%
Personally, playback can lag or buffer sometimes. It disrupts the experience.;1;1;87.02999877929688%
Personally, the recommendations are not always accurate.;1;1;82.3499984741211%
Personally, it’s hard to discover truly new music sometimes. It gets frustrating after a while.;1;1;89.70999908447266%
So far, the app can feel cluttered. It makes the app feel less reliable.;1;0;66.20999908447266%
For me, personalized playlists sometimes repeat the same songs. That part could definitely be improved.;1;1;85.36000061035156%
Honestly, switching devices can occasionally be inconsistent. It makes the app feel less reliable.;1;0;87.33000183105469%
One issue is that the app behaves differently across platforms. That part could definitely be improved.;1;1;89.68000030517578%
What bothers me is that ads in the free version are disruptive.;1;1;59.22999954223633%
Personally, social features feel limited. It gets frustrating after a while.;1;1;73.30000305175781%
In my experience, some songs or albums are missing.;1;1;50.59000015258789%
What bothers me is that playback can lag or buffer sometimes. It makes it harder to discover music.;1;1;87.20999908447266%
In my experience, the recommendations are not always accurate. It makes the app harder to enjoy.;1;0;64.68000030517578%
Personally, it’s hard to discover truly new music sometimes. It makes it harder to discover music.;1;1;89.68000030517578%
Honestly, the app can feel cluttered. It makes it harder to discover music.;1;1;85.18000030517578%
What bothers me is that personalized playlists sometimes repeat the same songs. It makes the app harder to enjoy.;1;1;66.80000305175781%
I’d say switching devices can occasionally be inconsistent. It makes it harder to discover music.;1;1;83.56999969482422%
I’d say the app behaves differently across platforms. That part could definitely be improved.;1;1;87.80000305175781%
The main problem is that ads in the free version are disruptive. That part could definitely be improved.;1;1;69.81999969482422%
So far, social features feel limited.;1;1;82.16999816894531%
One issue is that some songs or albums are missing.;1;1;83.29000091552734%
In my experience, playback can lag or buffer sometimes.;1;1;50.77000045776367%
The main problem is that the recommendations are not always accurate. It ends up feeling repetitive.;1;1;87.43000030517578%
One issue is that it’s hard to discover truly new music sometimes. It gets frustrating after a while.;1;1;83.23999786376953%
The main problem is that the app can feel cluttered. It disrupts the experience.;1;1;87.47000122070312%
For me, personalized playlists sometimes repeat the same songs. It gets frustrating after a while.;1;1;85.36000061035156%
For me, switching devices can occasionally be inconsistent. It makes the app harder to enjoy.;1;1;56.70000076293945%
I wanted to like it, but the app behaves differently across platforms. It makes the app feel less reliable.;1;1;59.7400016784668%
Personally, ads in the free version are disruptive.;1;1;57.290000915527344%
I wanted to like it, but social features feel limited.;1;1;83.30000305175781%
In my experience, some songs or albums are missing. It makes it harder to discover music.;1;1;63.70000076293945%
In my experience, playback can lag or buffer sometimes. It makes the app harder to enjoy.;1;0;51.66999816894531%
I wanted to like it, but the recommendations are not always accurate.;1;1;83.29000091552734%
So far, it’s hard to discover truly new music sometimes. It makes the app feel less reliable.;1;1;54.88999938964844%
I wanted to like it, but the app can feel cluttered. It gets frustrating after a while.;1;1;87.4800033569336%
So far, personalized playlists sometimes repeat the same songs. That part could definitely be improved.;1;1;88.25%
In my experience, switching devices can occasionally be inconsistent. That part could definitely be improved.;1;1;60.0%
The main problem is that the app behaves differently across platforms. It makes the app feel less reliable.;1;1;59.70000076293945%
The main problem is that ads in the free version are disruptive. It ends up feeling repetitive.;1;1;69.81999969482422%
Personally, social features feel limited. It ends up feeling repetitive.;1;1;73.30000305175781%
In my experience, some songs or albums are missing. It makes the app feel less reliable.;1;0;75.30000305175781%
I wanted to like it, but playback can lag or buffer sometimes. It ends up feeling repetitive.;1;1;87.4800033569336%
For me, the recommendations are not always accurate. It makes the app feel less reliable.;1;0;87.12999725341797%
One issue is that it’s hard to discover truly new music sometimes. It disrupts the experience.;1;1;89.79000091552734%
One issue is that the app can feel cluttered. That part could definitely be improved.;1;1;87.4800033569336%
I wanted to like it, but personalized playlists sometimes repeat the same songs.;1;1;85.36000061035156%
The main problem is that switching devices can occasionally be inconsistent. It makes the app harder to enjoy.;1;1;67.22000122070312%
For me, the app behaves differently across platforms. It makes the app feel less reliable.;1;1;50.95000076293945%
I’d say ads in the free version are disruptive. It makes the app harder to enjoy.;1;0;55.380001068115234%
Personally, social features feel limited. It makes the app harder to enjoy.;1;1;82.98999786376953%
I wanted to like it, but some songs or albums are missing. It disrupts the experience.;1;1;87.47000122070312%
One issue is that playback can lag or buffer sometimes. It ends up feeling repetitive.;1;1;87.4800033569336%
I wanted to like it, but the recommendations are not always accurate. It ends up feeling repetitive.;1;1;87.47000122070312%
What bothers me is that it’s hard to discover truly new music sometimes. It gets frustrating after a while.;1;1;89.80999755859375%
Honestly, the app can feel cluttered. It gets frustrating after a while.;1;1;85.18000030517578%
Personally, personalized playlists sometimes repeat the same songs.;1;1;84.30000305175781%
Personally, switching devices can occasionally be inconsistent. It makes the app harder to enjoy.;1;1;63.58000183105469%
I’d say the app behaves differently across platforms. It makes the app harder to enjoy.;1;1;88.2699966430664%
One issue is that ads in the free version are disruptive. It makes the app feel less reliable.;1;0;64.37999725341797%
I’d say social features feel limited.;1;1;75.5999984741211%
Honestly, some songs or albums are missing. It makes the app feel less reliable.;1;0;72.19999694824219%
What bothers me is that playback can lag or buffer sometimes.;1;1;82.75%
The main problem is that the recommendations are not always accurate.;1;1;83.19999694824219%
Personally, it’s hard to discover truly new music sometimes.;1;1;87.01000213623047%
In my experience, the app can feel cluttered. It makes the app harder to enjoy.;1;0;51.689998626708984%
What bothers me is that personalized playlists sometimes repeat the same songs. It disrupts the experience.;1;1;88.54000091552734%
I’d say switching devices can occasionally be inconsistent. It makes it harder to discover music.;1;1;83.58000183105469%
What bothers me is that the app behaves differently across platforms. It gets frustrating after a while.;1;1;89.48999786376953%
I wanted to like it, but ads in the free version are disruptive. It makes it harder to discover music.;1;1;69.83999633789062%
In my experience, social features feel limited. It ends up feeling repetitive.;1;1;63.75%
One issue is that some songs or albums are missing.;1;1;83.29000091552734%
Personally, playback can lag or buffer sometimes. It disrupts the experience.;1;1;87.02999877929688%
For me, the recommendations are not always accurate. It makes the app feel less reliable.;1;0;87.12999725341797%
In my experience, it’s hard to discover truly new music sometimes. It makes it harder to discover music.;1;1;87.43000030517578%
I wanted to like it, but the app can feel cluttered. It makes the app harder to enjoy.;1;1;69.4000015258789%
I wanted to like it, but personalized playlists sometimes repeat the same songs. It makes it harder to discover music.;1;1;88.81999969482422%
In my experience, switching devices can occasionally be inconsistent. It disrupts the experience.;1;1;59.9900016784668%
I’d say the app behaves differently across platforms.;1;1;83.0%
Personally, ads in the free version are disruptive. It gets frustrating after a while.;1;1;67.29000091552734%
I wanted to like it, but social features feel limited. It makes the app feel less reliable.;1;0;57.86000061035156%
I’d say some songs or albums are missing. That part could definitely be improved.;1;1;84.58000183105469%
I’d say playback can lag or buffer sometimes. It makes the app feel less reliable.;1;0;72.3499984741211%
I’d say the recommendations are not always accurate. It makes the app feel less reliable.;1;0;89.25%
One issue is that it’s hard to discover truly new music sometimes. It disrupts the experience.;1;1;89.79000091552734%
The main problem is that the app can feel cluttered. It disrupts the experience.;1;1;87.47000122070312%
What bothers me is that personalized playlists sometimes repeat the same songs. It gets frustrating after a while.;1;1;88.54000091552734%
So far, switching devices can occasionally be inconsistent. It ends up feeling repetitive.;1;1;86.51000213623047%
I’d say the app behaves differently across platforms. It makes the app feel less reliable.;1;0;51.779998779296875%
For me, ads in the free version are disruptive.;1;0;50.529998779296875%
One issue is that social features feel limited.;1;1;83.30000305175781%
One issue is that some songs or albums are missing. It makes it harder to discover music.;1;1;87.47000122070312%
For me, playback can lag or buffer sometimes.;1;1;74.95999908447266%
What bothers me is that the recommendations are not always accurate. It ends up feeling repetitive.;1;1;87.19999694824219%
I wanted to like it, but it’s hard to discover truly new music sometimes. It ends up feeling repetitive.;1;1;89.9800033569336%
I wanted to like it, but the app can feel cluttered. It makes the app feel less reliable.;1;0;57.81999969482422%
Personally, personalized playlists sometimes repeat the same songs. It makes the app harder to enjoy.;1;1;65.56999969482422%
In my experience, switching devices can occasionally be inconsistent.;1;0;61.13999938964844%
Personally, the app behaves differently across platforms. That part could definitely be improved.;1;1;89.37000274658203%
Personally, ads in the free version are disruptive. It gets frustrating after a while.;1;1;67.29000091552734%
The main problem is that social features feel limited. It makes the app harder to enjoy.;1;1;69.37000274658203%
In my experience, some songs or albums are missing. It ends up feeling repetitive.;1;1;63.709999084472656%
One issue is that playback can lag or buffer sometimes.;1;1;83.30999755859375%
The main problem is that the recommendations are not always accurate. It gets frustrating after a while.;1;1;87.43000030517578%
In my experience, it’s hard to discover truly new music sometimes.;1;1;87.16000366210938%
I’d say the app can feel cluttered. That part could definitely be improved.;1;1;84.5999984741211%
For me, personalized playlists sometimes repeat the same songs.;1;1;78.04000091552734%
Personally, switching devices can occasionally be inconsistent. It ends up feeling repetitive.;1;1;86.61000061035156%
For me, the app behaves differently across platforms. It makes it harder to discover music.;1;1;87.44999694824219%
Personally, ads in the free version are disruptive. That part could definitely be improved.;1;1;67.29000091552734%
In my experience, social features feel limited. It makes the app harder to enjoy.;1;0;51.720001220703125%
I’d say some songs or albums are missing. It gets frustrating after a while.;1;1;84.58000183105469%
Honestly, playback can lag or buffer sometimes. It gets frustrating after a while.;1;1;85.18000030517578%
What bothers me is that the recommendations are not always accurate.;1;1;82.73999786376953%
What bothers me is that it’s hard to discover truly new music sometimes.;1;1;87.19000244140625%
One issue is that the app can feel cluttered. It makes it harder to discover music.;1;1;87.4800033569336%
I wanted to like it, but personalized playlists sometimes repeat the same songs. It ends up feeling repetitive.;1;1;88.81999969482422%
What bothers me is that switching devices can occasionally be inconsistent. That part could definitely be improved.;1;1;86.81999969482422%
I wanted to like it, but the app behaves differently across platforms. It makes it harder to discover music.;1;1;89.97000122070312%
One issue is that ads in the free version are disruptive. It gets frustrating after a while.;1;1;69.83999633789062%
I’d say social features feel limited. It makes the app feel less reliable.;1;0;72.47000122070312%
I wanted to like it, but some songs or albums are missing. It ends up feeling repetitive.;1;1;87.47000122070312%
Personally, playback can lag or buffer sometimes. It makes it harder to discover music.;1;1;87.02999877929688%
The main problem is that the recommendations are not always accurate. That part could definitely be improved.;1;1;87.43000030517578%
The main problem is that it’s hard to discover truly new music sometimes. It gets frustrating after a while.;1;1;89.97000122070312%
What bothers me is that the app can feel cluttered. It makes it harder to discover music.;1;1;87.20999908447266%
One issue is that personalized playlists sometimes repeat the same songs. It makes it harder to discover music.;1;1;88.81999969482422%
I’d say switching devices can occasionally be inconsistent. It makes the app harder to enjoy.;1;1;52.36000061035156%
What bothers me is that the app behaves differently across platforms. It ends up feeling repetitive.;1;1;89.48999786376953%
What bothers me is that ads in the free version are disruptive. It disrupts the experience.;1;0;82.91000366210938%
Honestly, social features feel limited. It makes the app harder to enjoy.;1;1;59.349998474121094%
For me, some songs or albums are missing. That part could definitely be improved.;1;1;83.29000091552734%
One issue is that playback can lag or buffer sometimes. It makes the app harder to enjoy.;1;1;69.4000015258789%
For me, the recommendations are not always accurate. It makes the app feel less reliable.;1;0;87.12999725341797%
I’d say it’s hard to discover truly new music sometimes.;1;1;84.55999755859375%
In my experience, the app can feel cluttered. It ends up feeling repetitive.;1;1;63.77000045776367%
For me, personalized playlists sometimes repeat the same songs. It makes the app feel less reliable.;1;0;71.69000244140625%
So far, switching devices can occasionally be inconsistent. It disrupts the experience.;1;1;86.5%
I wanted to like it, but the app behaves differently across platforms. It makes the app harder to enjoy.;1;1;89.9000015258789%
Honestly, ads in the free version are disruptive.;1;0;53.7599983215332%
What bothers me is that social features feel limited. It makes it harder to discover music.;1;1;87.20999908447266%
One issue is that some songs or albums are missing.;1;1;83.29000091552734%
One issue is that playback can lag or buffer sometimes. It makes the app feel less reliable.;1;0;57.81999969482422%
In my experience, the recommendations are not always accurate. It gets frustrating after a while.;1;1;63.70000076293945%
So far, it’s hard to discover truly new music sometimes. That part could definitely be improved.;1;1;89.66000366210938%
The main problem is that the app can feel cluttered. It makes it harder to discover music.;1;1;87.4800033569336%
I wanted to like it, but personalized playlists sometimes repeat the same songs. It makes the app harder to enjoy.;1;1;68.77999877929688%
One issue is that switching devices can occasionally be inconsistent. It makes the app harder to enjoy.;1;1;67.25%
For me, the app behaves differently across platforms. It makes the app harder to enjoy.;1;1;87.33999633789062%
What bothers me is that ads in the free version are disruptive. It gets frustrating after a while.;1;1;68.2699966430664%
Honestly, social features feel limited. It disrupts the experience.;1;1;85.18000030517578%
One issue is that some songs or albums are missing. It makes the app harder to enjoy.;1;1;69.37000274658203%
I wanted to like it, but playback can lag or buffer sometimes. It gets frustrating after a while.;1;1;87.4800033569336%
I’d say the recommendations are not always accurate. It makes the app feel less reliable.;1;0;89.25%
So far, it’s hard to discover truly new music sometimes. That part could definitely be improved.;1;1;89.66000366210938%
So far, the app can feel cluttered. It ends up feeling repetitive.;1;1;86.94000244140625%
One issue is that personalized playlists sometimes repeat the same songs.;1;1;85.36000061035156%
What bothers me is that switching devices can occasionally be inconsistent. It gets frustrating after a while.;1;1;86.81999969482422%
I wanted to like it, but the app behaves differently across platforms. It disrupts the experience.;1;1;89.68000030517578%
