review;score;Topico_Dominante;Porcentaje_Similitud
In my opinion, it would be a great addition to have a swiping motion to add songs into your favorites list. Also, the heart icon was very helpful and I used that more often than the plus button that you have right now. Moreover, I think the user experience would be much better if we could at least choose what song to listen to, even if that means having some more advertisments. (⁠◕⁠ᴗ⁠◕⁠✿⁠);3;0;53.20000076293945%
I love the app don't get me wrong but pls Spotify I'm begging you'll plsssssss reduce the amount of adds. After listening to like 2 songs there's an add sometimes after 1 song there's an add so pls atleast make it once in 5 songs or once in 10 pls it'd be much appreciated;3;2;56.22999954223633%
It keeps stopping!;3;1;76.56999969482422%
In my opinion, this app's pretty good, good quality music,and a lot of podcasts to listen to but I gave it 3 stars, as nowadays, its ads are just increasing, I mean, before, it gave ads after, like, 7 songs, but now, I get 3 ads,after every 2 or 3 songs. Please stop forcing the users to buy premium membership all the time, it's extremely vexing. They're not even relatable.;3;0;91.27999877929688%
Good experience;3;0;77.1500015258789%
subscription issues like payment thru Smart. unable to process. demnnn!;3;2;61.40999984741211%
like the vibes;3;2;76.0999984741211%
can i just choose which songs i'd like to listen to without needing premium? can i also listen to them in the order i want without needing it?? not much to ask for in my opinion.;3;2;73.55000305175781%
Needs quick feedback option. Algorithm should just keep discovering instead of needing a playlist. Use android notifications to notify of new tracks from favorite bands. Some playlists are missing the hide track button but can still be hidden in other ways. Allow folders to be managed in the android app. Allow the home screen to default to music only. Playlists made for me need to do a better job at updating their track list. Separate android notifications so I can disable concert notifications.;3;1;97.48999786376953%
thhh he ha;3;0;33.33000183105469%
it doesn't autoplay next song and queue button is also glitched out please fix this;3;2;66.98999786376953%
base on my experience 3 star kase pag pipili Ako Ng song may lalabas na premium or what hindi Ako Maka sound trip mag aantay pa Ako Ng 1 day para lang bumalik sa dati Ang song;3;2;49.45000076293945%
Too much premium pressure...can't listen songs properly due to asking for premium back to back.;3;2;91.88999938964844%
great app don't really hate it but they have a terrible interface for retrieving old accounts, I try to send the link to my email but it continues to say link unable to send. I have perfect connection and there should be no reason as to why this isn't working other than they just can't send the email;3;0;54.40999984741211%
Too much ad's;3;0;77.30000305175781%
Spotify sleep timer appears to no longer be available.;3;1;80.98999786376953%
Spotify wants me to use premium and I don't have money plus it doesn't want to work and I don't like that last reason is because it said premium would be free for 3 months and it won't allow me to try to sign in for premium for 3 months;3;1;48.29999923706055%
I've used Spotify for years and man.. I just have one complaint. someone make it to where you can only have 1 version of a song in a Playlist. I'm tired of adding a single to my Playlist then later on adding an album with that song apart of it then boom somehow I have 4 of the same song on my Playlist and if I remove any of them it'll remove all of them;3;2;53.66999816894531%
Bring AI DJ to India!;3;1;82.87999725341797%
im still having the plug issue, where when in the car spotify wont play music. but im overall unhappy with the quality choice too.;3;1;88.5199966430664%
more instruction needed;3;0;33.33000183105469%
Team Please add one more feature in ai dj where we can remix two songs and play in parties just like dj;3;1;58.5%
many add;3;0;77.05000305175781%
TOO much Ads;3;0;77.30000305175781%
good;3;0;65.88999938964844%
I cant with this app,I like it because I can stream the music here and vibe with it but the ads and this premium things are disappointing because I don't have the money app for those stuff;3;1;46.970001220703125%
every language song lyrics are in written in there language arb songs lyrics are in arbi language gujrati language are in gujrati bangali bagla then why hindi songs are in english that why iam editing the rating;3;2;90.12000274658203%
good;3;0;65.88999938964844%
successfully switched to YouTube music!;3;1;81.1500015258789%
Recently Spotify brought some reforms and now it is little bit ok after the last update which was terrible. Spotify is a good platform for listening music but it should not put a price on everthing;3;0;95.25%
"Good app but I am experiencing some glitch and I can't access some songs , their albums says ""the tracks on this release are not available "" on many albums so please fix it cause this glitch affected my favourite albums";3;1;82.05999755859375%
best music app, but non premium is unusable. but premium is 5 stars.;3;1;90.54000091552734%
dobrá aplikace ale nejhorší ui na světě a jestli máte kolem 3k písniček v liked songs a nemáte pc tak good luck protože tahle aplikace je to completně nejhorší na to dělat playlisty z liked songs používejte raději soundcloud;3;2;74.94000244140625%
I love Spotify and it's algorithm is pretty good. the only thing I dislike about the app is that it's pretty unlistenable without premium. I understand ads are how they make revenue but I'm not just complaining about the overall ads. every two or so songs, there's 5 ads, which would be ok with me, but typically 3 of those 5 ads will be the same in a row and it just gets annoying after a while.;3;0;97.08999633789062%
If it had an inbuilt visualiser for tracks or playlists this would be the best music app available, however you need to use third party services which lack compatibility or ability to sync. Another issue is the overall app functionality from Tv stream services like Fire Tv etc, as there are reduced options available regarding adding tracks to playlists or viewing albums or artists available while songs are playing.;3;1;87.2699966430664%
for the past 2 to 3 months, Spotify on stable Android has been a very buggy experience for me, looking for alternative provider is in my future;3;1;84.63999938964844%
good;3;0;65.88999938964844%
no internent no app not work 😕 😢;3;1;77.0199966430664%
the app works mostly okay. the 'search within your own library' function is so broken it might as well be a rock that gets thrown at my head.;3;1;64.76000213623047%
so far so good I haven't seen any fault about the app ,its nice;3;0;84.12999725341797%
nice experience but tired of ads;3;0;86.55999755859375%
It can load ads but not music, everytime I use it it always says it can not load, but it can load ads with videos which I sometimes hates this app;3;0;50.529998779296875%
During the day, I listen to a handful of music channels. The experience is pretty good, although if I click on Band X Radio, Spotify will play songs by every band except Band X (when it's not playing ads). In the evening, I fall asleep to a podcast or two. When I wake up during the night (which I often do), Spotify is playing unrelated podcasts that I do not like, and there is no option to block them. The people who work there are clearly retched scum.;3;2;63.810001373291016%
Great app that has a wide range of music. however, over the last few days, the app is constantly crashing as soon as I press play. As a paying member it is very frustrating that I can't listen to music at all.;3;1;61.2599983215332%
It demanda for money after using it for 2 days;3;1;81.12000274658203%
I tried this Spotify student premium and after providing my student in formation,sheer id tried to log in to my school account to verify it was me but Google denied access. It said they didn't comply with Google's use secure browser policy;3;1;92.83000183105469%
I am very much disappointed with Spotify. The limits of ads increase day by day, at least they provide some beneficial services to non premium members who used this app for a long time. Very disappointing. This is not fair for non premium members.;3;1;70.7300033569336%
quite decent, those 30 minutes of no ads are always nice, but the constant asking for Spotify premium does get annoying, also the mobile version is absolute garbage.;3;0;94.55000305175781%
fungsi playlist apaan kocak kalo masih aja nyetel musik yanh diluar playlist, padahal didalam playlist ada banyak musik, eh baru nyetel 2 - 5 malah nyetel yang diluar playlist;3;2;84.66999816894531%
Good;3;0;65.88999938964844%
so many bugs;3;1;46.41999816894531%
Good.;3;0;65.88999938964844%
I used to be able to loop songs but now the option is gone.;3;2;88.63999938964844%
App interface is slowly becoming cumbersome and hard to navigate. Auto playlists aren't engaging or logical. It's the beginning of the end.;3;1;55.709999084472656%
It was the best until they ruined the experience for free users;3;0;84.81999969482422%
premium is the only problem;3;0;73.79000091552734%
Best app for listing to music and discovering music artist but only for the premium version;3;1;90.27999877929688%
it's okay but to many ads;3;0;82.2699966430664%
𝕥𝕠𝕠 𝕞𝕒𝕟𝕪 𝕒𝕒𝕕𝕤...;3;0;33.33000183105469%
ts the best music app,I love it 😍;3;1;83.95999908447266%
"""Let us preview albums please!"" I asked this question verbatim on March 30, 2021. Spotify: ""Ask and you shall receive!"" A testament to a company that knows what they are doing. They know what they are doing, and they deliver!";3;2;89.83000183105469%
The automatic shuffle isn't working. No matter how many songs I select after playing the first song, it just replays from the first shuffle option. Used to be that every time I select another song, it'll shuffle the songs. Please bring that back 🥲;3;2;96.37000274658203%
goor;3;0;33.33000183105469%
So bad for those who have free version of this app, yet the premium version is better. Tho Im not going to waste my money for the monthly premium version. well, at least just for the subscribe once and get 3 months free premium version. This is a no more free app, the company are too greedy, that you even need to buy premium to not have limit to see the whole lyrics?? i prefer the old Spotify and it is so much better than this.;3;1;62.66999816894531%
Spotify is great for discovering music, with excellent song recommendations, sound quality, and playlists. However, the free version comes with too many limitations like limited skips, annoying ads, and constant prompts to upgrade to Premium. You can’t skip to the next song after 6 skips, and searching and playing specific songs is restricted. The inability to seek music or control playback freely makes the experience frustrating.;3;0;52.95000076293945%
way too many ads;3;0;82.9800033569336%
it's good;3;0;65.88999938964844%
supar;3;0;33.33000183105469%
it's greaaaat;3;0;33.33000183105469%
👌😜;3;0;33.33000183105469%
they keep raising prices, the software is laggy, no cool Animations, boring UI, too long loading times, but still better than apple music.;3;1;93.05999755859375%
3 stars bcz of irritating ads and limitations;3;0;61.97999954223633%
use it on a laptop it sucks on phones;3;1;81.37999725341797%
good;3;0;65.88999938964844%
Pretty much unusable without premium because of the 6 skip limitation and the constant ads. the only reason I use it instead of YouTube is because I can leave the app and still hear what I'm listening to.;3;0;74.0%
DJX is annoying. It plays the same 1000 songs over and over. I have Spotify on both my Pixel and in my car which has Android Automotive OS, when I jump in my car and I have Spotify running on my phone (in the background) the music will stop playing after 30 seconds or less until I close Spotify on my phone. This is also super annoying.;3;1;63.70000076293945%
I've always listened to my music on Spotify, I think this is actually one of the best music apps. However, I would like to criticise the fact that users can't choose in what order they want to listen to the songs. It would be 10 times better if you let us do it because personally, I would enjoy being able to choose how to listen to my music. The limited skips are a little bit annoying but they're still acceptable.;3;0;59.91999816894531%
Hiii Spotify 😀;3;1;58.310001373291016%
this so bad without Primuimn;3;1;71.93000030517578%
I think I downloaded Spotify to listen to the adds not to the music...;3;0;62.43000030517578%
Interesting way to discover new music...;3;0;81.75%
I use Spotify all the time it's amazing and what I really like about it is you can change how it sounds but now idk what happened it sounds absolutely horrible you can't change the equalizer anymore I tried resetting my phone and the equalizer and it still sounds bad so if you can please change it please do as soon as possible;3;1;96.80000305175781%
I love Spotify but why the constant need to try to make us get premium we would have ot if we could pay for it but maybe if you had a student discount set up more people could afford it;3;2;95.41999816894531%
As long as the song is there, this app is great, although the 'random' plays definitely push you in certain directions. The possibility that songs could be dropped at any moment is ever present. Many artists I love cannot afford to use this platform. If there was better integration with tracks I have bought elsewhere, this app would do it all, but it's Spotify's way or the highway. Simultaneously freedom giving and restriction inducing. Ultimately I use it a lot because of the convenience.;3;2;56.47999954223633%
Before I was able to click a different song and the shuffle would actually change now when I click a song it keeps the same shuffle or even when I go onto a different device it'll keep the same shuffle from hours ago. please fix this.;3;2;96.80999755859375%
Diffrent song diffrent video 😅 and lot's of advertisement;3;0;82.75%
aint nothing wrong with this app, but spotify free plays songs that i aint even know exist. like, i could be listening to my playlist and then something not even in my playlist pops up. i dont mind the ads or forced scramble, but PLEASE, PLEASE get rid of random songs that are not in your playlist. i am sick and tired of having to uninstall and reinstall the entire app just to have basic music selection privileges.;3;2;51.380001068115234%
it's really good but it keeps playing the same recommendations over again when I said no;3;2;57.5099983215332%
Great app if you love having everything in one place, terrible if your phone isn't the best performance-wise. Performing a second reinstall in 24 hours because at first I could not play any downloaded music and now, it's just not loading anything. Great to see that multiple people have had this issue, and that seemingly nothing was done to fix it.;3;2;52.459999084472656%
too much of ads i got irritated;3;0;76.7699966430664%
Why have all the lyrics been converted to english?;3;2;66.08000183105469%
nice 🙂;3;0;66.6500015258789%
👍👍👍;3;0;33.33000183105469%
Good app they are just too greedy i think people with no premium should be able to do more;3;1;54.310001373291016%
very good but I don't get all the music I need;3;0;85.33000183105469%
good if you pay if not your cooked;3;0;58.290000915527344%
I've never had any problems with Spotify and until recently, every time I click on a song it plays normally but, when I click the song to fast forward it automatically kicks me off of Spotify. I've tried to uninstall it, I've tried to update my phone but nothing works.;3;2;49.95000076293945%
Love the premium, great app. but lately, I can't barely do anything without the app completely crashing. I can't even open the song menu or whatever to skip songs, the AI DJ instantly crashes it, and I'm not sure what to do. I've uninstalled and reinstalled multiple times, I've updated, and nothing is working.;3;1;72.91999816894531%
ehh it's ight;3;0;33.33000183105469%
this app is ok but few months later this app only play 10songs and not obey my playlist so I rate worst😑;3;1;72.37000274658203%
its a necessity these days for music , couldn't go back to converting it all from YouTube.mp3 haha but the price is ridiculous wants to be maximum £3.99 a month;3;0;48.650001525878906%
it won't let me rewind the song😭;3;2;82.29000091552734%
its good;3;0;65.88999938964844%
just the premium rates are high;3;1;80.81999969482422%
namoral o Spotify já foi melhor, o jeito que o app passa propaganda é horrível, propagandas que não tenho nenhum interesse no produto, não só isso que coisas simples que qualquer um podia usar agora é só com conta Premium, tipo o modo aleatório, onde a única opção que eu tenho é o aleatório com recomendações, não posso desativar ou colocar só no modo aleatório, não só isso como não consigo só ouvir as músicas só de um álbum na conta grátis;3;1;84.68000030517578%
Spotify is a really good app. Not gonna lie, it is better than YouTube music. But please, fix your scanner. After I scanned the code, the song didn’t play or even show up on my screen. It upsets me that I can’t scan the codes I have that were given to me as a gift. Please fix this. Thank you so much.;3;1;64.56999969482422%
if we're not song lyrics and not download song;3;2;85.56999969482422%
eyrg I don't know that much but it is lyrics I want lyrics please 10 knowledge good so I am giving the rate US 3;3;2;83.1500015258789%
too many ads I could play a song when it ends Spotify will play 2 ads before continuing with my Playlist and after I play another song 2 ads again other than that it all gud;3;2;60.70000076293945%
Everything is good except for when I go to song radio for a specific song it's always the liked songs on the list. This is so damn frustrating. Just give more options na. It's always the same songs playing.;3;2;96.05999755859375%
❤️;3;0;33.33000183105469%
Nice;3;0;66.6500015258789%
good;3;0;65.88999938964844%
awesome app;3;1;65.58000183105469%
Great music choice, excellent suggestions, would be 5 STAR, if they paid musicians properly.;3;1;70.44999694824219%
It's n amazing app;3;1;76.8499984741211%
Ilove it Spotify;3;1;58.34000015258789%
it would be nice without interrupting the songs;3;2;56.75%
Love the app just cba for all the ads and that I can't even see whats in my own playlists;3;0;55.22999954223633%
its very good but I cannot play a that I want;3;2;59.83000183105469%
The new update doesn't leave off where I was in my library. For example, I'll be in the Js and go back in it takes me back to the top. Previously, I would be where I left off.;3;1;94.47000122070312%
shuffle play repeats a lot of songs.;3;2;69.4000015258789%
not even that better.I think they have to added a feature in which we can separate the vocals.;3;1;87.51000213623047%
very nice;3;0;66.6500015258789%
I have been using this app for almost 3 years and know I wanted to rewind one of my favourite songs and the app is saying to take a premium subscription I am not an adult yet there is more than 5 years since I have no money how am I supposed to get the money;3;1;70.83999633789062%
cannot skip the song and cant choose the specific song until we purchase the premium. i feels unhappy with it. please try to change it;3;2;93.87000274658203%
adds are everywhere;3;0;64.33000183105469%
overall suka sih, cuman karna fitur gw belum premium kan maunya dengerin di playlist yang udah aku buat, jadi acak memang cuman kenapa jadi kemana2 lagunya. malah nge-play di luar playlist tapi kalo mau ganti lagu dikasih limit.;3;1;61.7599983215332%
it's a good app but just the adds it's too much;3;0;83.75%
not too well but at least sha;3;1;75.87000274658203%
This app is really good it just restored the whole history I had by mistake deleted........but but it asjs for premium every now and then after a time which irritates.;3;1;81.51000213623047%
it's good but I would like if it did not go of playlist after it played the full playlist;3;2;81.87000274658203%
nice app 😊🕊️;3;0;56.08000183105469%
"Great (almost)! If it would just stop inserting the terrible, unwanted ""suggested"" tracks into playlists without asking, it would be great. Not sure why it is self-sabotaging in this way - no one wants these ridiculous ""suggestions"" - but if it could fix this self-made fault, it would go from 3 stars to 5 stars.";3;2;56.790000915527344%
ya ads are too disturbing and can't listen song on loop;3;0;50.209999084472656%
please my Spotify keeps stopping when I'm playing games why is this happening;3;1;85.75%
Why there is no option to forward a song?;3;2;76.3499984741211%
love the music the ads though. 3 of the same in a row. 3 songs 4 ads and it's the same ones if not back to back multiple times an hour. and if you say to not play an artist. yeah they still get played on lists the song has been removed on;3;2;52.790000915527344%
it's ok but it doesn't showing me lyrics but in other's phone it was showing even they are not subscribed and it was required more data;3;1;72.7699966430664%
This app is okay until one day I wanted to listen to music then when I looked at my playlist it suddenly had no songs and when I click on an artist it says artist not found? I tried uninstalling it and installing it again, it did work but after 1 day It happened again. Fix this bug🙏;3;1;62.68000030517578%
"i can't use some of the feature even after getting premium, sometimes it's available and sometimes it's not. especially ""shuffle"" feature";3;1;73.55999755859375%
I'm sure 😊g.v..qqe.b . b..lffffcf;3;1;63.22999954223633%
sssssssssssàasz sw23£sß zazz s sees a Aas ss zaaaaaaaaa aww a aa ESSSZA HO ho S EESSS A SS assaas;3;1;64.30000305175781%
super;3;1;65.01000213623047%
will just randomly stop several times on pc and phone.;3;1;86.02999877929688%
Im disappointed that they're using AI. Do better, cause it sucks without humans.;3;1;89.83999633789062%
great selection of music unfortunately shuffle tends to repeat songs not so much shuffle them;3;2;68.04000091552734%
hate the update. don't need a dedicated create button. who is creating new Playlists that often? NOBODY;3;1;63.7400016784668%
It's a great one, can listen to praise and worship songs, Hey, the Lord is coming, you gotta be prepared and ready. GOD Bless ❤️✝️🙏🔥😊💯👏😭🎊😍🕊️😁✨😃👉🙌;3;2;51.88999938964844%
Why the ads bro😭😭😭;3;0;66.62000274658203%
it is not working;3;1;63.93000030517578%
Nice;3;0;66.6500015258789%
Lags like I'm on a tablet. I'm on an S23. Good app. the features are getting old but they're good.;3;0;48.68000030517578%
Why all this updates, it's annoying;3;0;72.91999816894531%
"Create Button? Useless Why would you replace the most commonly used button in the entire app—where I access the music that I have added to my personal collection—with a button for ""creating things""? Spotify is a consumption app. I consume the music that others have made. Curating playlists is a subservient function of consuming music, and creating playlists was never a function that was difficult to access in the app, so why the need to create an entire tab replacing Your Library? Inexplicable.";3;1;97.7699966430664%
It's very nice but, you can't do anything if you don't have premium.;3;0;80.16000366210938%
too many ads;3;0;77.66000366210938%
very bad, please update;3;1;82.75%
THE PLAY IN ORDER AND NORMAL SHUFFLE ARE PREMIUM NOW!! 😡😡😡😡😡;3;2;85.80000305175781%
There's a bug that was introduced with this recent update. My podcast progress no longer saves. it always starts from the beginning if I try to listen later on;3;1;81.52999877929688%
good;3;0;65.88999938964844%
Best app for songs and podcasts but too much disturbing ads and obstacles for free version... i am willing to buy for ₹50 p.m. if possible....plzzzz;3;0;93.16999816894531%
Jast satisfy, something missing in this app;3;1;67.80000305175781%
whichever soup for brains gave the greenlight to put the create button where the your library button used to be clearly had NO regard for the entire spotify user base. maybe consider that such a thing as muscle memory exists and everyday since this godforsaken update has been bringing every user one step closer to hell trying to access their library and instead getting the create menu. the nail in the coffin is the fact that i would never even use the create button so it's just a waste of space.;3;1;97.72000122070312%
To much add but good app;3;0;83.75%
Most of your songs are still not available and also add a (song search) & (shuffle play) in your web spotify to search and shuffle the songs inside any playlist. And one more thing that most of the songs do not have their lyrics;3;2;96.08999633789062%
Spotify.... I love it and hate it. I'm not paying for a subscription atm and 5 ads between 2-3 songs is wild. but beside from that, I wish shuffle ACTUALLY shuffled instead of playing the same songs over and over. I still love finding new music on here tho, theres nothing as good as Spotify.;3;2;40.40999984741211%
"""money is the reason we exist "" ~lana dey Rey and spotify";3;1;81.37999725341797%
I do not learn music. I need to learn music offline.;3;2;81.6500015258789%
Music quality is good. The app is extremely slow.;3;1;56.0%
Mid, good songs but sometimes it gets annoying not being able to just skip songs, especially when their ones you don't like.;3;0;66.8499984741211%
I really think Spotify is an amazing app but there is one annoying problem that makes me want to throw this phone around the room, there is this thing on Spotify that adds songs to playlists you make that you can't remove which is super annoying, another problem is is that it will not let me listen to one song on it's own I have to listen to a whole playlist. So that is what I wanted to say and I hope this song adder will be removed.;3;0;66.86000061035156%
hey what happened to you why lyrics are not coming? why u have did like this;3;2;87.45999908447266%
why move the menu bar buttons??????? That 'your library' button has been in the same spot for years. Put her back devs;3;1;93.18000030517578%
Consistently and constantly tells you to enjoy 30 minutes of add free music, two minutes later, 3 adds. 15 minutes later 3 more adds, 25 minutes later 3 more adds! where in this is there 30 minutes add free listening? I use Spotify mainly while walking/exercising and all of these add breaks throws my mental state totally off for a continuous workout vibe!;3;0;97.16999816894531%
The create button is useless. Just takes space for showing features I rarely use. Not because I don't know about them. It's just clutter. I could have just gone to the Library and I have the same button there. Clutter...;3;1;86.52999877929688%
I THINK YOU WILL MUST TRY 👌;3;1;75.8499984741211%
Somehow the developers manage to make the app more intrusive and annoying with every update. don't like a song ? (now there's a popup) like to shuffle music ? (there's only like ten songs in the shuffle queue) like to listen to a specific genre ? (spotify will recommend you everything except that genre) notifications are turned off ? (here's a banner add on your home page for a concert to a genre you don't listen to) don't like the banners ? too bad, no way to dismiss them;3;2;90.86000061035156%
kindly put an option for Identifying songs, like song catchers or Shazam something like that.;3;2;91.0199966430664%
Add history deletion feature;3;1;49.220001220703125%
Don't know yet;3;1;74.80000305175781%
I don't like the fact that you have to subcrible monthly and then still have to use data or internet . Deal with this and get all 5stars;3;1;58.22999954223633%
stopped allowing me to download podcasts;3;0;76.73999786376953%
have had issues with the enhanced shuffle plus when trying to play anything from my playlists or liked music. and the DJ needs more random shuffle music kind of like one full genre switch to another each time not the same styles back to back.;3;2;86.0999984741211%
it regularly just plays the same songs over and over- the daily drive refuses to cycle new or different songs in and there isn't a way ( that I've been able to figure out) to make more personalized and adjust what is on it;3;2;73.79000091552734%
You made the process of signing in using the app so hard by blocking vpns. I can easily log in using your website, but whenever I enable a vpn your app doesn't work. Fix it;3;1;93.41000366210938%
it's calm but too many ads;3;0;77.66000366210938%
The lastest fownload has recently made my phone app crash due to unknown circumstances, it maybe a issue wuth my phone however i think i shoukd address the problem that whenever i go onto the song playing it will crash my spotify;3;1;67.73999786376953%
this Spotify app is very best music apps. but I am playing game and I listen Spotify music but casually Spotify music app is closes. why this problem. the next update solve this problem & why all music listen is pro 😭 not good;3;0;53.369998931884766%
thanks for letting us remove smart shuffle, now fix local files;3;2;91.25%
lags and ads are instructing the flow of music;3;0;76.37999725341797%
I would have given five stars but it does not show lyrics on every songs;3;2;90.91000366210938%
wish y'all could make it to were we can play music while being offline.;3;2;89.62999725341797%
I like it;3;2;63.86000061035156%
some music just seems to be disappearing or blocked off, and never plays again. I had some songs on my plsylists that I had created only for the songs to be made unavailable, I can no longer play them.;3;2;92.05999755859375%
issue with videos on honour x5b plus the video doesn't play;3;2;87.08000183105469%
please block adss not coming aads is number one plat form;3;1;46.540000915527344%
Spotify is Kool😎 I'll rate it 3.5 ✨'s but it can be even better if you guys could release every song by that Artists, To be better give the Listener's what they want, l really like great music;3;2;95.45999908447266%
too much advertisements can't even play next selected song;3;2;64.08999633789062%
What's the point of downloading content if the app doesn't work at all without the internet?;3;2;48.61000061035156%
could do with more music being added as there been a few songs I've looked for and they are not on there. but all in all quite a good selection.;3;2;52.849998474121094%
Music keeps pausing constantly I don't know if its a device problem but its very annoying trying to listen to music and it keeps pausing every second reinstalled that app and reconnected my earbuds even without my earbuds connected it pauses it also pauses on my TV, Bluetooth Speaker, Google Display very frustrating...;3;2;80.66999816894531%
too many ads man!;3;0;77.66000366210938%
the more the day the miser, nothing should be premium;3;1;80.70999908447266%
fantastic;3;0;33.33000183105469%
good song quality. but the problem is the limited number of skips. it makes the app completely unbearable. one day I just listened to one song back to back but I still ran out of skips. it's too frustrating. I just quit the app cuz it starts to play the songs that I'm completely oblivious of. and don't get me started on the ads. when I don't have skips remaining, the ads become more irritating. they should just give us unlimited skips or if not that, a tiny request to increase the num of skips.;3;2;65.93000030517578%
Overall experience good.But it plays an ad literally after every one or two songs though it claims for uninterrupted 30 mins of listening. Pl fix it asap.;3;0;66.16999816894531%
The app UI is just so hard to navigate. I don't understand it.. like for instance, how do i get to the play queue..;3;2;52.95000076293945%
so many ads otherwise it's good;3;0;86.1500015258789%
مم مم مم۔۔۔۔ تت شخص ح;3;0;33.33000183105469%
Each time I open the app lately, I get a mandatory 30 second ad that tells me it's so i can have a period of ad-free listening. Not true. Immediately after the ad i get minutes of more standard ads. Either take this away or have the unskippable ad actually do what it says! Stop lying to your consumers, please! Also, even if it worked, it would mean nothing when listening to podcasts that do in-content ad reads. So while you're at it, please remove this mandatory ad for podcasts.;3;0;84.97000122070312%
really good app but I miss the old Spotify, reasons why: Playlists are jumbled and mixed songs won't play in order like it used to too many ads skips needs to be increased, 6 won't do enough. New UI is terrible imo song description is not listed right as it should in Each album 3/5,would prefer using the old Spotify instead of what we have now;3;0;56.689998626708984%
some playlist you wanted are not brought out accordingly;3;2;75.55999755859375%
