reviewId,review,score,gender,location,date
gen_995d723a,"* If you bring back the ""Unplayed"" filter for podcasts, I'll reconsider giving it 5 stars!",2,female,"Adelaide, Australia",2022-03-21
gen_21ea01ee,* The music selection is actually pretty good,2,male,"Krakow, Poland",2018-06-04
gen_3e2e32f2,* The app crashes every time I try to switch songs - frustrating!,2,female,"Gold Coast, Australia",2022-04-04
gen_848d8cee,* The volume of ads is absolutely ear-piercing and ruins the listening experience,2,male,"Medellín, Colombia",2021-09-05
gen_514a04f2,* This app's constant disconnects are infuriating when all I want to do is listen to music in peace,2,male,"Dakar, Senegal",2020-07-04
gen_fdc4e4b6,* The loudness of the ads makes it impossible for me to enjoy my favorite songs,2,male,"Addis Ababa, Ethiopia",2020-01-04
gen_65daff16,"* Your ""music discovery"" feature falls flat because the app just can't get it together",2,male,"La Paz, Bolivia",2021-06-23
gen_a4ca5921,"* The only good thing about this app is its music library, but that's not enough to save it from its many issues",2,male,"Helsinki, Finland",2018-02-06
gen_5a281d79,"I've been a loyal user of this app for years, but today I was shocked to find my entire music library gone after opening the app without logging in - all my playlists and saved tracks were lost. Had to start from scratch with a new account, and it's been a real hassle trying to recover my old one",2,male,"Jakarta, Indonesia",2019-07-10
gen_8f8a88c1,I've noticed that songs are disappearing at an alarming rate from my playlist,2,female,"Christchurch, New Zealand",2022-05-29
gen_bf3819d0,"I'm having a frustrating problem where songs randomly get stuck on repeat, even when I change the track or try to exit the loop mode. It happens frequently, and I'm using Spotify Premium",2,female,"Lima, Peru",2022-02-17
gen_36310317,"I've been a Spotify Premium subscriber for years, but lately, the constant skipping of songs is getting unbearable - it's like listening to a scratched CD. I'm fed up with paying premium prices for music that keeps cutting out on me",2,female,"Auckland, New Zealand",2022-11-14
gen_ddbb7d4e,Spotify's ads are becoming increasingly annoying and interrupting my listening experience,2,male,"Milan, Italy",2018-11-16
gen_9913ec42,I'm disappointed in how often songs go missing from my playlist without warning,2,male,"Santa Cruz, Bolivia",2021-10-29
gen_48db7761,"The constant skipping of songs is ruining my daily commutes, especially when stuck at traffic lights",2,male,"Lisbon, Portugal",2018-08-19
gen_8a43e549,It's infuriating to pay premium for a service that can't even deliver uninterrupted music playback,2,male,"Los Angeles, United States",2020-09-17
gen_bb5101bb,Spotify's reliability issues are causing me more frustration than enjoyment with each passing day,2,male,"Bangalore, India",2019-08-13
gen_0f487aac,I'm considering canceling my subscription due to the persistent problem of missing songs from my library,2,male,"Lisbon, Portugal",2018-05-29
gen_cefd49b6,Here are 10 paraphrased comments with the same sentiment:,2,male,"Addis Ababa, Ethiopia",2020-01-04
gen_abb3db21,"Ads keep popping up every few minutes, even after I've paid to skip them",2,female,"Port Moresby, Papua New Guinea",2022-11-09
gen_7a4fc770,Saya harus balik ke Spotify Premium karena aplikasi ini tidak bisa digunakan dengan benar tanpa pembayaran tambahan,2,male,"Taipei, Taiwan",2018-12-02
gen_1bbd8cb5,The app is a disappointment - it's all about nickel-and-diming you for basic features,2,male,"Busan, South Korea",2019-07-26
gen_3f49946e,It's ridiculous that I need to pay extra just to access the music library without interruptions,2,male,"Shanghai, China",2019-07-01
gen_1dc3f4f8,I'm fed up with Spotify Premium - the app crashes constantly and my favorite songs keep disappearing,2,male,"Jeddah, Saudi Arabia",2019-06-27
gen_c1c15d8a,"This app is a joke - it's supposed to be free, but you need money to use it properly",2,male,"Quebec City, Canada",2020-12-12
gen_07d8ccee,It's infuriating how often I get interrupted by ads after paying for premium service,2,male,"Tokyo, Japan",2019-05-04
gen_50a83e2d,"The only thing that's ""free"" about this app is the advertising, unfortunately",2,male,"Tunis, Tunisia",2019-11-07
gen_2c520055,"Spotify Premium has turned into a money grab, and I'm not happy about it",2,female,"Nadi, Fiji",2022-06-24
gen_98d6fb7f,Here are 10 paraphrased comments with the same sentiment:,2,female,"Melbourne, Australia",2022-08-26
gen_5a5962c9,The service is interrupted every 30 seconds and it's really frustrating,2,female,"Perth, Australia",2022-03-27
gen_4161a747,"My credit card was mistakenly charged twice this month, I'm really disappointed by this mistake, please fix it as soon as possible",2,female,"Wellington, New Zealand",2022-11-19
gen_4e43e23e,"As a premium user on my Galaxy S24 Ultra, I experience a annoying bug that causes the playlist to jump back to the top whenever I turn the screen off and on",2,male,"San Francisco, United States",2020-11-14
gen_d7298e38,"I'm extremely dissatisfied with the removal of the weekly mini Spotify premium feature, it's an unwarranted change that affects users like me who only need occasional access to full features",2,female,"Gold Coast, Australia",2022-05-19
gen_4ab47db2,"It's unacceptable that we have to pay for just offline downloads and playlists, while ads are still displayed, making it less user-friendly than before",2,female,"Nadi, Fiji",2022-08-13
gen_6c38b2a8,The app needs a serious update as it freezes every time I turn the screen off and on when listening to large playlists,2,male,"Vienna, Austria",2018-10-25
gen_54e411f8,"I'm really annoyed by the recent changes to Spotify, including the removal of the weekly mini premium feature that was perfect for users like me who don't need full access all the time",2,male,"Addis Ababa, Ethiopia",2019-09-25
gen_16c0b757,"As a paid user, I expect better service from Spotify, but instead I experience frequent interruptions and bugs",2,female,"Hobart, Australia",2022-06-23
gen_05cb15c6,"It's not fair that we have to pay extra just to download music offline and enjoy ad-free playlists, it's an unfair pricing strategy",2,male,"Doha, Qatar",2019-03-05
gen_518d44e8,Here are 10 paraphrased comments with the same sentiment:,2,male,"New York, United States",2021-02-11
gen_9f88f2d1,* They charged me twice for an overdraft fee that never happened and didn't even bother to notify me through the app or email,2,male,"Tunis, Tunisia",2020-01-19
gen_be09c627,"* It seems like they're only interested in making money, not providing any actual service",2,male,"Ottawa, Canada",2021-03-24
gen_f6f42b21,"* The premium push is aggressive, with ads interrupting every single song. It's just annoying and expensive",2,male,"Kumasi, Ghana",2020-03-09
gen_5aabb15c,* I'm having trouble getting Spotify to stop playing music after I've paused it and closed the screen,2,male,"Harare, Zimbabwe",2020-05-09
gen_789344c8,"* The new layout is a disaster - they relocated the ""create"" section right on top of where the library used to be",2,male,"San Antonio, United States",2020-09-27
gen_b08e4e15,"* Be careful with their overdraft fees, as I was wrongly charged for something that never occurred",2,female,"Christchurch, New Zealand",2022-05-29
gen_86fc0545,* They're all about making money; no actual service or care for users in sight,2,male,"Madrid, Spain",2017-11-17
gen_8ce6f9a6,"* Spotify's premium push is overbearing, with constant ads ruining the listening experience",2,male,"Doha, Qatar",2019-03-25
gen_cfd1e8db,* The app is still clunky and doesn't respect user decisions to pause music playback,2,male,"Berlin, Germany",2018-11-05
gen_e1d826d9,Here are 10 paraphrased comments with the same sentiment:,2,male,"Valencia, Spain",2018-04-19
gen_74f5592d,"This app has become my worst enemy, I'm exhausted from dealing with ads every time I open it. Spotify needs to step up its game",2,male,"Caracas, Venezuela",2021-06-15
gen_995d4262,"I've tried being patient, but Spotify's constant ad bombardment is driving me crazy",2,male,"Alexandria, Egypt",2019-12-30
gen_c235beeb,Too many annoying ads are ruining what was once a great experience for me,2,male,"Lima, Peru",2021-05-25
gen_42f09197,I'm extremely frustrated with the new update that made it harder to find new episodes on podcasts. It's a major inconvenience,2,male,"Alexandria, Egypt",2019-12-30
gen_46745215,Spotify's obsession with profit is taking over its purpose as a music streaming service. I'm considering switching to Amazon Music instead,2,male,"Dakar, Senegal",2019-10-25
gen_e0e92406,"As a non-premium user, Spotify has become an absolute nightmare. The ads are unbearable and the song quality suffers greatly",2,male,"Riyadh, Saudi Arabia",2019-07-03
gen_ee099d6f,The constant stream of ads on free versions of Spotify makes it almost unusable for me,2,female,"Sydney, Australia",2022-06-21
gen_04d08896,"I've tried to give Spotify another chance, but its greedy policies are pushing me away from using the app altogether",2,male,"Lagos, Nigeria",2020-02-21
gen_4c4e1d9e,Spotify's decision to limit skips is a clear sign that they care more about money than their users. It's time for a change,2,male,"Warsaw, Poland",2018-01-10
gen_ef298def,Here are the paraphrased comments:,2,male,"Brussels, Belgium",2018-04-16
gen_d944635e,"Well done, but that's about it",2,male,"Taipei, Taiwan",2018-12-02
gen_9bb266bc,"The recommendation system is lacking. A simple fix would be to show me playlists with similar tastes. There are many ways to suggest songs, and Spotify is missing out on these",2,female,"Canberra, Australia",2022-10-16
gen_0f1b416e,I'm not a fan of the new premium plan with normal shuffle. Please get rid of smart shuffle already! It ruins my listening experience,2,female,"Perth, Australia",2022-07-03
gen_3c12e941,"The ads are getting annoying now that I try to sleep. After one song, I'm wide awake and can't fall asleep again. A cookie after three songs would be nice",2,male,"Valencia, Spain",2018-04-19
gen_325c2581,"Everything's okay, but the premium membership fees are outrageous. I wish you'd reconsider your pricing plan",2,male,"Jeddah, Saudi Arabia",2018-12-30
gen_61bdf7eb,"Great effort, but that's where it ends for me",2,male,"Harare, Zimbabwe",2020-05-09
gen_a58ced3a,The new recommendation system is a letdown. I'd love to see playlists with similar tastes or even more personalized suggestions,2,male,"Guayaquil, Ecuador",2021-05-31
gen_53a43253,"Unfortunately, the new premium plan has ruined my listening experience. Normal shuffle is annoying and gets in the way of peaceful music time",2,male,"Shenzhen, China",2019-06-06
gen_9a3434e1,"To be honest, the ad frequency is getting out of hand. After one song, I'm wide awake again. A cookie after three songs would be a nice gesture",2,male,"Cali, Colombia",2021-05-19
gen_8b52dd15,Here are the paraphrased comments:,2,male,"Guayaquil, Ecuador",2021-05-31
gen_3eacbbfb,Great track on this app though!,2,male,"Dubai, United Arab Emirates",2018-12-27
gen_ef6939f8,Paying for premium still doesn't exempt me from unwanted ads on podcast episodes - very frustrating!,2,male,"Bogotá, Colombia",2021-09-19
gen_abbffcee,The ad situation needs serious improvement here,2,male,"Rabat, Morocco",2019-09-17
gen_dada9666,Can we please get rid of those annoying ads?,2,male,"Edinburgh, United Kingdom",2018-01-20
gen_5447f5c4,"I'm not forced to upgrade every time I want to play a song, right?!",2,male,"Tunis, Tunisia",2020-01-20
gen_153d1d73,This service is really wasting its potential by plastering itself everywhere,2,male,"Cali, Colombia",2021-12-28
gen_ade670a5,You'd think you could enjoy some tunes without being constantly asked to pay for premium features,2,male,"La Paz, Bolivia",2021-09-19
gen_fb9b089e,There are way too many interruptions here - can we have an ad-free experience?,2,male,"Dakar, Senegal",2019-12-16
gen_781c2b93,What's the point of having ads on podcasts when I've paid for premium?,2,male,"Rome, Italy",2018-10-30
gen_6640a352,"I'm so frustrated with the random song additions to my playlists, it's like they're pointless! Why bother even having playlists if you're just going to fill them up with junk?",2,male,"Córdoba, Argentina",2021-12-06
gen_f0f1c694,"There are way too many ads on this app, it's ridiculous!",2,male,"Rabat, Morocco",2019-12-20
gen_e65df3d9,"Good music is all I get from Spotify, but unfortunately, the experience is ruined by an overwhelming number of ads and endless song skipping restrictions",2,male,"Bogotá, Colombia",2021-10-10
gen_1abdc5c4,"I'm getting fed up with the app crashing every time I try to listen to a song, what's going on?!",2,male,"Washington DC, United States",2020-08-18
gen_572f5901,Spotify has become unbearable for me. The sheer amount of ads is driving me crazy!,2,male,"Fortaleza, Brazil",2021-12-06
gen_3dc96ec0,Here are 10 paraphrased comments with the same sentiment as the original:,2,male,"Rome, Italy",2017-11-19
gen_5a555943,I'm so fed up with all these ads interrupting my music listening experience. It's like they're trying to milk me for every penny,2,male,"Vancouver, Canada",2020-07-12
gen_f2ce72ef,"The ad targeting is completely off on this platform. I've repeatedly disapproved of Spanish ads, but they just keep showing up",2,female,"Christchurch, New Zealand",2022-05-02
gen_caa191b5,"To be blunt, I don't appreciate the constant reminders of my supposed financial shortcomings. Can we tone down the premium pitches?",2,male,"Shenzhen, China",2019-06-06
gen_c5d4cee8,"Honestly, it's getting ridiculous with all these login errors and ""abroad"" issues. Fix the basics before adding more features!",2,male,"Seattle, United States",2021-04-02
gen_cdf27aca,The recent UI update has made a mess of things. Why did they introduce another button for creating playlists when one already exists at the top right?,2,female,"Auckland, New Zealand",2022-11-02
gen_43c89cd1,"I'm thoroughly disappointed with this app now. Login errors are becoming the norm, but other features like location services still work flawlessly",2,male,"Alexandria, Egypt",2020-03-21
gen_f818e341,"As a premium user, I'm not impressed with the recent UI changes. The + button cluttering up the bottom right corner is completely unnecessary",2,male,"Montreal, Canada",2020-11-21
gen_d753f31e,"These ads just won't quit. I've disapproved of them multiple times, but they keep showing up, and it's getting really annoying",2,male,"Marrakesh, Morocco",2020-05-28
gen_ee25cf69,"What's going on with this app? It used to be great, but now it's plagued by login errors and other issues that are making my experience terrible",2,male,"Jakarta, Indonesia",2019-07-10
gen_f9aab3d0,Here are the paraphrased comments:,2,male,"Helsinki, Finland",2018-11-12
gen_aeaa5e4d,"I've had to uninstall and reinstall this app multiple times, but the freezing issue persists - my phone becomes completely unresponsive when it hangs",2,female,"Wellington, New Zealand",2022-11-19
gen_c9cb032e,This app is essentially useless because it only plays old songs,2,male,"Riyadh, Saudi Arabia",2018-12-28
gen_51a66034,"Every time I try to access the app from a different screen, it automatically reloads and starts playing music all over again",2,male,"Bangalore, India",2019-09-01
gen_01b8d29b,"After using it for a while, you'll find that some features no longer work as intended, like being able to play your favorite songs in order",2,male,"Harare, Zimbabwe",2020-05-09
gen_04145ffa,Logging back into the app is becoming a nightmare - it keeps freezing on the login page,2,male,"Milan, Italy",2018-11-07
gen_cefcffaa,I've had to restart my phone more times than I can count due to this app's frequent crashing,2,male,"Tel Aviv, Israel",2019-03-30
gen_98830335,This app is still plagued by the same old problems that made me uninstall it in the first place,2,male,"Taipei, Taiwan",2019-07-06
gen_f802ef47,"Despite trying multiple times, I'm unable to log back into the app without it freezing up on me again",2,male,"Birmingham, United Kingdom",2018-05-14
gen_a6c38f06,"Using this app has become a frustrating experience, especially when it comes to logging in and accessing my music library",2,male,"Hong Kong, China",2019-05-03
gen_fb289ae6,Here are 10 paraphrased comments that convey the same negative sentiment as the original:,2,male,"Barcelona, Spain",2017-11-19
gen_7f256cc2,"The song suggestions on this app are seriously lacking, it's like they're stuck in neutral mode",2,male,"Cairo, Egypt",2020-04-11
gen_e337e2e0,I've been using this app for ages and it just keeps getting worse,2,female,"Sydney, Australia",2022-10-01
gen_095d3113,"It's not terrible, but it's definitely got some major issues - like when it takes an eternity to load my playlists that I already downloaded",2,male,"Kathmandu, Nepal",2019-05-04
gen_1b29ca55,"Despite its age, this app still can't seem to get it together and fix all the technical problems it has",2,female,"Suva, Fiji",2022-04-13
gen_3393e8a0,"When it actually works, it's okay, but honestly it's surprising it doesn't crash more often considering how old it is",2,male,"Manchester, United Kingdom",2018-03-08
gen_d7541d43,Podcasts are a mess on this app - I'll mark one as listened to but it won't stick or vice versa,2,male,"Jacksonville, United States",2021-02-28
gen_035d6dfa,The search function is basically useless and the volume control issue when connecting to other devices is infuriating,2,male,"Casablanca, Morocco",2019-10-13
gen_504e3c6f,It's shocking that an app with so many problems has lasted as long as it has,2,male,"Rio de Janeiro, Brazil",2021-09-05
gen_d4572025,"Using this app feels like a chore, especially when I'm trying to listen to podcasts without any interruptions",2,female,"Perth, Australia",2022-03-27
gen_f4b41b13,Here are 10 paraphrased comments that keep the same sentiment:,2,male,"Tripoli, Libya",2020-06-24
gen_585094a7,Can't believe you're still giving me the same playlist over and over! 🙄😡,2,male,"Kathmandu, Nepal",2019-05-01
gen_f3cbf4a8,"Updates just make things worse - more eye candy, but slower performance and annoying features that freeze up on me. Not what I want from a music app",2,male,"Amsterdam, Netherlands",2018-09-03
gen_c33500bf,Most of my screen is taken up by unnecessary info,2,male,"Kathmandu, Nepal",2019-02-24
gen_016acb6d,"Songs keep getting interrupted by ads, can you please look into it?",2,male,"Addis Ababa, Ethiopia",2020-06-30
gen_bb7d5816,This app drives me crazy every time it blasts me with 30-minute ad breaks after just one song!,2,male,"Kathmandu, Nepal",2019-06-25
gen_8c4d2d9e,I'm fed up with the constant ads and lengthy commercial breaks. It's like you're trying to milk me for clicks or something,2,male,"Amsterdam, Netherlands",2018-02-04
gen_46633264,"The problem is not just the ads, but the fact that you're using so many resources on graphics and features that don't even work properly!",2,male,"Delhi, India",2019-04-24
gen_d3b6a8d1,Can we please get rid of these pesky ad breaks? They're ruining my listening experience!,2,male,"Karachi, Pakistan",2019-07-01
gen_c401676e,I'm tired of being bombarded with ads after every single song. It's like you think I'm a click-happy fool or something,2,male,"Addis Ababa, Ethiopia",2020-06-30
gen_2e2ae604,here are the paraphrased comments:,2,female,"Suva, Fiji",2022-05-19
gen_33e0ded5,"I've tried adding my husband to the app countless times, and it never works as expected",2,male,"Helsinki, Finland",2017-12-21
gen_83539219,"The shuffle feature doesn't function correctly, even when upgrading to premium - you're still subjected to those annoying spotify ads on podcasts",2,male,"Tunis, Tunisia",2019-11-20
gen_db98cd00,"Every time I try to play music, the app freezes up and closes unexpectedly",2,female,"Sydney, Australia",2022-05-31
gen_193e5f02,"I'm thoroughly disappointed with Spotify's customer service after experiencing an absurd 810 MB data usage for a single 7-minute podcast - no videos involved, just audio",2,female,"Lima, Peru",2022-02-17
gen_9577e588,"The premium price is far too steep, in my opinion",2,male,"Doha, Qatar",2019-03-05
gen_9ad2dd5a,"Adding my husband to the account has been a never-ending struggle, unfortunately",2,male,"Washington DC, United States",2020-12-05
gen_6c4fc00b,"Even with premium, the shuffle feature falls flat and includes obtrusive ads on podcasts",2,male,"Warsaw, Poland",2018-04-24
gen_bfe0949c,"The app constantly crashes when I attempt to play music, which is frustrating",2,male,"Jacksonville, United States",2020-09-19
gen_e2e51a99,"I'm extremely dissatisfied with Spotify's customer service after submitting a complaint for excessive data usage, only to receive inadequate help",2,male,"Warsaw, Poland",2018-04-24
gen_6553ac5f,Here are 10 paraphrased comments with the same sentiment:,2,female,"Melbourne, Australia",2022-07-19
gen_87438fce,* The latest update has been a major letdown - now my playlist won't continue playing from where I left off unless I jump through hoops,2,male,"Guadalajara, Mexico",2020-10-11
gen_cc779230,"* This app is becoming increasingly money-hungry, requiring premium for every little feature",2,male,"Brussels, Belgium",2018-04-16
gen_36162d17,"* It's decent, but only if you're willing to shell out extra cash",2,male,"Shenzhen, China",2019-09-06
gen_5cc9a717,* What were they thinking with this new update? Now it insists on playing its own music choices instead of letting me pick my own songs,2,male,"Bangalore, India",2019-09-01
gen_9f9c9d26,* The new UI is a complete mess - I just want to click play and not have to navigate through a maze of ads and clutter,2,male,"Zurich, Switzerland",2018-02-17
gen_b220edd4,"* The app's been getting progressively worse since the last update, now it won't even remember where I left off in my playlist",2,male,"Dubai, United Arab Emirates",2018-12-27
gen_fa2d9321,"* This app used to be okay, but now it's just a cash grab for unnecessary features that should come standard",2,male,"Frankfurt, Germany",2018-07-01
gen_fc63b3ad,* The recent update has ruined what was once a great music player - now it's cluttered with ads and trying to upsell me on premium features,2,male,"Lisbon, Portugal",2018-07-25
gen_303749a2,* It's like they want you to upgrade to premium or get nothing at all - the free version is almost useless,2,male,"Boston, United States",2021-03-08
gen_cec9c4b2,It's misleading to promise ad-free music when in reality you're stuck with non-stop ads. I'm tired of being sold a bill of goods that doesn't deliver,2,female,"Suva, Fiji",2022-09-07
gen_aa1bc878,"Spotify is decent for podcasts, but as soon as I try listening to actual music, the constant barrage of ads drives me crazy - that's why I use Pandora instead",2,female,"Christchurch, New Zealand",2022-05-02
gen_bab291fe,"I swear, this app can't even handle its own workload without crashing after a few uses. Reinstalling it multiple times a day has become my new normal",2,male,"Tel Aviv, Israel",2018-12-18
gen_1effc7f8,SoundCloud is where it's at for me because Spotify just can't seem to get the ad balance right,2,male,"Tel Aviv, Israel",2019-08-08
gen_fac58baf,The last update was a total disaster - the new navigation system is clunky and I especially hate how they've made adding playlists such an annoying process,2,male,"Dar es Salaam, Tanzania",2020-04-11
gen_54e23221,"Spotify's music selection may be great, but their ads are so frequent and repetitive that it's impossible to enjoy your favorite songs without getting interrupted",2,male,"Ottawa, Canada",2021-03-24
gen_4070a21d,"I'm constantly frustrated with Spotify because even when you think it's working right, the ads come flooding back in like clockwork",2,female,"Canberra, Australia",2022-10-16
gen_8646d6a8,Whoever designed the latest UI update must have been having a laugh - it's a total step backward for usability and makes simple tasks take way longer than they need to,2,male,"San Antonio, United States",2021-02-23
gen_c5f2a54e,Spotify's music experience is ruined by its insatiable need to shove ads down your throat. It's just not worth paying for when the free version can't even get it right,2,female,"Auckland, New Zealand",2022-11-05
